ID	group	gene	old_locus_tag	percent_ident	alignment_length	E-score
pheS	pheS	BB_RS02585	BB_0513	99.364	1572	0.0
pheT	pheT	BB_RS02590	BB_0514	99.471	1701	0.0
trxB	trxB	BB_RS02595	BB_0515	99.898	981	0.0
rlmB	rlmB	BB_RS02600	BB_0516	98.518	742	0.0
dnaJ	dnaJ	BB_RS02605	BB_0517	100.000	1095	0.0
dnaK	dnaK	BB_RS02610	BB_0518	99.843	1908	0.0
grpE	grpE	BB_RS02615	BB_0519	100.000	564	0.0
nadE	nadE	BB_RS02620	BB_0522	99.610	1539	0.0
suhB	suhB	BB_RS02625	BB_0524	99.649	855	0.0
group_898	group_898	BB_RS02630	BB_0525	99.527	423	0.0
group_50	group_50	BB_RS02635	BB_0526	99.287	1824	0.0
coaX	coaX	BB_RS02640	BB_0527	99.620	789	0.0
pdxI	pdxI	BB_RS02645	BB_0528	99.895	948	0.0
group_1156	group_1156	BB_RS02650	BB_0530	99.383	810	0.0
group_800	group_800	BB_RS02655	BB_0531	99.512	615	0.0
group_100	group_100	BB_RS02660	BB_0532	99.614	1294	0.0
phnP	phnP	BB_RS02665	BB_0533	99.344	762	0.0
xth	xth	BB_RS02670	BB_0534	99.870	768	0.0
group_421	group_421	BB_RS02675	BB_0535	99.483	774	0.0
pqqL	pqqL	BB_RS02680	BB_0536	99.251	2802	0.0
group_683	group_683	BB_RS02695	BB_0537	99.690	645	0.0
group_906	group_906	BB_RS02700	BB_0538	99.749	399	0.0
ybhL	ybhL	BB_RS02705	BB_0539	99.857	699	0.0
group_1179	group_1179	BB_RS02710	BB_0540	99.520	2082	0.0
group_673	group_673	BB_RS02725	BB_0543	98.003	651	0.0
prs	prs	BB_RS02730	BB_0544	99.672	1221	0.0
group_86	group_86	BB_RS02735	BB_0545	99.341	1365	0.0
polA	polA	BB_RS02750	BB_0548	99.853	2727	0.0
fliS	fliS	BB_RS02760	BB_0550	100.000	438	0.0
ligA	ligA	BB_RS02770	BB_0552	99.445	1983	0.0
group_77	group_77	BB_RS02775	BB_0553	99.465	1494	0.0
group_18	group_18	BB_RS02780	BB_0554	99.624	1863	0.0
cutB	cutB	BB_RS02790	BB_0556	99.655	870	0.0
ptsH	ptsH	BB_RS02795	BB_0557	99.617	261	1.10e-132
ptsI	ptsI	BB_RS02800	BB_0558	99.652	1722	0.0
crr	crr	BB_RS02805	BB_0559	99.825	570	0.0
htpG	htpG	BB_RS02810	BB_0560	99.568	1851	0.0
gnd	gnd	BB_RS02815	BB_0561	98.853	1395	0.0
group_869	group_869	BB_RS02820	BB_0562	99.263	543	0.0
group_866	group_866	BB_RS02825	BB_0563	100.000	519	0.0
group_831	group_831	BB_RS02830	BB_0564	99.670	606	0.0
cheW	cheW	BB_RS02835	BB_0565	100.000	543	0.0
group_935	group_935	BB_RS02840	BB_0566	100.000	312	6.42e-162
group_26	group_26	BB_RS02845	BB_0567	99.534	2145	0.0
cheB	cheB	BB_RS02850	BB_0568	99.827	1158	0.0
group_53	group_53	BB_RS02855	BB_0569	99.774	1773	0.0
group_919	group_919	BB_RS02860	BB_0570	97.067	375	0.0
pyrH	pyrH	BB_RS02870	BB_0571	99.275	690	0.0
group_356	group_356	BB_RS02880	BB_0573	95.043	807	0.0
group_299	group_299	BB_RS02885	BB_0574	98.357	852	0.0
pyrG	pyrG	BB_RS02890	BB_0575	99.750	1602	0.0
group_843	group_843	BB_RS02900	BB_0577	100.000	588	0.0
group_122	group_122	BB_RS02905	BB_0578	99.829	1170	0.0
dnaE	dnaE	BB_RS02910	BB_0579	99.623	3444	0.0
recG	recG	BB_RS02920	BB_0581	99.515	2061	0.0
ldcB	ldcB	BB_RS02925	BB_0582	99.747	789	0.0
group_89	group_89	BB_RS02930	BB_0583	99.852	1350	0.0
group_93	group_93	BB_RS02935	BB_0584	99.625	1335	0.0
murD	murD	BB_RS02940	BB_0585	99.779	1356	0.0
fmhB	fmhB	BB_RS02945	BB_0586	100.000	1044	0.0
metG	metG	BB_RS02950	BB_0587	99.501	2205	0.0
group_372	group_372	BB_RS02955	BB_0588	99.624	798	0.0
pta	pta	BB_RS02960	BB_0589	99.432	1056	0.0
rsmA	rsmA	BB_RS02965	BB_0590	100.000	846	0.0
comEC	comEC	BB_RS02970	BB_0591	99.920	1251	0.0
ydiL	ydiL	BB_RS02975	BB_0592	100.000	714	0.0
fAA1	fAA1	BB_RS02980	BB_0593	99.897	1938	0.0
argS	argS	BB_RS02985	BB_0594	99.317	1758	0.0
rnfE	rnfE	BB_RS02990	BB_0595	99.203	627	0.0
group_25	group_25	BB_RS02995	BB_0596	99.674	2148	0.0
tar	tar	BB_RS03000	BB_0597	99.683	2208	0.0
murB	murB	BB_RS03005	BB_0598	99.340	909	0.0
cysS	cysS	BB_RS03010	BB_0599	99.099	1443	0.0
group_70	group_70	BB_RS03015	BB_0600	99.358	1557	0.0
glyA	glyA	BB_RS03020	BB_0601	99.442	1254	0.0
group_479	group_479	BB_RS03025	BB_0602	99.602	753	0.0
group_46	group_46	BB_RS03030	BB_0603	98.978	1860	0.0
lldP	lldP	BB_RS03035	BB_0604	99.800	1503	0.0
dacC	dacC	BB_RS03040	BB_0605	99.672	1218	0.0
cheD	cheD	BB_RS03045	BB_0606	99.593	492	0.0
uvrD	uvrD	BB_RS03050	BB_0607	99.090	1978	0.0
tig	tig	BB_RS03080	BB_0610	99.560	1365	0.0
clpP	clpP	BB_RS03085	BB_0611	99.829	585	0.0
clpX	clpX	BB_RS03090	BB_0612	99.691	1293	0.0
group_20	group_20	BB_RS03095	BB_0613	99.582	2391	0.0
group_972	group_972	BB_RS07740	BB_0614	98.693	153	3.14e-73
rpsD	rpsD	BB_RS03100	BB_0615	99.362	627	0.0
group_922	group_922	BB_RS03115	BB_0617	100.000	369	0.0
cdd	cdd	BB_RS03120	BB_0618	99.570	465	0.0
nrnA	nrnA	BB_RS03125	BB_0619	99.377	963	0.0
group_1152	group_1152	BB_RS03130	BB_0620	99.499	1596	0.0
ackA	ackA	BB_RS03145	BB_0622	99.179	1218	0.0
mfd	mfd	BB_RS03150	BB_0623	99.053	3378	0.0
group_211	group_211	BB_RS03155	BB_0624	99.585	963	0.0
group_1153	group_1153	BB_RS03160	BB_0625	99.713	2094	0.0
apeB	apeB	BB_RS03175	BB_0627	99.450	1272	0.0
group_524	group_524	BB_RS03180	BB_0628	99.725	726	0.0
group_45	group_45	BB_RS03185	BB_0629	99.199	1872	0.0
pfkB	pfkB	BB_RS03190	BB_0630	99.675	924	0.0
group_934	group_934	BB_RS03195	BB_0631	99.683	315	6.48e-162
recD	recD	BB_RS03205	BB_0632	99.673	1833	0.0
recB	recB	BB_RS03210	BB_0633	99.573	3510	0.0
group_12	group_12	BB_RS03215	BB_0634	99.691	3241	0.0
pncB	pncB	BB_RS03220	BB_0635	98.686	1446	0.0
group_1132	group_1132	BB_RS03230	BB_0637	99.926	1344	0.0
nhaC	nhaC	BB_RS03235	BB_0638	100.000	1389	0.0
potD	potD	BB_RS03240	BB_0639	98.281	1047	0.0
potC	potC	BB_RS03245	BB_0640	98.611	792	0.0
potB	potB	BB_RS03250	BB_0641	99.751	804	0.0
potA	potA	BB_RS03255	BB_0642	99.713	1044	0.0
ylqF	ylqF	BB_RS03260	BB_0643	99.524	840	0.0
nanE	nanE	BB_RS03265	BB_0644	99.714	699	0.0
ptsG	ptsG	BB_RS03270	BB_0645	99.547	1545	0.0
yvaK	yvaK	BB_RS03275	BB_0646	99.898	984	0.0
bosR	bosR	BB_RS03280	BB_0647	99.247	531	0.0
group_64	group_64	BB_RS03285	BB_0648	99.704	1689	0.0
groL	groL	BB_RS03290	BB_0649	99.756	1638	0.0
group_937	group_937	BB_RS03295	BB_0650	100.000	297	8.46e-154
yajC	yajC	BB_RS03300	BB_0651	99.663	297	3.60e-152
secD	secD	BB_RS03305	BB_0652	99.716	1761	0.0
secF	secF	BB_RS03310	BB_0653	99.667	900	0.0
group_1158	group_1158	BB_RS03315	BB_0654	99.650	1143	0.0
group_325	group_325	BB_RS03320	BB_0655	99.158	831	0.0
psgB	psgB	BB_RS03325	BB_0656	99.559	1134	0.0
rpiA	rpiA	BB_RS03330	BB_0657	99.272	687	0.0
gpmA	gpmA	BB_RS03335	BB_0658	99.598	747	0.0
lysS	lysS	BB_RS03340	BB_0659	98.531	1566	0.0
era	era	BB_RS03345	BB_0660	98.969	873	0.0
group_923	group_923	BB_RS03350	BB_0661	99.440	357	0.0
group_893	group_893	BB_RS03360	BB_0663	99.333	450	0.0
group_608	group_608	BB_RS03365	BB_0664	99.402	669	0.0
flaA	flaA	BB_RS03385	BB_0668	99.903	1026	0.0
cheR	cheR	BB_RS03395	BB_0670	99.857	1401	0.0
cheX	cheX	BB_RS03400	BB_0671	99.794	486	0.0
group_894	group_894	BB_RS03405	BB_0672	100.000	441	0.0
group_884	group_884	BB_RS03410	BB_0673	99.612	516	0.0
group_170	group_170	BB_RS03415	BB_0674	99.236	1047	0.0
group_284	group_284	BB_RS03420	BB_0675	99.421	864	0.0
gph	gph	BB_RS03425	BB_0676	98.944	663	0.0
nupO	nupO	BB_RS03430	BB_0677	99.938	1611	0.0
nupP	nupP	BB_RS03435	BB_0678	99.913	1152	0.0
group_1121	group_1121	BB_RS03440	BB_0679	100.000	927	0.0
group_24	group_24	BB_RS03445	BB_0680	99.735	2262	0.0
group_39	group_39	BB_RS03450	BB_0681	99.579	1902	0.0
mnmA	mnmA	BB_RS03455	BB_0682	99.625	1068	0.0
pksG	pksG	BB_RS03460	BB_0683	99.020	1224	0.0
mvaD	mvaD	BB_RS03475	BB_0686	99.361	939	0.0
eRG8	eRG8	BB_RS03480	BB_0687	99.686	954	0.0
mvk	mvk	BB_RS03485	BB_0688	99.776	894	0.0
napA	napA	BB_RS03500	BB_0690	99.441	537	0.0
fusA	fusA	BB_RS03505	BB_0691	98.905	2010	0.0
ffh	ffh	BB_RS03515	BB_0694	99.251	1335	0.0
rpsP	rpsP	BB_RS03520	BB_0695	100.000	261	2.58e-134
khpA	khpA	BB_RS03525	BB_0696	99.598	249	3.41e-126
rimM	rimM	BB_RS03530	BB_0697	99.401	501	0.0
trmD	trmD	BB_RS03535	BB_0698	99.444	720	0.0
coaD	coaD	BB_RS03550	BB_0702	100.000	492	0.0
rpmF	rpmF	BB_RS03555	BB_0703	100.000	183	3.85e-92
acpP	acpP	BB_RS03560	BB_0704	100.000	243	1.41e-124
rnc	rnc	BB_RS03565	BB_0705	99.593	738	0.0
pcnB	pcnB	BB_RS03570	BB_0706	99.513	1233	0.0
group_54	group_54	BB_RS03575	BB_0707	99.662	1773	0.0
group_931	group_931	BB_RS03580	BB_0708	100.000	324	2.04e-168
mltG	mltG	BB_RS03595	BB_0709	99.031	1032	0.0
dnaG	dnaG	BB_RS03600	BB_0710	99.495	1782	0.0
rpoD	rpoD	BB_RS03605	BB_0712	99.578	1896	0.0
group_463	group_463	BB_RS03610	BB_0713	99.868	759	0.0
group_209	group_209	BB_RS03620	BB_0714	99.174	969	0.0
mreB	mreB	BB_RS03625	BB_0715	99.333	1050	0.0
mreC	mreC	BB_RS03630	BB_0716	99.409	846	0.0
mreD	mreD	BB_RS03635	BB_0717	99.379	483	0.0
mrdA	mrdA	BB_RS03640	BB_0718	99.444	1800	0.0
thrS	thrS	BB_RS03650	BB_0720	99.084	1746	0.0
pgsA	pgsA	BB_RS03655	BB_0721	99.206	630	0.0
group_80	group_80	BB_RS03660	BB_0722	99.723	1446	0.0
cyaB	cyaB	BB_RS03665	BB_0723	98.689	534	0.0
trkG	trkG	BB_RS03670	BB_0724	99.622	1323	0.0
trkA	trkA	BB_RS03675	BB_0725	100.000	783	0.0
flhG	flhG	BB_RS03680	BB_0726	100.000	972	0.0
pfkA	pfkA	BB_RS03685	BB_0727	99.851	1344	0.0
group_84	group_84	BB_RS03695	BB_0729	99.784	1392	0.0
pgi	pgi	BB_RS03700	BB_0730	99.937	1593	0.0
spo0J	spo0J	BB_RS03705	BB_0731	99.751	402	0.0
mrcA	mrcA	BB_RS03710	BB_0732	97.815	2838	0.0
plzA	plzA	BB_RS03715	BB_0733	99.873	786	0.0
rlpA	rlpA	BB_RS03725	BB_0735	99.366	789	0.0
dusA	dusA	BB_RS03730	BB_0737	99.596	990	0.0
valS	valS	BB_RS03735	BB_0738	99.353	2628	0.0
mnmC	mnmC	BB_RS03745	BB_0740	99.263	678	0.0
groES	groES	BB_RS03750	BB_0741	100.000	273	8.29e-141
uup	uup	BB_RS03755	BB_0742	99.755	1632	0.0
nth	nth	BB_RS03780	BB_0745	99.843	636	0.0
yejE	yejE	BB_RS03785	BB_0746	100.000	861	0.0
dppB	dppB	BB_RS03790	BB_0747	99.796	981	0.0
group_892	group_892	BB_RS03795	BB_0748	99.346	459	0.0
gldG	gldG	BB_RS03810	BB_0752	99.669	1509	0.0
nosY	nosY	BB_RS03815	BB_0753	99.320	735	0.0
ccmA	ccmA	BB_RS03820	BB_0754	99.892	930	0.0
rnz	rnz	BB_RS03825	BB_0755	99.792	960	0.0
dadA	dadA	BB_RS03830	BB_0756	99.438	1068	0.0
clpP2	clpP2	BB_RS03835	BB_0757	99.832	597	0.0
group_431	group_431	BB_RS03840	BB_0758	99.545	660	0.0
group_293	group_293	BB_RS03850	BB_0759	99.650	858	0.0
mazG	mazG	BB_RS03855	BB_0760	99.091	330	2.54e-167
group_266	group_266	BB_RS03860	BB_0761	99.437	888	0.0
ntrC	ntrC	BB_RS03865	BB_0763	99.410	1356	0.0
ntrY	ntrY	BB_RS03870	BB_0764	99.565	1149	0.0
group_171	group_171	BB_RS03875	BB_0765	99.904	1047	0.0
cvpA	cvpA	BB_RS03880	BB_0766	99.387	489	0.0
murG	murG	BB_RS03885	BB_0767	99.908	1092	0.0
pdxK	pdxK	BB_RS03890	BB_0768	100.000	795	0.0
tsaD	tsaD	BB_RS03895	BB_0769	99.520	1041	0.0
rpoS	rpoS	BB_RS03905	BB_0771	99.875	801	0.0
flgJ1	flgJ1	BB_RS03910	BB_0771a	96.835	316	1.80e-150
flgI	flgI	BB_RS03915	BB_0772	99.405	1008	0.0
group_896	group_896	BB_RS03920	BB_0773	100.000	435	0.0
flgG	flgG	BB_RS03925	BB_0774	99.875	798	0.0
flgF	flgF	BB_RS03930	BB_0775	99.764	849	0.0
group_854	group_854	BB_RS03935	BB_0776	99.465	561	0.0
apt	apt	BB_RS03940	BB_0777	100.000	531	0.0
rplU	rplU	BB_RS03945	BB_0778	100.000	312	6.42e-162
ysxB	ysxB	BB_RS03950	BB_0779	99.377	321	4.46e-164
rpmA	rpmA	BB_RS03955	BB_0780	100.000	246	3.36e-126
obgE	obgE	BB_RS03960	BB_0781	99.595	987	0.0
nadD	nadD	BB_RS03965	BB_0782	99.485	582	0.0
group_119	group_119	BB_RS03970	BB_0783	99.325	1185	0.0
rsfS	rsfS	BB_RS03975	BB_0784	97.721	351	3.53e-172
spoVG	spoVG	BB_RS03980	BB_0785	100.000	294	3.56e-152
group_865	group_865	BB_RS03990	BB_0786	99.271	549	0.0
pth	pth	BB_RS03995	BB_0787	99.471	567	0.0
tilS	tilS	BB_RS04000	BB_0788	99.698	1323	0.0
ftsH	ftsH	BB_RS04005	BB_0789	99.427	1920	0.0
group_78	group_78	BB_RS04010	BB_0790	99.595	1482	0.0
tdk	tdk	BB_RS04015	BB_0791	99.366	1104	0.0
group_766	group_766	BB_RS04020	BB_0792	99.519	624	0.0
group_1120	group_1120	BB_RS04030	BB_0794	99.523	4398	0.0
bamA	bamA	BB_RS04035	BB_0795	99.635	2466	0.0
hlpA	hlpA	BB_RS04040	BB_0796	99.438	534	0.0
mutS	mutS	BB_RS04045	BB_0797	99.614	2589	0.0
comFC	comFC	BB_RS04050	BB_0798	99.838	618	0.0
rimP	rimP	BB_RS04055	BB_0799	99.772	438	0.0
nusA	nusA	BB_RS04060	BB_0800	99.448	1449	0.0
rbfA	rbfA	BB_RS04070	BB_0802	99.725	363	0.0
rpsO	rpsO	BB_RS04080	BB_0804	99.625	267	6.22e-136
pnp	pnp	BB_RS04085	BB_0805	99.355	2169	0.0
group_73	group_73	BB_RS04090	BB_0806	99.671	1521	0.0
lptF	lptF	BB_RS04095	BB_0807	99.767	1290	0.0
group_165	group_165	BB_RS04100	BB_0808	99.345	1068	0.0
murJ	murJ	BB_RS04110	BB_0810	99.474	1521	0.0
hEAT	hEAT	BB_RS04115	BB_0811	99.574	1410	0.0
coaBC	coaBC	BB_RS04120	BB_0812	99.659	1173	0.0
panF	panF	BB_RS04130	BB_0814	99.625	1335	0.0
group_217	group_217	BB_RS04135	BB_0815	99.051	948	0.0
group_218	group_218	BB_RS04140	BB_0816	99.684	948	0.0
murC	murC	BB_RS04145	BB_0817	99.858	1407	0.0
yicC	yicC	BB_RS04150	BB_0818	99.769	867	0.0
cmk2	cmk2	BB_RS04155	BB_0819	99.448	543	0.0
rpoZ	rpoZ	BB_RS04160	BB_0820	99.502	201	3.07e-100
miaA	miaA	BB_RS04165	BB_0821	99.457	921	0.0
group_920	group_920	BB_RS04170	BB_0823	98.925	372	0.0
group_867	group_867	BB_RS04175	BB_0824	99.634	546	0.0
nAGPA	nAGPA	BB_RS04180	BB_0825	99.872	783	0.0
hrpA	hrpA	BB_RS04190	BB_0827	99.919	2472	0.0
topA	topA	BB_RS04195	BB_0828	99.882	2547	0.0
sbcD	sbcD	BB_RS04200	BB_0829	98.712	1242	0.0
group_1118	group_1118	BB_RS04210	BB_0831	99.893	936	0.0
ileS	ileS	BB_RS04220	BB_0833	99.776	3129	0.0
clpA	clpA	BB_RS04225	BB_0834	99.730	2220	0.0
group_61	group_61	BB_RS04230	BB_0835	99.358	1713	0.0
uvrB	uvrB	BB_RS04235	BB_0836	99.601	2007	0.0
uvrA	uvrA	BB_RS04240	BB_0837	99.579	2853	0.0
group_835	group_835	BB_RS04255	BB_0839	99.667	600	0.0
group_264	group_264	BB_RS04260	BB_0840	99.505	1617	0.0
argF	argF	BB_RS04270	BB_0842	99.797	984	0.0
yfcC	yfcC	BB_RS04275	BB_0843	99.298	1425	0.0
acyP	acyP	BB_RS05480	BB_B01	98.925	279	1.03e-139
resT	resT	BB_RS05490	BB_B03	99.852	1350	0.0
celB	celB	BB_RS05495	BB_B04	98.639	1323	0.0
celC	celC	BB_RS05500	BB_B05	100.000	348	0.0
group_1190	group_1190	BB_RS05510	BB_B07	98.543	1098	0.0
group_1193	group_1193	BB_RS05515	BB_B08	93.968	630	0.0
group_1194	group_1194	BB_RS05520	BB_B09	99.518	1038	0.0
group_1199	group_1199	BB_RS05540	BB_B13	98.543	549	0.0
group_1189	group_1189	BB_RS05545	BB_B14	99.398	498	0.0
group_1192	group_1192	BB_RS05550	BB_B16	99.121	1593	0.0
nCS2	nCS2	BB_RS05575	BB_B23	98.746	1356	0.0
group_1201	group_1201	BB_RS05580	BB_B24	100.000	507	0.0
group_1196	group_1196	BB_RS05585	BB_B25	99.588	486	0.0
immA	immA	BB_RS05590	BB_B26	99.425	696	0.0
group_1200	group_1200	BB_RS05605	BB_B29	99.816	1629	0.0
group_992	group_992	BB_RS06515	BB_M07	99.342	456	0.0
group_66	group_66	BB_RS07475	BB_Q15	100.000	384	0.0
group_993	group_993	BB_RS06095	BB_S09	99.487	390	0.0
group_994	group_994	BB_RS06750	BB_O13	97.588	456	0.0
group_995	group_995	BB_RS06380	BB_R23	97.059	204	2.40e-95
group_1000	group_1000	BB_RS07230	BB_N24	99.138	348	4.55e-177
group_1005	group_1005	BB_RS06390	BB_R25	99.702	336	2.76e-173
group_1012	group_1012	BB_RS07565	BB_Q33	98.588	354	1.33e-177
group_509	group_509	BB_RS06205	BB_S33	97.452	1099	0.0
group_1013	group_1013	BB_RS06210	BB_S34	96.649	567	0.0
group_14	group_14	BB_RS06215	BB_S35	99.190	741	0.0
group_870	group_870	BB_RS06220	BB_S36	99.816	543	0.0
group_320	group_320	BB_RS06450	BB_R38	97.484	795	0.0
group_1149	group_1149	BB_RS07630	BB_Q48	99.448	543	0.0
group_989	group_989	BB_RS06055	BB_S01	99.348	1227	0.0
group_1017	group_1017	BB_RS06585	BB_M21	98.020	606	0.0
bdrW~~~repU	bdrW~~~repU	BB_RS07570	BB_Q34	87.374	697	0.0
group_443	group_443	BB_RS06205	BB_S33	97.452	1099	0.0
group_1018	group_1018	BB_RS06635	BB_M31	99.647	567	0.0
group_115	group_115	BB_RS06640	BB_M32	70.556	737	2.12e-90
group_1169	group_1169	BB_RS06005	BB_P33	79.864	442	7.56e-107
group_1019	group_1019	BB_RS07485	BB_Q17	97.707	567	0.0
group_1020	group_1020	BB_RS06550	BB_M14	100.000	237	2.48e-121
group_1021	group_1021	BB_RS05995	BB_P31	98.060	567	0.0
parA	parA	BB_RS07055	BB_L32	99.460	741	0.0
group_855	group_855	BB_RS07060	BB_L34	100.000	561	0.0
bdrO	bdrO	BB_RS07065	BB_L35	100.000	579	0.0
group_1022	group_1022	BB_RS06230	BB_S38	99.020	1326	0.0
group_1023	group_1023	BB_RS06240	BB_S40	99.871	777	0.0
group_133	group_133	BB_RS07460	BB_Q12	98.958	576	0.0
group_99	group_99	BB_RS07165	BB_N12	99.534	429	0.0
group_311	group_311	BB_RS06560	BB_M16	95.175	684	0.0
group_81	group_81	BB_RS06570	BB_M18	100.000	555	0.0
group_116	group_116	BB_RS06425	BB_R33	99.471	756	0.0
group_1172	group_1172	BB_RS06430	BB_R34	98.168	546	0.0
erpM~~~erpC	erpM~~~erpC	BB_RS06880	BB_O40	98.411	1070	0.0
group_418	group_418	BB_RS05990	BB_P30	96.909	1100	0.0
group_124	group_124	BB_RS06000	BB_P32	71.739	736	3.67e-100
group_13	group_13	BB_RS06220	BB_S36	77.495	471	4.74e-103
group_340	group_340	BB_RS06435	BB_R35	87.768	327	8.98e-119
group_457	group_457	BB_RS06670	BB_M38	78.291	714	6.09e-167
group_939	group_939	BB_RS07360	BB_U09	75.099	253	1.32e-43
group_1024	group_1024	BB_RS06490	BB_M02	97.691	693	0.0
group_1025	group_1025	BB_RS05970	BB_P26	97.458	354	3.56e-172
group_1026	group_1026	BB_RS06640	BB_M32	100.000	750	0.0
group_1028	group_1028	BB_RS06645	BB_M33	100.000	579	0.0
group_1030	group_1030	BB_RS06650	BB_M34	99.851	669	0.0
group_1031	group_1031	BB_RS07075	BB_L37	99.531	426	0.0
group_351	group_351	BB_RS07300	BB_N38	94.415	573	0.0
erpQ	erpQ	BB_RS07305	BB_N39	98.434	1022	0.0
yjhX	yjhX	BB_RS07635	BB_Q49	96.104	77	2.43e-29
group_990	group_990	BB_RS07655	BB_Q53	99.471	567	0.0
group_370	group_370	BB_RS06615	BB_M27	99.586	483	0.0
bcsQ~~~parA	bcsQ~~~parA	BB_RS06845	BB_O32	99.867	750	0.0
group_882	group_882	BB_RS06850	BB_O33	100.000	522	0.0
group_845	group_845	BB_RS06855	BB_O34	100.000	573	0.0
group_817	group_817	BB_RS07310	BB_N41	72.763	503	6.34e-77
group_173	group_173	BB_RS05470	BB_C11%2CBBC11	100.000	798	0.0
group_206	group_206	BB_RS05475	BB_C12%2CBBC12	99.452	1278	0.0
group_611	group_611	BB_RS05640	BB_D09	98.975	683	0.0
group_929	group_929	BB_RS05655	BB_D13	98.471	327	5.54e-163
group_657	group_657	BB_RS05670	BB_D18	99.246	663	0.0
group_1032	group_1032	BB_RS05680	BB_D21	98.920	741	0.0
group_464	group_464	BB_RS04450	BB_E19	99.868	759	0.0
pncA	pncA	BB_RS04465	BB_E22	100.000	537	0.0
group_779	group_779	BB_RS04485	BB_E31	99.044	732	0.0
group_765	group_765	BB_RS04350	BB_H18	99.543	1095	0.0
group_108	group_108	BB_RS04615	BB_G24	72.222	180	1.68e-21
insQ	insQ	BB_RS04410	BB_H40	99.265	408	0.0
group_1037	group_1037	BB_RS04980	BB_K52	85.965	171	2.11e-51
group_523	group_523	BB_RS04430	BB_E09	87.283	865	0.0
group_367	group_367	BB_RS03715	BB_0733	78.571	784	0.0
group_117	group_117	BB_RS05740	BB_F12	99.490	588	0.0
group_491	group_491	BB_RS05745	BB_F13	100.000	750	0.0
group_860	group_860	BB_RS05750	BB_F14	99.821	558	0.0
group_374	group_374	BB_RS04360	BB_H26	73.276	812	1.32e-131
group_1039	group_1039	BB_RS05695	BB_F01	99.700	999	0.0
group_684	group_684	BB_RS04665	BB_G34	95.686	765	0.0
group_1157	group_1157	BB_RS04665	BB_G34	83.660	765	0.0
group_873	group_873	BB_RS04650	BB_G31	67.848	395	5.21e-33
group_909	group_909	BB_RS04645	BB_G30	86.857	350	5.19e-120
group_901	group_901	BB_RS04635	BB_G28	73.709	213	1.14e-33
group_733	group_733	BB_RS04630	BB_G27	84.770	696	0.0
group_921	group_921	BB_RS04625	BB_G26	83.696	368	8.29e-111
group_1040	group_1040	BB_RS04610	BB_G23	85.260	787	0.0
group_1041	group_1041	BB_RS04605	BB_G22	94.926	473	0.0
group_1042	group_1042	BB_RS04585	BB_G19	99.084	546	0.0
group_1043	group_1043	BB_RS04555	BB_G13	99.248	798	0.0
group_253	group_253	BB_RS04360	BB_H26	86.016	901	0.0
group_852	group_852	BB_RS04365	BB_H27	80.605	562	3.67e-149
group_471	group_471	BB_RS04370	BB_H28	78.400	750	1.97e-179
group_798	group_798	BB_RS04840	BB_K02a	86.955	2568	0.0
group_263	group_263	BB_RS06250	BB_S42	74.648	426	4.41e-72
group_1045	group_1045	BB_RS07410	BB_Q01	99.187	246	1.74e-123
ade	ade	BB_RS04875	BB_K17	99.939	1647	0.0
group_242	group_242	BB_RS04880	BB_K19	99.843	636	0.0
group_1046	group_1046	BB_RS04885	BB_K21	99.733	750	0.0
group_1047	group_1047	BB_RS04890	BB_K22	99.815	540	0.0
group_1048	group_1048	BB_RS04895	BB_K23	99.569	927	0.0
group_1049	group_1049	BB_RS04900	BB_K24	99.837	612	0.0
group_960	group_960	BB_RS04905	BB_K54	99.510	204	7.35e-102
group_1321	group_1321	BB_RS05765	BB_F20	100.000	294	3.56e-152
ospD	ospD	BB_RS04695	BB_J09	99.354	774	0.0
group_1227	group_1227	BB_RS04710	BB_J16	97.279	588	0.0
group_1225	group_1225	BB_RS04715	BB_J17	96.612	738	0.0
group_1205	group_1205	BB_RS04720	BB_J18	95.262	591	0.0
group_1207	group_1207	BB_RS04735	BB_J24	99.745	783	0.0
group_1214	group_1214	BB_RS04740	BB_J25	99.904	1041	0.0
group_1224	group_1224	BB_RS04745	BB_J26	100.000	696	0.0
lolC	lolC	BB_RS04750	BB_J27	99.837	1230	0.0
group_1232	group_1232	BB_RS04755	BB_J28	99.724	724	0.0
group_1217	group_1217	BB_RS04760	BB_J29	99.800	1002	0.0
group_1230	group_1230	BB_RS04775	BB_J36	98.772	1059	0.0
group_1216	group_1216	BB_RS04785	BB_J41	98.385	867	0.0
group_1215	group_1215	BB_RS04760	BB_J29	99.131	921	0.0
group_1237	group_1237	BB_RS04805	BB_J47	99.690	645	0.0
group_1239	group_1239	BB_RS04810	BB_J48	99.187	615	0.0
thyX	thyX	BB_RS05430	BB_A76	99.123	798	0.0
osm28	osm28	BB_RS05425	BB_A74	99.612	774	0.0
group_1250	group_1250	BB_RS05395	BB_A68	99.471	756	0.0
group_1264	group_1264	BB_RS05390	BB_A66	99.353	1236	0.0
group_1266	group_1266	BB_RS05385	BB_A65	100.000	849	0.0
group_1265	group_1265	BB_RS05380	BB_A64	99.890	909	0.0
group_1263	group_1263	BB_RS05375	BB_A62	100.000	207	4.13e-105
group_1299	group_1299	BB_RS05370	BB_A61	99.840	624	0.0
group_1293	group_1293	BB_RS05365	BB_A60	99.880	834	0.0
group_1251	group_1251	BB_RS05355	BB_A57	99.759	1245	0.0
