gene,RST1,RST2,RST3,replicon,color,size,Localization,lipo,surface_lipo,refseq_id,old_name,PC1,PC2,PC3,RST_Category
glpK,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01195,BB_0241,1.0,0.5259009296105674,0.5304753499527708,Shared
group_71,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01980,BB_0400,1.0,0.5259009296105674,0.5304753499527708,Shared
gldG,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS03810,BB_0752,1.0,0.5259009296105674,0.5304753499527708,Shared
group_75,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS00190,BB_0038,1.0,0.5259009296105674,0.5304753499527708,Shared
group_74,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS02295,BB_0458,1.0,0.5259009296105674,0.5304753499527708,Shared
murJ,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04110,BB_0810,1.0,0.5259009296105674,0.5304753499527708,Shared
group_73,1.0,1.0,1.0,chromosome,#ffffff,41.0,P-IM,Lipoprotein,Other,BB_RS04090,BB_0806,1.0,0.5259009296105674,0.5304753499527708,Shared
group_72,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00805,BB_0166,1.0,0.5259009296105674,0.5304753499527708,Shared
rny,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02545,BB_0504,1.0,0.5259009296105674,0.5304753499527708,Shared
yifB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00420,BB_0086,1.0,0.5259009296105674,0.5304753499527708,Shared
nadE,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02620,BB_0522,1.0,0.5259009296105674,0.5304753499527708,Shared
ptsG,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03270,BB_0645,1.0,0.5259009296105674,0.5304753499527708,Shared
tatD,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00940,BB_0194,1.0,0.5259009296105674,0.5304753499527708,Shared
ccmA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03820,BB_0754,1.0,0.5259009296105674,0.5304753499527708,Shared
group_357,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00610,BB_0124,1.0,0.5259009296105674,0.5304753499527708,Shared
group_931,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03580,BB_0708,1.0,0.5259009296105674,0.5304753499527708,Shared
rpsT,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01155,BB_0233,1.0,0.5259009296105674,0.5304753499527708,Shared
rpsP,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03520,BB_0695,1.0,0.5259009296105674,0.5304753499527708,Shared
ptsH,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02795,BB_0557,1.0,0.5259009296105674,0.5304753499527708,Shared
group_948,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00910,BB_0187,1.0,0.5259009296105674,0.5304753499527708,Shared
potB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03250,BB_0641,1.0,0.5259009296105674,0.5304753499527708,Shared
rpsO,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04080,BB_0804,1.0,0.5259009296105674,0.5304753499527708,Shared
groES,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03750,BB_0741,1.0,0.5259009296105674,0.5304753499527708,Shared
rpsS,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02435,BB_0482,1.0,0.5259009296105674,0.5304753499527708,Shared
ftsL,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS01515,BB_0305,1.0,0.5259009296105674,0.5304753499527708,Shared
rpsR,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00555,BB_0113,1.0,0.5259009296105674,0.5304753499527708,Shared
spoVG,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03980,BB_0785,1.0,0.5259009296105674,0.5304753499527708,Shared
raiA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02250,BB_0449,1.0,0.5259009296105674,0.5304753499527708,Shared
yajC,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03300,BB_0651,1.0,0.5259009296105674,0.5304753499527708,Shared
group_937,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03295,BB_0650,1.0,0.5259009296105674,0.5304753499527708,Shared
rplW,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02425,BB_0480,1.0,0.5259009296105674,0.5304753499527708,Shared
efbC,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02340,BB_0462,1.0,0.5259009296105674,0.5304753499527708,Shared
rpmD,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02505,BB_0496,1.0,0.5259009296105674,0.5304753499527708,Shared
rplX,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02470,BB_0489,1.0,0.5259009296105674,0.5304753499527708,Shared
rplU,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03945,BB_0778,1.0,0.5259009296105674,0.5304753499527708,Shared
group_935,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02840,BB_0566,1.0,0.5259009296105674,0.5304753499527708,Shared
rpsJ,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02410,BB_0477,1.0,0.5259009296105674,0.5304753499527708,Shared
group_934,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS03195,BB_0631,1.0,0.5259009296105674,0.5304753499527708,Shared
group_932,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02145,BB_0428,1.0,0.5259009296105674,0.5304753499527708,Shared
rpsQ,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02460,BB_0487,1.0,0.5259009296105674,0.5304753499527708,Shared
khpA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03525,BB_0696,1.0,0.5259009296105674,0.5304753499527708,Shared
csrA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00895,BB_0184,1.0,0.5259009296105674,0.5304753499527708,Shared
rpmH,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02200,BB_0440,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1119,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03740,BB_0739,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1118,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04210,BB_0831,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1117,1.0,1.0,1.0,chromosome,#ffffff,41.0,P-IM,Lipoprotein,Other,BB_RS04215,BB_0832,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1116,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00685,BB_0139,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1115,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS04250,BB_0838a,1.0,0.5259009296105674,0.5304753499527708,Shared
rrp1,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02070,BB_0419,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1007,1.0,1.0,1.0,cp32-1+5,#ffffff,41.0,,Other,Other,,,1.0,0.5259009296105674,0.5304753499527708,Shared
group_987,1.0,1.0,1.0,chromosome,#ffffff,41.0,P-OM,Lipoprotein,Other,BB_RS02315,BB_0460,1.0,0.5259009296105674,0.5304753499527708,Shared
rpmJ,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02520,BB_0499,1.0,0.5259009296105674,0.5304753499527708,Shared
group_972,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS07740,BB_0614,1.0,0.5259009296105674,0.5304753499527708,Shared
group_970,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS07735,BB_0162,1.0,0.5259009296105674,0.5304753499527708,Shared
rpmE2,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01135,BB_0229,1.0,0.5259009296105674,0.5304753499527708,Shared
secE,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01945,BB_0395,1.0,0.5259009296105674,0.5304753499527708,Shared
rpmG,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01955,BB_0396,1.0,0.5259009296105674,0.5304753499527708,Shared
rpmF,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03555,BB_0703,1.0,0.5259009296105674,0.5304753499527708,Shared
rpoZ,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04160,BB_0820,1.0,0.5259009296105674,0.5304753499527708,Shared
rpmC,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02455,BB_0486,1.0,0.5259009296105674,0.5304753499527708,Shared
rpsU,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01270,BB_0256,1.0,0.5259009296105674,0.5304753499527708,Shared
swrD,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01400,BB_0282,1.0,0.5259009296105674,0.5304753499527708,Shared
infA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00820,BB_0169,1.0,0.5259009296105674,0.5304753499527708,Shared
acpP,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03560,BB_0704,1.0,0.5259009296105674,0.5304753499527708,Shared
rpmA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03955,BB_0780,1.0,0.5259009296105674,0.5304753499527708,Shared
ysxB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03950,BB_0779,1.0,0.5259009296105674,0.5304753499527708,Shared
group_929,1.0,1.0,1.0,lp17,#ffffff,41.0,,Other,Other,BB_RS05655,BB_D13,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1121,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03440,BB_0679,1.0,0.5259009296105674,0.5304753499527708,Shared
hbb,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01150,BB_0232,1.0,0.5259009296105674,0.5304753499527708,Shared
group_910,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02150,BB_0429,1.0,0.5259009296105674,0.5304753499527708,Shared
rpsK,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02530,BB_0501,1.0,0.5259009296105674,0.5304753499527708,Shared
group_908,1.0,1.0,1.0,chromosome,#ffffff,41.0,P-OM,Lipoprotein,Other,BB_RS02400,BB_0475,1.0,0.5259009296105674,0.5304753499527708,Shared
fliW,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00890,BB_0183,1.0,0.5259009296105674,0.5304753499527708,Shared
group_906,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02700,BB_0538,1.0,0.5259009296105674,0.5304753499527708,Shared
spo0J,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03705,BB_0731,1.0,0.5259009296105674,0.5304753499527708,Shared
group_905,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00215,BB_0044,1.0,0.5259009296105674,0.5304753499527708,Shared
flgB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01460,BB_0294,1.0,0.5259009296105674,0.5304753499527708,Shared
group_904,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01145,BB_0231,1.0,0.5259009296105674,0.5304753499527708,Shared
rpsI,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01665,BB_0338,1.0,0.5259009296105674,0.5304753499527708,Shared
tsaE,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00905,BB_0186,1.0,0.5259009296105674,0.5304753499527708,Shared
rplP,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02450,BB_0485,1.0,0.5259009296105674,0.5304753499527708,Shared
group_900,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02000,BB_0404,1.0,0.5259009296105674,0.5304753499527708,Shared
group_899,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00765,BB_0157,1.0,0.5259009296105674,0.5304753499527708,Shared
hinT,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01865,BB_0379,1.0,0.5259009296105674,0.5304753499527708,Shared
group_898,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02630,BB_0525,1.0,0.5259009296105674,0.5304753499527708,Shared
iscU,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00415,BB_0085,1.0,0.5259009296105674,0.5304753499527708,Shared
rplK,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01935,BB_0393,1.0,0.5259009296105674,0.5304753499527708,Shared
yaiI,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00145,BB_0029,1.0,0.5259009296105674,0.5304753499527708,Shared
group_896,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03920,BB_0773,1.0,0.5259009296105674,0.5304753499527708,Shared
group_895,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00440,BB_0090,1.0,0.5259009296105674,0.5304753499527708,Shared
group_894,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03405,BB_0672,1.0,0.5259009296105674,0.5304753499527708,Shared
rplM,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01670,BB_0339,1.0,0.5259009296105674,0.5304753499527708,Shared
group_912,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00475,BB_0097,1.0,0.5259009296105674,0.5304753499527708,Shared
dksA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00815,BB_0168,1.0,0.5259009296105674,0.5304753499527708,Shared
rpsM,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02525,BB_0500,1.0,0.5259009296105674,0.5304753499527708,Shared
bamD,1.0,1.0,1.0,chromosome,#ffffff,41.0,P-OM,Lipoprotein,Other,BB_RS01600,BB_0324,1.0,0.5259009296105674,0.5304753499527708,Shared
mazG,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03855,BB_0760,1.0,0.5259009296105674,0.5304753499527708,Shared
fliE,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01450,BB_0292,1.0,0.5259009296105674,0.5304753499527708,Shared
fliN,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01375,BB_0277,1.0,0.5259009296105674,0.5304753499527708,Shared
rplT,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00915,BB_0188,1.0,0.5259009296105674,0.5304753499527708,Shared
group_927,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00405,BB_0083,1.0,0.5259009296105674,0.5304753499527708,Shared
group_925,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01105,BB_0223,1.0,0.5259009296105674,0.5304753499527708,Shared
trxA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00300,BB_0061,1.0,0.5259009296105674,0.5304753499527708,Shared
group_923,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03350,BB_0661,1.0,0.5259009296105674,0.5304753499527708,Shared
rplR,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02495,BB_0494,1.0,0.5259009296105674,0.5304753499527708,Shared
rnpA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02205,BB_0441,1.0,0.5259009296105674,0.5304753499527708,Shared
rbfA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04070,BB_0802,1.0,0.5259009296105674,0.5304753499527708,Shared
acpS,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00050,BB_0010,1.0,0.5259009296105674,0.5304753499527708,Shared
rplV,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02440,BB_0483,1.0,0.5259009296105674,0.5304753499527708,Shared
secG,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00265,BB_0054,1.0,0.5259009296105674,0.5304753499527708,Shared
group_922,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03115,BB_0617,1.0,0.5259009296105674,0.5304753499527708,Shared
rplN,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02465,BB_0488,1.0,0.5259009296105674,0.5304753499527708,Shared
bpuR,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00230,BB_0047,1.0,0.5259009296105674,0.5304753499527708,Shared
group_920,1.0,1.0,1.0,chromosome,#ffffff,41.0,S,Lipoprotein,Surface,BB_RS04170,BB_0823,1.0,0.5259009296105674,0.5304753499527708,Shared
rplQ,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02540,BB_0503,1.0,0.5259009296105674,0.5304753499527708,Shared
group_919,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02860,BB_0570,1.0,0.5259009296105674,0.5304753499527708,Shared
rplL,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01920,BB_0390,1.0,0.5259009296105674,0.5304753499527708,Shared
rpsL,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01905,BB_0387,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1120,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04030,BB_0794,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1122,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02245,BB_0448,1.0,0.5259009296105674,0.5304753499527708,Shared
group_893,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03360,BB_0663,1.0,0.5259009296105674,0.5304753499527708,Shared
lepA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00430,BB_0088,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1186,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01700,BB_0345,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1183,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00250,BB_0051,1.0,0.5259009296105674,0.5304753499527708,Shared
wcaA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02875,BB_0572,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1179,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02710,BB_0540,1.0,0.5259009296105674,0.5304753499527708,Shared
pepF,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01225,BB_0248,1.0,0.5259009296105674,0.5304753499527708,Shared
pdeB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01840,BB_0374,1.0,0.5259009296105674,0.5304753499527708,Shared
folD,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00130,BB_0026,1.0,0.5259009296105674,0.5304753499527708,Shared
yliI,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00120,BB_0024,1.0,0.5259009296105674,0.5304753499527708,Shared
yqxC,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02555,BB_0506,1.0,0.5259009296105674,0.5304753499527708,Shared
potA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03255,BB_0642,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1163,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,,,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1161,1.0,1.0,1.0,chromosome,#ffffff,41.0,P-IM,Lipoprotein,Other,BB_RS01970,BB_0398,1.0,0.5259009296105674,0.5304753499527708,Shared
pepP,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00330,BB_0067,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1158,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03315,BB_0654,1.0,0.5259009296105674,0.5304753499527708,Shared
corB~~~tlyC,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00985,BB_0202,1.0,0.5259009296105674,0.5304753499527708,Shared
hMG1,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03470,BB_0685,1.0,0.5259009296105674,0.5304753499527708,Shared
pASTA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00310,BB_0063,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1156,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02650,BB_0530,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1155,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS01740,BB_0353,1.0,0.5259009296105674,0.5304753499527708,Shared
tolC,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00700,BB_0142,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1153,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03160,BB_0625,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1152,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS03130,BB_0620,1.0,0.5259009296105674,0.5304753499527708,Shared
yfmG,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00160,BB_0032,1.0,0.5259009296105674,0.5304753499527708,Shared
tadD,1.0,1.0,1.0,chromosome,#ffffff,41.0,P-IM,Lipoprotein,Other,BB_RS02720,BB_0542,1.0,0.5259009296105674,0.5304753499527708,Shared
tmk,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04025,BB_0793,1.0,0.5259009296105674,0.5304753499527708,Shared
pspE,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00080,BB_0016,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1196,1.0,1.0,1.0,cp26,#ffffff,41.0,S,Lipoprotein,Surface,BB_RS05585,BB_B25,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1203,1.0,1.0,1.0,cp26,#ffffff,41.0,,Other,Other,BB_RS05525,BB_B10,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1202,1.0,1.0,1.0,cp26,#ffffff,41.0,,Other,Other,BB_RS05535,BB_B12,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1201,1.0,1.0,1.0,cp26,#ffffff,41.0,,Lipoprotein,Other,BB_RS05580,BB_B24,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1200,1.0,1.0,1.0,cp26,#ffffff,41.0,,Other,Other,BB_RS05605,BB_B29,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1199,1.0,1.0,1.0,cp26,#ffffff,41.0,,Other,Other,BB_RS05540,BB_B13,1.0,0.5259009296105674,0.5304753499527708,Shared
nCS2,1.0,1.0,1.0,cp26,#ffffff,41.0,,Lipoprotein,Other,BB_RS05575,BB_B23,1.0,0.5259009296105674,0.5304753499527708,Shared
guaB,1.0,1.0,1.0,cp26,#ffffff,41.0,,Other,Other,BB_RS05555,BB_B17,1.0,0.5259009296105674,0.5304753499527708,Shared
immA,1.0,1.0,1.0,cp26,#ffffff,41.0,,Other,Other,BB_RS05590,BB_B26,1.0,0.5259009296105674,0.5304753499527708,Shared
acyP,1.0,1.0,1.0,cp26,#ffffff,41.0,,Other,Other,BB_RS05480,BB_B01,1.0,0.5259009296105674,0.5304753499527708,Shared
celA,1.0,1.0,1.0,cp26,#ffffff,41.0,,Other,Other,BB_RS05505,BB_B06,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1195,1.0,1.0,1.0,cp26,#ffffff,41.0,,Other,Other,BB_RS05530,BB_B11,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1188,1.0,1.0,1.0,cp26,#ffffff,41.0,,Other,Other,BB_RS05485,BB_B02,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1194,1.0,1.0,1.0,cp26,#ffffff,41.0,P-OM,Lipoprotein,Other,BB_RS05520,BB_B09,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1193,1.0,1.0,1.0,cp26,#ffffff,41.0,S,Lipoprotein,Surface,BB_RS05515,BB_B08,1.0,0.5259009296105674,0.5304753499527708,Shared
celC,1.0,1.0,1.0,cp26,#ffffff,41.0,,Other,Other,BB_RS05500,BB_B05,1.0,0.5259009296105674,0.5304753499527708,Shared
celB,1.0,1.0,1.0,cp26,#ffffff,41.0,,Other,Other,BB_RS05495,BB_B04,1.0,0.5259009296105674,0.5304753499527708,Shared
resT,1.0,1.0,1.0,cp26,#ffffff,41.0,,Other,Other,BB_RS05490,BB_B03,1.0,0.5259009296105674,0.5304753499527708,Shared
guaA,1.0,1.0,1.0,cp26,#ffffff,41.0,,Other,Other,BB_RS05560,BB_B18,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1192,1.0,1.0,1.0,cp26,#ffffff,41.0,P-IM,Lipoprotein,Other,BB_RS05550,BB_B16,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1191,1.0,1.0,1.0,cp26,#ffffff,41.0,,Other,Other,BB_RS05600,BB_B28,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1190,1.0,1.0,1.0,cp26,#ffffff,41.0,,Other,Other,BB_RS05510,BB_B07,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1189,1.0,1.0,1.0,cp26,#ffffff,41.0,,Other,Other,BB_RS05545,BB_B14,1.0,0.5259009296105674,0.5304753499527708,Shared
yitT,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00085,BB_0017,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1151,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01775,BB_0361,1.0,0.5259009296105674,0.5304753499527708,Shared
nth,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03780,BB_0745,1.0,0.5259009296105674,0.5304753499527708,Shared
batD,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00845,BB_0174,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1131,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02550,BB_0505,1.0,0.5259009296105674,0.5304753499527708,Shared
