assembly_id,contig_id,contig_len,plasmid_id,plasmid_name,strain,query_length,ref_length,overall_percent_identity,query_covered_length,ref_covered_length,covered_intervals,query_intervals,subject_hit_coords,query_coverage_percent,call_method
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161129.1 Borreliella burgdorferi strain Bb16-15-2 plasmid cp32-6, complete sequence",30461,gb|CP001499.1|,cp32-6,94a,30461.0,30816.0,99.0351165080407,30460.0,30434.0,"[(15472, 30816), (1, 15091)]","[(15101, 30461), (1, 15101)]","[(15472, 30816), (1, 15091)]",99.99671711368634,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161130.1 Borreliella burgdorferi strain Bb16-15-2 plasmid cp32-1, complete sequence",30374,gb|CP001496.1|,cp32-1,94a,30374.0,29459.0,96.53504930891368,26159.0,26142.0,"[(27446, 29459), (17870, 21566), (16912, 17278), (23139, 26374), (1, 16833)]","[(1, 16498), (16981, 17717), (23355, 26561), (28361, 30374), (18096, 21803)]","[(1, 16497), (23139, 26374), (17870, 21566), (27446, 29459), (16434, 16833), (16912, 17278)]",86.12299993415421,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161131.1 Borreliella burgdorferi strain Bb16-15-2 plasmid cp32-4, complete sequence",30350,gb|CP001496.1|,cp32-6,94a,30350.0,29459.0,95.01997049404484,27579.0,27342.0,"[(27405, 29459), (22515, 26374), (16849, 21529), (1, 16750)]","[(16888, 18976), (1, 16755), (19062, 21731), (22822, 26834), (28294, 30350)]","[(1, 16750), (22987, 26374), (27405, 29459), (18874, 21529), (16849, 18940), (22515, 23245)]",90.8698517298188,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161132.1 Borreliella burgdorferi strain Bb16-15-2 plasmid cp32-10, complete sequence",30151,gb|CP001498.1|,cp32-10,94a,30151.0,30162.0,99.85080564949274,30150.0,30161.0,"[(1, 30162)]","[(1, 30151)]","[(1, 30162)]",99.99668336041924,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161133.1 Borreliella burgdorferi strain Bb16-15-2 plasmid cp32-5, complete sequence",29433,gb|CP001496.1|,cp32-1+5,94a,29433.0,29459.0,99.70806884144064,29432.0,29458.0,"[(1, 29459)]","[(1, 29433)]","[(1, 29459)]",99.99660245302891,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161134.1 Borreliella burgdorferi strain Bb16-15-2 plasmid lp28-6, complete sequence",29346,gb|CP017215.2|,lp28-6,B331,29346.0,29288.0,99.19777950783605,29008.0,28950.0,"[(19415, 29288), (18626, 19247), (1, 18457)]","[(19421, 29346), (1, 18463), (18632, 19253)]","[(1, 18457), (19415, 28018), (27693, 29288), (18626, 19247), (27702, 27947)]",98.8482246302733,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161135.1 Borreliella burgdorferi strain Bb16-15-2 plasmid lp28-3, complete sequence",28600,gb|CP001203.1|,lp28-3,ZS7,28600.0,28414.0,99.01459483254884,28432.0,28399.0,"[(1, 28400)]","[(121, 16970), (16977, 28560)]","[(28400, 11558), (11587, 1), (20196, 19659), (23137, 22600)]",99.4125874125874,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161136.1 Borreliella burgdorferi strain Bb16-15-2 plasmid lp28-4, complete sequence",28349,gb|CP001490.1|,lp28-4,94a,28349.0,28038.0,98.13785945417914,28309.0,28036.0,"[(1, 28037)]","[(12, 28321)]","[(28037, 7454), (8141, 1), (24382, 23174), (23291, 22110), (8146, 8932), (17149, 17941)]",99.85890154855552,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161137.1 Borreliella burgdorferi strain Bb16-15-2 plasmid lp28-8, complete sequence",27456,gb|CP031409.1|,lp28-8,MM1,27456.0,28515.0,92.37600733031036,25155.0,28199.0,"[(24127, 28486), (1, 23841)]","[(21129, 23307), (25241, 27456), (359, 21121)]","[(1, 19823), (26298, 28486), (20099, 23239), (19807, 22676), (20709, 23310), (24127, 26578), (24238, 26581), (19823, 22061), (21634, 23841), (17634, 19771)]",91.61931818181816,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161138.1 Borreliella burgdorferi strain Bb16-15-2 plasmid cp26, complete sequence",26529,gb|CP001493.1|,cp26,94a,26529.0,26507.0,97.50282215304622,26527.0,26505.0,"[(2, 26507)]","[(1, 26528)]","[(2, 26507), (19434, 20773), (17983, 19308)]",99.9924610803272,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161139.1 Borreliella burgdorferi strain Bb16-15-2 plasmid lp36, complete sequence",25583,gb|CP094613.1|,lp36,B31-5A4,25583.0,36662.0,98.75792469918488,21664.0,21655.0,"[(36140, 36637), (18971, 22950), (3513, 18698), (34138, 36132)]","[(23090, 25582), (1173, 20345)]","[(3513, 18698), (18971, 22950), (34138, 35244), (36132, 35224), (7815, 7076), (5805, 5069), (36140, 36637)]",84.68123363170855,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161140.1 Borreliella burgdorferi strain Bb16-15-2 plasmid lp25, complete sequence",24940,gb|CP001265.1|,lp25,156a,24940.0,24910.0,98.71649289425692,24904.0,24896.0,"[(14, 24910)]","[(1, 24905)]","[(14, 24910), (18130, 19390), (20780, 22040), (17089, 16278), (11997, 11189)]",99.85565356856456,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161141.1 Borreliella burgdorferi strain Bb16-15-2 plasmid lp56, complete sequence",21179,gb|CP001495.1|,lp56,94a,21179.0,21082.0,99.82890547027232,21029.0,21040.0,"[(1, 21041)]","[(22, 21051)]","[(1, 21041)]",99.29175126304358,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161142.1 Borreliella burgdorferi strain Bb16-15-2 plasmid lp17, complete sequence",18115,gb|CP001497.1|,lp17,94a,18115.0,18110.0,99.85636946193792,18100.0,18098.0,"[(1, 18099)]","[(15, 18115)]","[(1, 18099)]",99.9171956941761,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161143.1 Borreliella burgdorferi strain Bb16-15-2 plasmid cp9, complete sequence",8707,gb|CP017210.1|,cp9,B331,8707.0,8714.0,98.63563402889244,8706.0,8713.0,"[(1, 8714)]","[(1, 8707)]","[(1, 8714)]",99.98851498794072,wp
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161158.1 Borreliella burgdorferi 297 chromosome, complete genome",916773,gb|CP094579.1|,chromosome,B379,916773.0,920773.0,99.58340925862352,916374.0,920718.0,"[(1, 437706), (437760, 920773)]","[(338, 916712)]","[(437760, 915487), (1, 437706), (907494, 920773), (907370, 916546), (907430, 916609), (907617, 916672), (906626, 915800), (907307, 916483), (907243, 916420), (907557, 916672)]",99.95647777585071,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161159.1 Borreliella burgdorferi 297 plasmid lp54, complete sequence",53850,gb|CP124079.1|,lp54,Sh-2-82,53850.0,53843.0,99.15649199907853,53849.0,53841.0,"[(1, 53842)]","[(1, 53850)]","[(1, 53842), (47202, 48441), (48203, 49483)]",99.99814298978644,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161160.1 Borreliella burgdorferi 297 plasmid lp38, complete sequence",30318,gb|CP001267.1|,lp38,156a,30318.0,30302.0,99.65869208230028,30294.0,30301.0,"[(1, 30302)]","[(17, 30311)]","[(30302, 1), (17052, 16680), (3319, 2943)]",99.92083910548187,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161161.1 Borreliella burgdorferi 297 plasmid cp32-4, complete sequence",30306,gb|CP094583.1|,cp32-2,B379,30306.0,30302.0,99.98020259346023,30305.0,30301.0,"[(1, 30302)]","[(1, 30306)]","[(1, 30302)]",99.99670032336832,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161162.1 Borreliella burgdorferi 297 plasmid cp32-3, complete sequence",29914,gb|CP094584.1|,cp32-3,B379,29914.0,30263.0,99.75607311123734,29913.0,29925.0,"[(1, 24835), (25172, 30263)]","[(1, 29914)]","[(1, 24835), (25172, 30263)]",99.99665708363978,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161163.1 Borreliella burgdorferi 297 plasmid lp28-4, complete sequence",29837,gb|CP001272.1|,lp28-4,156a,29837.0,29501.0,98.37533543343834,29785.0,29500.0,"[(1, 29501)]","[(21, 29806)]","[(8826, 29501), (1, 9567), (23598, 24779), (24662, 25870), (10358, 9572), (19366, 18574)]",99.82571974394207,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161164.1 Borreliella burgdorferi 297 plasmid lp28-3, complete sequence",28868,gb|CP001256.1|,lp28-3,156a,28868.0,28770.0,99.43230861164596,28847.0,28769.0,"[(1, 28770)]","[(6, 28853)]","[(10039, 28770), (1, 10288), (5409, 5946), (8351, 8888)]",99.92725509214355,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161165.1 Borreliella burgdorferi 297 plasmid lp28-5, complete sequence",27879,gb|CP094592.1|,lp28-5,B379,27879.0,27673.0,99.651473070849,27679.0,27672.0,"[(1, 27673)]","[(78, 27757)]","[(1, 27673), (14327, 17601), (14460, 17734), (14327, 17468), (14593, 17734), (14327, 17335), (14726, 17734), (14859, 17734), (14327, 17202), (14992, 17734)]",99.28261415402274,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161166.1 Borreliella burgdorferi 297 plasmid lp28-6, complete sequence",26823,gb|CP094593.1|,lp28-6,B379,26823.0,26653.0,99.90624414025876,26660.0,26652.0,"[(1, 26653)]","[(79, 26739)]","[(1, 26653)]",99.3923125675726,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161167.1 Borreliella burgdorferi 297 plasmid cp26, complete sequence",26512,gb|CP124077.1|,cp26,Sh-2-82,26512.0,26514.0,98.24020816214735,26511.0,26513.0,"[(1, 26514)]","[(1, 26512)]","[(1, 26514), (17971, 19310), (19438, 20775)]",99.99622812311408,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161168.1 Borreliella burgdorferi 297 plasmid lp28-1, complete sequence",25270,gb|CP001273.1|,lp28-1,156a,25270.0,24159.0,91.93423880161065,22563.0,24155.0,"[(1, 24156)]","[(16030, 20232), (26, 15098), (20950, 24239)]","[(1, 15081), (15223, 19370), (19745, 23672), (19583, 23352), (15056, 18756), (15840, 19598), (20852, 24156), (19583, 22696), (20385, 23672), (16480, 19602)]",89.28769291650178,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161169.1 Borreliella burgdorferi 297 plasmid lp25, complete sequence",24977,gb|CP001265.1|,lp25,156a,24977.0,24910.0,98.50130620101746,24924.0,24909.0,"[(1, 24910)]","[(17, 24941)]","[(1, 24910), (18130, 19390), (20780, 22040), (11997, 11189), (17089, 16278)]",99.78780478039798,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161170.1 Borreliella burgdorferi 297 plasmid lp36, complete sequence",23696,gb|CP001260.1|,lp36,156a,23696.0,23638.0,99.10254966017048,23631.0,23637.0,"[(1, 23638)]","[(303, 23680), (20, 274)]","[(252, 23638), (21025, 20284), (19905, 19165), (3471, 2735), (5482, 4742), (1, 255)]",99.72569209993247,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161171.1 Borreliella burgdorferi 297 plasmid cp32-7, complete sequence",21164,gb|CP094587.1|,cp32-7,B379,21164.0,21166.0,99.97637720873098,21163.0,21165.0,"[(1, 21166)]","[(1, 21164)]","[(1, 21166)]",99.995274995275,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161172.1 Borreliella burgdorferi 297 plasmid lp17, complete sequence",17973,gb|CP124078.1|,lp17,Sh-2-82,17973.0,17944.0,99.81081682617403,17971.0,17942.0,"[(2, 17944)]","[(2, 17973)]","[(2, 17944)]",99.98887219718466,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161173.1 Borreliella burgdorferi 297 plasmid cp32-11, complete sequence",11448,gb|CP094581.1|,cp32-11,B379,11448.0,30287.0,99.9737968381518,11447.0,11446.0,"[(16897, 28343)]","[(1, 11448)]","[(16897, 28343)]",99.9912648497554,pf32
GCF_040790805.1_ASM4079080v1_genomic,"NZ_CP161191.1 Borreliella burgdorferi strain B31 chromosome, complete genome",907880,gb|CP019767.1|,chromosome,B31_NRZ,907880.0,909921.0,99.98027743080664,907833.0,909866.0,"[(1, 437538), (437592, 909921)]","[(1, 77064), (77088, 690755), (690777, 907880)]","[(77057, 437538), (692818, 909921), (480338, 692819), (1, 77066), (437592, 481500), (843812, 844188), (843845, 844221), (556022, 556265), (556082, 556322), (843808, 844157)]",99.99482310437504,pf32
GCF_040790805.1_ASM4079080v1_genomic,"NZ_CP161192.1 Borreliella burgdorferi strain B31 plasmid lp54, complete sequence",53670,gb|CP124091.1|,lp54,Am293,53670.0,53672.0,99.97764155689292,53668.0,53670.0,"[(1, 53671)]","[(1, 53669)]","[(1, 53671)]",99.99627352338364,pf32
GCF_040790805.1_ASM4079080v1_genomic,"NZ_CP161193.1 Borreliella burgdorferi strain B31 plasmid lp36, complete sequence",36921,gb|CP019924.1|,lp36,PAbe,36921.0,36846.0,97.75793011371483,36845.0,36845.0,"[(1, 36846)]","[(38, 36883)]","[(1, 36846), (28676, 31180), (31037, 33533), (6052, 5316), (8062, 7323)]",99.79415508789036,pf32
GCF_040790805.1_ASM4079080v1_genomic,"NZ_CP161194.1 Borreliella burgdorferi strain B31 plasmid cp32-5, complete sequence",30678,gb|CP019849.1|,cp32-1+5,PAli,30678.0,30674.0,99.97066492829204,30677.0,30673.0,"[(1, 30674)]","[(1, 30678)]","[(1, 30674)]",99.99674033509356,pf32
GCF_040790805.1_ASM4079080v1_genomic,"NZ_CP161195.1 Borreliella burgdorferi strain B31 plasmid cp32-4, complete sequence",30468,gb|CP019848.1|,cp32-4,PAli,30468.0,30299.0,99.99671819106692,30467.0,30298.0,"[(1, 30299)]","[(1, 30468)]","[(1, 29126), (28955, 30299)]",99.996717867927,pf32
GCF_040790805.1_ASM4079080v1_genomic,"NZ_CP161196.1 Borreliella burgdorferi strain B31 plasmid lp28-1, complete sequence",30068,gb|CP094609.1|,lp28-1,B31-5A4,30068.0,28447.0,95.66065787028434,29539.0,28446.0,"[(1, 28447)]","[(24218, 29903), (312, 24166)]","[(1, 23849), (22773, 28447), (18910, 22211), (19473, 22784), (24127, 27057), (19182, 22143), (24134, 27057), (19764, 22722), (18910, 21555), (18940, 21617)]",98.24065451642944,pf32
GCF_040790805.1_ASM4079080v1_genomic,"NZ_CP161197.1 Borreliella burgdorferi strain B31 plasmid lp28-2, complete sequence",29924,gb|CP094610.1|,lp28-2,B31-5A4,29924.0,29936.0,99.9866328031012,29922.0,29923.0,"[(11, 29934)]","[(2, 29924)]","[(11, 29934)]",99.9933164015506,pf32
GCF_040790805.1_ASM4079080v1_genomic,"NZ_CP161198.1 Borreliella burgdorferi strain B31 plasmid lp28-3, complete sequence",28636,gb|AE000784.1|,lp28-3,B31,28636.0,28601.0,99.59239130434784,28598.0,28599.0,"[(2, 28601)]","[(22, 28620)]","[(2, 28601), (5385, 5922), (8326, 8863), (10014, 10263), (10068, 10317)]",99.867299902221,pf32
GCF_040790805.1_ASM4079080v1_genomic,"NZ_CP161199.1 Borreliella burgdorferi strain B31 plasmid cp26, complete sequence",26498,gb|CP019755.1|,cp26,B31_NRZ,26498.0,26498.0,98.26534110387384,26497.0,26497.0,"[(1, 26498)]","[(1, 26498)]","[(1, 26498), (17966, 19294), (19431, 20759)]",99.99622613027398,pf32
GCF_040790805.1_ASM4079080v1_genomic,"NZ_CP161200.1 Borreliella burgdorferi strain B31 plasmid lp17, complete sequence",16930,gb|CP124090.1|,lp17,Am293,16930.0,16928.0,99.9822799763733,16929.0,16927.0,"[(1, 16928)]","[(1, 16930)]","[(1, 16928)]",99.99409332545775,pf32
GCF_040790805.1_ASM4079080v1_genomic,"NZ_CP161201.1 Borreliella burgdorferi strain B31 plasmid cp32-3, complete sequence",12666,gb|CP019920.1|,cp32-3,PAbe,12666.0,25789.0,99.99210547090868,12665.0,12666.0,"[(11744, 24410)]","[(1, 12666)]","[(11744, 24410)]",99.99210484762357,pf32
GCF_040790805.1_ASM4079080v1_genomic,"NZ_CP161202.1 Borreliella burgdorferi strain B31 plasmid cp32-9, complete sequence",12294,gb|CP019850.1|,cp32-9,PAli,12294.0,30580.0,100.0,12293.0,12293.0,"[(16693, 28986)]","[(1, 12294)]","[(16693, 28986)]",99.99186595087032,pf32
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic,"NZ_CP161904.1 Borreliella burgdorferi strain PFhe_I chromosome, complete genome",910259,gb|CP124096.1|,chromosome,NE_5267,910259.0,910422.0,99.89816235271076,909907.0,910304.0,"[(1, 910305)]","[(909, 909422), (73, 771), (909450, 910146)]","[(844840, 213669), (213832, 698), (909610, 844464), (441569, 438378), (438324, 435131), (910305, 909607), (699, 1), (213994, 213345), (214156, 213507), (213670, 213183)]",99.96132968748456,pf32
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic,"NZ_CP161905.1 Borreliella burgdorferi strain PFhe_I plasmid cp26, complete sequence",26504,gb|CP001212.1|,cp26,ZS7,26504.0,26514.0,97.30312467914712,26502.0,26512.0,"[(2, 26514)]","[(1, 26503)]","[(2, 26514), (19448, 20782), (17976, 19317)]",99.9924539692122,pf32
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic,"NZ_CP161906.1 Borreliella burgdorferi strain PFhe_I plasmid cp32-5, complete sequence",30705,gb|CP001565.1|,cp32-1+5,Bol26,30705.0,31433.0,95.59850073931432,28978.0,28987.0,"[(10310, 17464), (22966, 31433), (1, 10071), (18743, 22039)]","[(745, 7886), (1, 432), (21064, 30705), (8411, 11717), (12604, 21063)]","[(1, 9641), (22966, 31433), (10310, 17464), (18743, 22039), (9640, 10071)]",94.37550887477607,pf32
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic,"NZ_CP161907.1 Borreliella burgdorferi strain PFhe_I plasmid cp32-7, complete sequence",31008,gb|CP001208.1|,cp32-7,ZS7,31008.0,30964.0,99.07887953256574,29081.0,29067.0,"[(22876, 30964), (1, 20980)]","[(1, 20989), (22915, 31008)]","[(1, 20980), (22876, 30964)]",93.78547471620226,pf32
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic,"NZ_CP161908.1 Borreliella burgdorferi strain PFhe_I plasmid cp32-10, complete sequence",47043,gb|CP001202.1|,cp32-3+10,ZS7,47043.0,48168.0,93.18536500780304,43093.0,43988.0,"[(19931, 44779), (2117, 6669), (8019, 12216), (1, 2096), (46122, 48168), (13680, 19930)]","[(26754, 28803), (40807, 47043), (35048, 39242), (1, 25172), (28864, 34307)]","[(19931, 44747), (13680, 19930), (2117, 6669), (8019, 12216), (30887, 34644), (13846, 17353), (46122, 48168), (2123, 4984), (41407, 44779), (1, 2096)]",91.6034266522118,pf32
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic,"NZ_CP161909.1 Borreliella burgdorferi strain PFhe_I plasmid cp32-12, complete sequence",30708,gb|CP001565.1|,cp32-12,Bol26,30708.0,31433.0,99.01000238964942,29275.0,29249.0,"[(29079, 31433), (4992, 26899), (1, 4989)]","[(1, 4990), (4991, 26899), (28330, 30708)]","[(5444, 26899), (1, 4989), (29079, 31433), (5447, 4992)]",95.33346359254918,pf32
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic,"NZ_CP161910.1 Borreliella burgdorferi strain PFhe_I plasmid lp17, complete sequence",17357,gb|CP001564.1|,lp17,Bol26,17357.0,17287.0,98.98639637236596,17274.0,17169.0,"[(118, 17287)]","[(83, 17357)]","[(118, 13714), (13532, 17287), (486, 1166), (2604, 3293)]",99.52180676384168,pf32
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic,"NZ_CP161911.1 Borreliella burgdorferi strain PFhe_I plasmid lp25, complete sequence",24466,gb|CP001198.1|,lp25,ZS7,24466.0,24326.0,98.97165408112927,24316.0,24325.0,"[(1, 24326)]","[(64, 24380)]","[(1, 24326), (17581, 16577), (12299, 11292)]",99.38690427532086,pf32
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic,"NZ_CP161912.1 Borreliella burgdorferi strain PFhe_I plasmid lp28-2, complete sequence",29969,gb|CP094610.1|,lp28-2,B31-5A4,29969.0,29936.0,99.71276844460772,29937.0,29935.0,"[(1, 29936)]","[(12, 29949)]","[(1, 29936)]",99.893222997097,pf32
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic,NZ_CP161913.1 Borreliella burgdorferi strain PFhe_I plasmid lp28-3,30430,gb|CP001203.1|,lp28-3,ZS7,30430.0,28414.0,93.10852840072025,18237.0,11494.0,"[(2465, 6330), (6343, 13055), (1537, 2454)]","[(23806, 24517), (27811, 28722), (24583, 27746), (16806, 23532), (134, 6860)]","[(6343, 13055), (13055, 6343), (5625, 2465), (2454, 1537), (6330, 5621)]",59.93098915543871,pf32
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic,"NZ_CP161914.1 Borreliella burgdorferi strain PFhe_I plasmid lp28-4, complete sequence",28903,gb|CP001207.1|,lp28-4,ZS7,28903.0,28885.0,98.13203919055032,28712.0,28717.0,"[(1, 28718)]","[(33, 28745)]","[(1, 28718), (22968, 24179), (24062, 25240), (9738, 8952), (18736, 17944)]",99.33916894440024,pf32
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic,NZ_CP161915.1 Borreliella burgdorferi strain PFhe_I plasmid lp28-7,15158,gb|CP002324.1|,lp28-7,JD1,15158.0,26981.0,92.46618765849534,9387.0,9419.0,"[(16674, 20117), (20147, 23672), (23840, 25540), (5267, 6018)]","[(1838, 9564), (23, 1684)]","[(23672, 20147), (20117, 16674), (25540, 23840), (6018, 5267)]",61.92769494656287,pf32
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic,"NZ_CP161916.1 Borreliella burgdorferi strain PFhe_I plasmid lp28-9, complete sequence",28224,gb|CP001566.1|,lp28-9,Bol26,28224.0,28200.0,99.4538407329105,28179.0,28181.0,"[(3444, 28198), (1, 3428)]","[(43, 28222)]","[(3444, 26184), (1, 3428), (26069, 28198)]",99.8405612244898,pf32
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic,"NZ_CP161917.1 Borreliella burgdorferi strain PFhe_I plasmid lp36, complete sequence",36994,gb|CP001567.1|,lp36,Bol26,36994.0,36936.0,97.55263218311636,36904.0,36935.0,"[(1, 36936)]","[(30, 36934)]","[(1, 36936), (31115, 33617), (28754, 31263), (6070, 5335), (8081, 7341)]",99.756717305509,pf32
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic,"NZ_CP161918.1 Borreliella burgdorferi strain PFhe_I plasmid lp54, complete sequence",53783,gb|CP124103.1|,lp54,NE_5248,53783.0,53675.0,99.70977824080964,53746.0,53674.0,"[(1, 53675)]","[(2, 20265), (20280, 53763)]","[(20220, 53675), (1, 20261)]",99.93120502761096,pf32
UCT109H,contig_1 [gcode=11] [topology=linear],910570,gb|CP124084.1|,chromosome,Am388,910570.0,910563.0,99.97839682748184,910569.0,910560.0,"[(1, 910561)]","[(1, 910570)]","[(1, 910561), (434993, 438186), (438240, 441431), (213192, 213999), (213354, 214160), (213192, 213838), (213516, 214161), (213192, 213676), (213678, 214161), (213192, 213514)]",99.99989017867928,pf32
UCT109H,contig_10 [gcode=11] [topology=linear],30866,gb|AE001579.1|,cp32-5,B31,30866.0,30800.0,94.35327516964408,28529.0,28502.0,"[(22890, 26192), (1, 1444), (26853, 28208), (28428, 30800), (1445, 21475)]","[(10843, 30866), (5946, 9252), (1, 1445), (4050, 5408), (1446, 3844)]","[(17008, 1445), (21475, 16825), (26192, 22890), (30800, 28428), (1444, 1), (28208, 26853)]",92.42856217196916,pf32
UCT109H,contig_11 [gcode=11] [topology=linear],30652,gb|CP094605.1|,cp32-9,B31-5A4,30652.0,30652.0,99.98368838286628,30650.0,30650.0,"[(1, 11322), (11323, 30652)]","[(1, 11323), (11324, 30652)]","[(30652, 11323), (11322, 1)]",99.99347514028447,pf32
UCT109H,contig_12 [gcode=11] [topology=linear],30299,gb|AE001577.1|,cp32-4,B31,30299.0,30299.0,99.9966995610416,30297.0,30297.0,"[(5927, 30299), (1, 5926)]","[(24374, 30299), (1, 24373)]","[(5927, 30299), (1, 5926)]",99.99339912208325,pf32
UCT109H,contig_13 [gcode=11] [topology=linear],30222,gb|CP019847.1|,cp32-3,PAli,30222.0,30418.0,99.963605082054,30221.0,30222.0,"[(1, 6837), (6838, 30224)]","[(1, 23386), (23386, 30222)]","[(6838, 30224), (1, 6837)]",99.99669115214084,pf32
UCT109H,contig_14 [gcode=11] [topology=linear],29838,gb|AE001578.1|,cp32-6,B31,29838.0,29838.0,99.99664856893894,29836.0,29836.0,"[(1, 6041), (6042, 29838)]","[(23798, 29838), (1, 23797)]","[(6042, 29838), (1, 6041)]",99.99329713787787,pf32
UCT109H,contig_15 [gcode=11] [topology=linear],28108,gb|AE000784.1|,lp28-3,B31,28108.0,28601.0,99.56467027174098,28074.0,26967.0,"[(1634, 28601)]","[(26948, 28108), (1, 26915)]","[(10068, 28601), (1634, 10263), (28601, 27441), (5385, 5922), (8326, 8863)]",99.8790379963,pf32
UCT109H,contig_16 [gcode=11] [topology=linear],26498,gb|CP124081.1|,cp26,Am388,26498.0,26498.0,98.255056564964,26496.0,26496.0,"[(1346, 26498), (1, 1345)]","[(1, 25153), (25154, 26498)]","[(1346, 26498), (1, 1345), (17966, 19294), (19431, 20759)]",99.99245226054796,pf32
UCT109H,contig_17 [gcode=11] [topology=linear],22043,gb|CP124082.1|,lp17,Am388,22043.0,16904.0,99.95409685563462,21782.0,16825.0,"[(79, 16904)]","[(20722, 22043), (1, 3632), (3633, 20463)]","[(16904, 79), (13278, 16904), (79, 1400)]",98.81595064192716,pf32
UCT109H,contig_2 [gcode=11] [topology=linear],56477,gb|CP094610.1|,lp28-2,B31-5A4,56477.0,29936.0,99.97008973080756,30088.0,29862.0,"[(69, 29931)]","[(56180, 56406), (1, 29863)]","[(69, 29931), (4009, 4235)]",53.27478442551835,pf32
UCT109H,contig_3 [gcode=11] [topology=linear],53602,gb|CP124083.1|,lp54,Am388,53602.0,53667.0,99.98880638782136,53601.0,53601.0,"[(5, 53606)]","[(1, 53602)]","[(53606, 5)]",99.99813439797023,pf32
UCT109H,contig_4 [gcode=11] [topology=linear],48783,gb|CP019766.1|,lp56,B31_NRZ,48783.0,52951.0,99.82993545743264,48782.0,48802.0,"[(39345, 51342), (13837, 39219), (2341, 13764)]","[(1, 48783)]","[(13837, 39219), (39345, 51342), (2341, 13764)]",99.99795010556956,pf32
UCT109H,contig_5 [gcode=11] [topology=linear],44101,gb|CP019853.1|,lp38,PAli,44101.0,38841.0,99.8453272549658,44055.0,38796.0,"[(45, 38841)]","[(38872, 44101), (1, 38827)]","[(45, 38841), (38841, 33612), (22090, 24626), (31221, 33759)]",99.89569397519332,pf32
UCT109H,contig_6 [gcode=11] [topology=linear],34480,gb|CP019924.1|,lp36,PAbe,34480.0,36846.0,97.62635115395852,34479.0,34479.0,"[(23, 34502)]","[(1, 34480)]","[(34502, 23), (31180, 28676), (33533, 31037), (5316, 6052), (7323, 8062)]",99.99709976798144,pf32
UCT109H,contig_7 [gcode=11] [topology=linear],32634,gb|CP094609.1|,lp28-1,B31-5A4,32634.0,28447.0,95.9019816263002,31960.0,27825.0,"[(1, 27826)]","[(4539, 28397), (1, 4487), (29018, 32634)]","[(23849, 1), (1, 3617), (26492, 22773), (27826, 24697), (22784, 19473), (22211, 18910), (27057, 24127), (27057, 24134), (22784, 20082), (21617, 18940)]",97.9346693632408,pf32
