assembly_id,contig_id,contig_len,plasmid_id,plasmid_name,strain,query_length,ref_length,overall_percent_identity,query_covered_length,ref_covered_length,covered_intervals,query_intervals,subject_hit_coords,query_coverage_percent,call_method
GCF_040790765.1_ASM4079076v1_genomic,"NZ_CP161107.1 Borreliella burgdorferi strain Bb16-23-2 chromosome, complete genome",910079,B379_chromosome_ParA_2,chromosome,B379,910079,380,99.72677595628416,1097,365,"[(1, 366)]","[(368595, 369692)]","[(1, 366)]",0.1205389861759253,pf32
GCF_040790765.1_ASM4079076v1_genomic,"NZ_CP161108.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp54, complete sequence",53667,A20_B31_lp54_ParA_X,lp54,A20,53667,250,100.0,749,249,"[(1, 250)]","[(13543, 14292)]","[(1, 250)]",1.3956435053198428,pf32
GCF_040790765.1_ASM4079076v1_genomic,"NZ_CP161109.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp32-6, complete sequence",30826,RS01520_MM1_plsm_cp32-6_ParA_X,cp32-6,RS01520,30826,249,100.0,746,248,"[(1, 249)]","[(20692, 21438)]","[(1, 249)]",2.4200350353597613,pf32
GCF_040790765.1_ASM4079076v1_genomic,"NZ_CP161110.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp32-13, complete sequence",30784,RS04795_72a_72a_cp32-13_ParA_X,cp32-13,RS04795,30784,254,100.0,761,253,"[(1, 254)]","[(21082, 21843)]","[(1, 254)]",2.4720634095634098,pf32
GCF_040790765.1_ASM4079076v1_genomic,"NZ_CP161111.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp32-1, complete sequence",30380,MM1_cp32-1_ParA_1,cp32-1,MM1,30380,246,100.0,737,245,"[(1, 246)]","[(21114, 21851)]","[(1, 246)]",2.425938117182357,pf32
GCF_040790765.1_ASM4079076v1_genomic,"NZ_CP161112.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp38, complete sequence",30320,RS07790_JD1_JD1_lp38_ParA_X,lp38,RS07790,30320,245,100.0,734,244,"[(1, 245)]","[(4741, 5475)]","[(1, 245)]",2.420844327176781,pf32
GCF_040790765.1_ASM4079076v1_genomic,"NZ_CP161113.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp32-9, complete sequence",30180,RS01730_MM1_plsm_cp32-9_ParA_X,cp32-9,RS01730,30180,251,100.0,743,247,"[(1, 248)]","[(20788, 21531)]","[(1, 248)]",2.461895294897283,pf32
GCF_040790765.1_ASM4079076v1_genomic,"NZ_CP161114.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp32-10, complete sequence",30140,RS05810_94a_94a_cp32-10_ParA_X,cp32-10,RS05810,30140,251,100.0,752,250,"[(1, 251)]","[(20829, 21581)]","[(1, 251)]",2.495023224950232,pf32
GCF_040790765.1_ASM4079076v1_genomic,"NZ_CP161115.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp32-4, complete sequence",30037,RS02205_MM1_plsm_cp32-4_ParA_X,cp32-4,RS02205,30037,251,100.0,752,250,"[(1, 251)]","[(21079, 21831)]","[(1, 251)]",2.503578919332823,pf32
GCF_040790765.1_ASM4079076v1_genomic,"NZ_CP161116.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp28-6, complete sequence",29370,RS06425_B331_B331_lp28_6_ParA_X,lp28-6,RS06425,29370,251,100.0,752,250,"[(1, 251)]","[(5591, 6343)]","[(1, 251)]",2.560435818862785,pf32
GCF_040790765.1_ASM4079076v1_genomic,"NZ_CP161117.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp28-3, complete sequence",28709,H28_B31_lp28-3_ParA_X,lp28-3,H28,28709,251,100.0,752,250,"[(1, 251)]","[(18044, 18796)]","[(1, 251)]",2.6193876484726046,pf32
GCF_040790765.1_ASM4079076v1_genomic,"NZ_CP161118.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp28-4, complete sequence",27762,I21_B31_lp28-4_ParA_X,lp28-4,I21,27762,250,100.0,749,249,"[(1, 250)]","[(14634, 15383)]","[(1, 250)]",2.697932425617751,pf32
GCF_040790765.1_ASM4079076v1_genomic,"NZ_CP161119.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp26, complete sequence",26528,MM1_cp26_ParA_1,cp26,MM1,26528,253,100.0,758,252,"[(1, 253)]","[(9276, 10034)]","[(1, 253)]",2.8573582629674306,pf32
GCF_040790765.1_ASM4079076v1_genomic,"NZ_CP161120.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp28-8, complete sequence",26220,RS210_MM1_plsm_lp28-8_ParA_X,lp28-8,RS210,26220,271,100.0,812,270,"[(1, 271)]","[(15349, 16161)]","[(1, 271)]",3.096872616323417,pf32
GCF_040790765.1_ASM4079076v1_genomic,"NZ_CP161121.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp36, complete sequence",25583,RS01335_MM1_plsm_lp36_ParA_X,lp36,RS01335,25583,249,100.0,728,242,"[(1, 243)]","[(11020, 11748)]","[(1, 243)]",2.845639682601728,pf32
GCF_040790765.1_ASM4079076v1_genomic,"NZ_CP161122.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp25, complete sequence",24969,RS00670_JD1_JD1_lp25_ParA_X,lp25,RS00670,24969,252,100.0,755,251,"[(1, 252)]","[(11841, 12596)]","[(1, 252)]",3.0237494493171533,pf32
GCF_040790765.1_ASM4079076v1_genomic,"NZ_CP161123.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp17, complete sequence",18208,RS00875_MM1_plsm_lp17_ParA_X,lp17,RS00875,18208,246,100.0,725,241,"[(1, 242)]","[(14645, 15370)]","[(1, 242)]",3.9817662565905096,pf32
GCF_040790765.1_ASM4079076v1_genomic,"NZ_CP161124.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp9, complete sequence",9381,gb|AE000791.1|,cp9,B31,9381,9386,98.05505367201616,9380,9385,"[(1, 9386)]","[(1, 9381)]","[(1, 9386)]",99.98934015563373,wp
GCF_040790765.1_ASM4079076v1_genomic,"NZ_CP161125.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp5, complete sequence",4753,gb|CP094579.1|,chromosome,B379,4753,920773,99.14732354334438,2109,2106,"[(918667, 920773)]","[(63, 2172)]","[(920773, 918667)]",44.37197559436146,wp
GCF_040790775.1_ASM4079077v1_genomic,"NZ_CP161174.1 Borreliella burgdorferi strain P1286 chromosome, complete genome",907632,NE_5261_chromosome_ParA_2,chromosome,NE_5261,907632,380,100.0,1097,365,"[(1, 366)]","[(369003, 370100)]","[(1, 366)]",0.1208639624869991,pf32
GCF_040790775.1_ASM4079077v1_genomic,"NZ_CP161175.1 Borreliella burgdorferi strain P1286 plasmid lp54, complete sequence",53666,A20_B31_lp54_ParA_X,lp54,A20,53666,250,100.0,749,249,"[(1, 250)]","[(13538, 14287)]","[(1, 250)]",1.3956695114225022,pf32
GCF_040790775.1_ASM4079077v1_genomic,"NZ_CP161176.1 Borreliella burgdorferi strain P1286 plasmid lp56, complete sequence",53185,Q40_B31_lp56_ParA_X,lp56,Q40,53185,251,100.0,752,250,"[(1, 251)]","[(24549, 25301)]","[(1, 251)]",1.4139324997649714,pf32
GCF_040790775.1_ASM4079077v1_genomic,"NZ_CP161177.1 Borreliella burgdorferi strain P1286 plasmid lp38, complete sequence",38863,J17_B31_lp38_ParA_X,lp38,J17,38863,245,100.0,734,244,"[(1, 245)]","[(11170, 11904)]","[(1, 245)]",1.8886858966111728,pf32
GCF_040790775.1_ASM4079077v1_genomic,"NZ_CP161178.1 Borreliella burgdorferi strain P1286 plasmid lp36, complete sequence",36922,K21_B31_lp36_ParA_X,lp36,K21,36922,249,100.0,728,242,"[(1, 243)]","[(13634, 14362)]","[(1, 243)]",1.971724175288446,pf32
GCF_040790775.1_ASM4079077v1_genomic,"NZ_CP161179.1 Borreliella burgdorferi strain P1286 plasmid cp32-8, complete sequence",30884,L32_B31_cp32-8_ParA_X,cp32-8,L32,30884,246,100.0,737,245,"[(1, 246)]","[(20739, 21476)]","[(1, 246)]",2.386348918533869,pf32
GCF_040790775.1_ASM4079077v1_genomic,"NZ_CP161180.1 Borreliella burgdorferi strain P1286 plasmid cp32-7, complete sequence",30801,O32_B31_cp32-7_ParA_X,cp32-7,O32,30801,249,100.0,746,248,"[(1, 249)]","[(20767, 21513)]","[(1, 249)]",2.421999285737476,pf32
GCF_040790775.1_ASM4079077v1_genomic,"NZ_CP161181.1 Borreliella burgdorferi strain P1286 plasmid cp32-9, complete sequence",30655,N32_B31_cp32-9_ParA_X,cp32-9,N32,30655,251,100.0,743,247,"[(1, 248)]","[(20821, 21564)]","[(1, 248)]",2.423748165062796,pf32
GCF_040790775.1_ASM4079077v1_genomic,"NZ_CP161182.1 Borreliella burgdorferi strain P1286 plasmid cp32-4, complete sequence",30300,RS01165_B31_NRZ_p_cp32-4_ParA_X,cp32-4,RS01165,30300,251,100.0,752,250,"[(1, 251)]","[(20610, 21362)]","[(1, 251)]",2.4818481848184817,pf32
GCF_040790775.1_ASM4079077v1_genomic,"NZ_CP161183.1 Borreliella burgdorferi strain P1286 plasmid cp32-3, complete sequence",30222,S35_B31_cp32-3_ParA_X,cp32-3,S35,30222,246,100.0,737,245,"[(1, 246)]","[(21256, 21993)]","[(1, 246)]",2.438620872212296,pf32
GCF_040790775.1_ASM4079077v1_genomic,"NZ_CP161184.1 Borreliella burgdorferi strain P1286 plasmid lp28-2, complete sequence",29925,RS06245_ZS7_ZS7_lp28-2_ParA_X,lp28-2,RS06245,29925,255,100.0,764,254,"[(1, 255)]","[(6020, 6784)]","[(1, 255)]",2.553049289891395,pf32
GCF_040790775.1_ASM4079077v1_genomic,"NZ_CP161185.1 Borreliella burgdorferi strain P1286 plasmid cp26, complete sequence",28647,NE_5261_cp26_ParA_1,cp26,NE_5261,28647,253,100.0,758,252,"[(1, 253)]","[(9276, 10034)]","[(1, 253)]",2.6460013264914304,pf32
GCF_040790775.1_ASM4079077v1_genomic,"NZ_CP161186.1 Borreliella burgdorferi strain P1286 plasmid lp28-3, complete sequence",28636,H28_B31_lp28-3_ParA_X,lp28-3,H28,28636,251,100.0,752,250,"[(1, 251)]","[(17966, 18718)]","[(1, 251)]",2.6260650928900686,pf32
GCF_040790775.1_ASM4079077v1_genomic,"NZ_CP161187.1 Borreliella burgdorferi strain P1286 plasmid lp28-4, complete sequence",27430,I21_B31_lp28-4_ParA_X,lp28-4,I21,27430,250,100.0,749,249,"[(1, 250)]","[(12505, 13254)]","[(1, 250)]",2.730586948596428,pf32
GCF_040790775.1_ASM4079077v1_genomic,"NZ_CP161188.1 Borreliella burgdorferi strain P1286 plasmid lp25, complete sequence",24443,RS00040_ZS7_ZS7_lp25_ParA_X,lp25,RS00040,24443,252,100.0,755,251,"[(1, 252)]","[(12196, 12951)]","[(1, 252)]",3.088818884752281,pf32
GCF_040790775.1_ASM4079077v1_genomic,"NZ_CP161189.1 Borreliella burgdorferi strain P1286 plasmid lp21, complete sequence",18812,U05_B31_lp21_ParA_X,lp21,U05,18812,262,100.0,785,261,"[(1, 262)]","[(2898, 3683)]","[(1, 262)]",4.172868381883904,pf32
GCF_040790775.1_ASM4079077v1_genomic,"NZ_CP161190.1 Borreliella burgdorferi strain P1286 plasmid lp17, complete sequence",16930,RS00875_MM1_plsm_lp17_ParA_X,lp17,RS00875,16930,246,100.0,725,241,"[(1, 242)]","[(13369, 14094)]","[(1, 242)]",4.282339043118724,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161126.1 Borreliella burgdorferi strain Bb16-15-2 chromosome, complete genome",910048,B379_chromosome_ParA_2,chromosome,B379,910048,380,99.72677595628416,1097,365,"[(1, 366)]","[(368572, 369669)]","[(1, 366)]",0.1205430922324976,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161127.1 Borreliella burgdorferi strain Bb16-15-2 plasmid lp54, complete sequence",53698,A20_B31_lp54_ParA_X,lp54,A20,53698,250,100.0,749,249,"[(1, 250)]","[(13562, 14311)]","[(1, 250)]",1.3948377965659802,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161128.1 Borreliella burgdorferi strain Bb16-15-2 plasmid cp32-7, complete sequence",30526,O32_B31_cp32-7_ParA_X,cp32-7,O32,30526,249,100.0,746,248,"[(1, 249)]","[(20931, 21677)]","[(1, 249)]",2.4438183843281136,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161129.1 Borreliella burgdorferi strain Bb16-15-2 plasmid cp32-6, complete sequence",30461,RS01520_MM1_plsm_cp32-6_ParA_X,cp32-6,RS01520,30461,249,100.0,746,248,"[(1, 249)]","[(20309, 21055)]","[(1, 249)]",2.449033189980631,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161130.1 Borreliella burgdorferi strain Bb16-15-2 plasmid cp32-1, complete sequence",30374,MM1_cp32-1_ParA_1,cp32-1,MM1,30374,246,100.0,737,245,"[(1, 246)]","[(21111, 21848)]","[(1, 246)]",2.426417330611707,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161131.1 Borreliella burgdorferi strain Bb16-15-2 plasmid cp32-4, complete sequence",30350,RS01520_MM1_plsm_cp32-6_ParA_X,cp32-6,RS01520,30350,249,100.0,746,248,"[(1, 249)]","[(21070, 21816)]","[(1, 249)]",2.457990115321252,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161132.1 Borreliella burgdorferi strain Bb16-15-2 plasmid cp32-10, complete sequence",30151,RS05810_94a_94a_cp32-10_ParA_X,cp32-10,RS05810,30151,251,100.0,752,250,"[(1, 251)]","[(20840, 21592)]","[(1, 251)]",2.494112964744121,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161133.1 Borreliella burgdorferi strain Bb16-15-2 plasmid cp32-5, complete sequence",29433,RS01295_JD1_JD1_cp32-1+5_ParA_X,cp32-1+5,RS01295,29433,257,100.0,770,256,"[(1, 257)]","[(20847, 21617)]","[(1, 257)]",2.616111167736894,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161134.1 Borreliella burgdorferi strain Bb16-15-2 plasmid lp28-6, complete sequence",29346,RS06425_B331_B331_lp28_6_ParA_X,lp28-6,RS06425,29346,251,100.0,752,250,"[(1, 251)]","[(5579, 6331)]","[(1, 251)]",2.5625298166700743,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161135.1 Borreliella burgdorferi strain Bb16-15-2 plasmid lp28-3, complete sequence",28600,H28_B31_lp28-3_ParA_X,lp28-3,H28,28600,251,100.0,752,250,"[(1, 251)]","[(17936, 18688)]","[(1, 251)]",2.6293706293706296,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161136.1 Borreliella burgdorferi strain Bb16-15-2 plasmid lp28-4, complete sequence",28349,I21_B31_lp28-4_ParA_X,lp28-4,I21,28349,250,100.0,749,249,"[(1, 250)]","[(14602, 15351)]","[(1, 250)]",2.642068503298176,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161137.1 Borreliella burgdorferi strain Bb16-15-2 plasmid lp28-8, complete sequence",27456,RS210_MM1_plsm_lp28-8_ParA_X,lp28-8,RS210,27456,271,100.0,812,270,"[(1, 271)]","[(15345, 16157)]","[(1, 271)]",2.957459207459208,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161138.1 Borreliella burgdorferi strain Bb16-15-2 plasmid cp26, complete sequence",26529,MM1_cp26_ParA_1,cp26,MM1,26529,253,100.0,758,252,"[(1, 253)]","[(9276, 10034)]","[(1, 253)]",2.857250555995326,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161139.1 Borreliella burgdorferi strain Bb16-15-2 plasmid lp36, complete sequence",25583,RS01335_MM1_plsm_lp36_ParA_X,lp36,RS01335,25583,249,100.0,728,242,"[(1, 243)]","[(11020, 11748)]","[(1, 243)]",2.845639682601728,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161140.1 Borreliella burgdorferi strain Bb16-15-2 plasmid lp25, complete sequence",24940,RS00670_JD1_JD1_lp25_ParA_X,lp25,RS00670,24940,252,100.0,755,251,"[(1, 252)]","[(11812, 12567)]","[(1, 252)]",3.0272654370489174,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161141.1 Borreliella burgdorferi strain Bb16-15-2 plasmid lp56, complete sequence",21179,Q08_B31_lp56_ParA_X,lp56,Q08,21179,253,100.0,758,252,"[(1, 253)]","[(5104, 5862)]","[(1, 253)]",3.579016950753104,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161142.1 Borreliella burgdorferi strain Bb16-15-2 plasmid lp17, complete sequence",18115,RS00875_MM1_plsm_lp17_ParA_X,lp17,RS00875,18115,246,100.0,725,241,"[(1, 242)]","[(14560, 15285)]","[(1, 242)]",4.002208114821971,pf32
GCF_040790785.1_ASM4079078v1_genomic,"NZ_CP161143.1 Borreliella burgdorferi strain Bb16-15-2 plasmid cp9, complete sequence",8707,gb|CP031399.1|,cp9,MM1,8707,11401,99.6354907539118,11245,11242,"[(10971, 11240), (1, 8231), (8239, 10982)]","[(5652, 8395), (8438, 8707), (162, 8395)]","[(1, 8231), (8239, 10982), (10971, 11240)]",129.14896060640865,wp
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161158.1 Borreliella burgdorferi 297 chromosome, complete genome",916773,B379_chromosome_ParA_2,chromosome,B379,916773,380,100.0,1097,365,"[(1, 366)]","[(368581, 369678)]","[(1, 366)]",0.119658846846493,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161159.1 Borreliella burgdorferi 297 plasmid lp54, complete sequence",53850,A20_B31_lp54_ParA_X,lp54,A20,53850,250,100.0,749,249,"[(1, 250)]","[(13620, 14369)]","[(1, 250)]",1.3909006499535748,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161160.1 Borreliella burgdorferi 297 plasmid lp38, complete sequence",30318,RS07790_JD1_JD1_lp38_ParA_X,lp38,RS07790,30318,245,100.0,734,244,"[(1, 245)]","[(24844, 25578)]","[(1, 245)]",2.421004024012138,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161161.1 Borreliella burgdorferi 297 plasmid cp32-4, complete sequence",30306,B379_cp32-2_ParA_1,cp32-2,B379,30306,251,100.0,752,250,"[(1, 251)]","[(21184, 21936)]","[(1, 251)]",2.4813568270309507,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161162.1 Borreliella burgdorferi 297 plasmid cp32-3, complete sequence",29914,S35_B31_cp32-3_ParA_X,cp32-3,S35,29914,246,100.0,737,245,"[(1, 246)]","[(21417, 22154)]","[(1, 246)]",2.463729357491476,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161163.1 Borreliella burgdorferi 297 plasmid lp28-4, complete sequence",29837,I21_B31_lp28-4_ParA_X,lp28-4,I21,29837,250,100.0,749,249,"[(1, 250)]","[(14407, 15156)]","[(1, 250)]",2.510305995911117,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161164.1 Borreliella burgdorferi 297 plasmid lp28-3, complete sequence",28868,H28_B31_lp28-3_ParA_X,lp28-3,H28,28868,251,100.0,752,250,"[(1, 251)]","[(18027, 18779)]","[(1, 251)]",2.604960509907164,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161165.1 Borreliella burgdorferi 297 plasmid lp28-5, complete sequence",27879,B379_lp28-5_ParA_1,lp28-5,B379,27879,247,100.0,740,246,"[(1, 247)]","[(19798, 20538)]","[(1, 247)]",2.654327630115858,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161166.1 Borreliella burgdorferi 297 plasmid lp28-6, complete sequence",26823,RS07610_JD1_JD1_lp28-6_ParA_X,lp28-6,RS07610,26823,251,100.0,752,250,"[(1, 251)]","[(2979, 3731)]","[(1, 251)]",2.8035641054319056,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161167.1 Borreliella burgdorferi 297 plasmid cp26, complete sequence",26512,JD1_cp26_ParA_1,cp26,JD1,26512,253,100.0,758,252,"[(1, 253)]","[(9273, 10031)]","[(1, 253)]",2.85908267954134,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161168.1 Borreliella burgdorferi 297 plasmid lp28-1, complete sequence",25270,RS00365_JD1_JD1_lp28-1_ParA_X,lp28-1,RS00365,25270,254,100.0,761,253,"[(1, 254)]","[(9770, 10531)]","[(1, 254)]",3.011476058567472,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161169.1 Borreliella burgdorferi 297 plasmid lp25, complete sequence",24977,RS00670_JD1_JD1_lp25_ParA_X,lp25,RS00670,24977,252,100.0,755,251,"[(1, 252)]","[(11848, 12603)]","[(1, 252)]",3.0227809584818037,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161170.1 Borreliella burgdorferi 297 plasmid lp36, complete sequence",23696,K21_B31_lp36_ParA_X,lp36,K21,23696,249,100.0,728,242,"[(1, 243)]","[(11053, 11781)]","[(1, 243)]",3.072248480756246,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161171.1 Borreliella burgdorferi 297 plasmid cp32-7, complete sequence",21164,O32_B31_cp32-7_ParA_X,cp32-7,O32,21164,249,100.0,746,248,"[(1, 249)]","[(12210, 12956)]","[(1, 249)]",3.5248535248535244,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161172.1 Borreliella burgdorferi 297 plasmid lp17, complete sequence",17973,RS00875_MM1_plsm_lp17_ParA_X,lp17,RS00875,17973,246,100.0,725,241,"[(1, 242)]","[(14409, 15134)]","[(1, 242)]",4.033828520558616,pf32
GCF_040790795.1_ASM4079079v1_genomic,"NZ_CP161173.1 Borreliella burgdorferi 297 plasmid cp32-11, complete sequence",11448,RS00880_JD1_JD1_cp32-11_ParA_X,cp32-11,RS00880,11448,252,100.0,755,251,"[(1, 252)]","[(4018, 4773)]","[(1, 252)]",6.595038434661076,pf32
GCF_040790805.1_ASM4079080v1_genomic,"NZ_CP161191.1 Borreliella burgdorferi strain B31 chromosome, complete genome",907880,NE_5261_chromosome_ParA_2,chromosome,NE_5261,907880,380,100.0,1097,365,"[(1, 366)]","[(368118, 369215)]","[(1, 366)]",0.1208309468211657,pf32
GCF_040790805.1_ASM4079080v1_genomic,"NZ_CP161192.1 Borreliella burgdorferi strain B31 plasmid lp54, complete sequence",53670,A20_B31_lp54_ParA_X,lp54,A20,53670,250,100.0,749,249,"[(1, 250)]","[(13557, 14306)]","[(1, 250)]",1.3955654928265326,pf32
GCF_040790805.1_ASM4079080v1_genomic,"NZ_CP161193.1 Borreliella burgdorferi strain B31 plasmid lp36, complete sequence",36921,K21_B31_lp36_ParA_X,lp36,K21,36921,249,100.0,728,242,"[(1, 243)]","[(13635, 14363)]","[(1, 243)]",1.9717775791554943,pf32
GCF_040790805.1_ASM4079080v1_genomic,"NZ_CP161194.1 Borreliella burgdorferi strain B31 plasmid cp32-5, complete sequence",30678,RS01295_JD1_JD1_cp32-1+5_ParA_X,cp32-1+5,RS01295,30678,257,100.0,770,256,"[(1, 257)]","[(20765, 21535)]","[(1, 257)]",2.509941977964665,pf32
GCF_040790805.1_ASM4079080v1_genomic,"NZ_CP161195.1 Borreliella burgdorferi strain B31 plasmid cp32-4, complete sequence",30468,RS01165_B31_NRZ_p_cp32-4_ParA_X,cp32-4,RS01165,30468,251,100.0,752,250,"[(1, 251)]","[(20608, 21360)]","[(1, 251)]",2.4681633188919525,pf32
GCF_040790805.1_ASM4079080v1_genomic,"NZ_CP161196.1 Borreliella burgdorferi strain B31 plasmid lp28-1, complete sequence",30068,F24_B31_lp28-1_ParA_X,lp28-1,F24,30068,254,100.0,761,253,"[(1, 254)]","[(13799, 14560)]","[(1, 254)]",2.5309298922442465,pf32
GCF_040790805.1_ASM4079080v1_genomic,"NZ_CP161197.1 Borreliella burgdorferi strain B31 plasmid lp28-2, complete sequence",29924,RS06245_ZS7_ZS7_lp28-2_ParA_X,lp28-2,RS06245,29924,255,100.0,764,254,"[(1, 255)]","[(6020, 6784)]","[(1, 255)]",2.5531346076727712,pf32
GCF_040790805.1_ASM4079080v1_genomic,"NZ_CP161198.1 Borreliella burgdorferi strain B31 plasmid lp28-3, complete sequence",28636,H28_B31_lp28-3_ParA_X,lp28-3,H28,28636,251,100.0,752,250,"[(1, 251)]","[(17966, 18718)]","[(1, 251)]",2.6260650928900686,pf32
GCF_040790805.1_ASM4079080v1_genomic,"NZ_CP161199.1 Borreliella burgdorferi strain B31 plasmid cp26, complete sequence",26498,NE_5261_cp26_ParA_1,cp26,NE_5261,26498,253,100.0,758,252,"[(1, 253)]","[(9275, 10033)]","[(1, 253)]",2.86059325232093,pf32
GCF_040790805.1_ASM4079080v1_genomic,"NZ_CP161200.1 Borreliella burgdorferi strain B31 plasmid lp17, complete sequence",16930,RS00875_MM1_plsm_lp17_ParA_X,lp17,RS00875,16930,246,100.0,725,241,"[(1, 242)]","[(13369, 14094)]","[(1, 242)]",4.282339043118724,pf32
GCF_040790805.1_ASM4079080v1_genomic,"NZ_CP161201.1 Borreliella burgdorferi strain B31 plasmid cp32-3, complete sequence",12666,S35_B31_cp32-3_ParA_X,cp32-3,S35,12666,246,100.0,737,245,"[(1, 246)]","[(5080, 5817)]","[(1, 246)]",5.818727301436918,pf32
GCF_040790805.1_ASM4079080v1_genomic,"NZ_CP161202.1 Borreliella burgdorferi strain B31 plasmid cp32-9, complete sequence",12294,N32_B31_cp32-9_ParA_X,cp32-9,N32,12294,251,100.0,743,247,"[(1, 248)]","[(4054, 4797)]","[(1, 248)]",6.04359850333496,pf32
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic,"NZ_CP161904.1 Borreliella burgdorferi strain PFhe_I chromosome, complete genome",910259,NE_5261_chromosome_ParA_2,chromosome,NE_5261,910259,380,100.0,1097,365,"[(1, 366)]","[(540650, 541747)]","[(1, 366)]",0.1205151500836575,pf32
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic,"NZ_CP161905.1 Borreliella burgdorferi strain PFhe_I plasmid cp26, complete sequence",26504,NE_5261_cp26_ParA_1,cp26,NE_5261,26504,253,100.0,758,252,"[(1, 253)]","[(9275, 10033)]","[(1, 253)]",2.859945668578328,pf32
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic,"NZ_CP161906.1 Borreliella burgdorferi strain PFhe_I plasmid cp32-5, complete sequence",30705,RS01295_JD1_JD1_cp32-1+5_ParA_X,cp32-1+5,RS01295,30705,257,100.0,770,256,"[(1, 257)]","[(11022, 11792)]","[(1, 257)]",2.507734896596645,pf32
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic,"NZ_CP161907.1 Borreliella burgdorferi strain PFhe_I plasmid cp32-7, complete sequence",31008,O32_B31_cp32-7_ParA_X,cp32-7,O32,31008,249,100.0,746,248,"[(1, 249)]","[(20909, 21655)]","[(1, 249)]",2.405830753353973,pf32
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic,"NZ_CP161908.1 Borreliella burgdorferi strain PFhe_I plasmid cp32-10, complete sequence",47043,RS01095_ZS7_ZS7_cp32-3+10_ParA_X,cp32-3+10,RS01095,47043,251,100.0,752,250,"[(1, 251)]","[(19428, 20180)]","[(1, 251)]",1.598537508237145,pf32
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic,"NZ_CP161909.1 Borreliella burgdorferi strain PFhe_I plasmid cp32-12, complete sequence",30708,RS00580_ZS7_ZS7_cp32-12_ParA_X,cp32-12,RS00580,30708,260,100.0,779,259,"[(1, 260)]","[(21349, 22128)]","[(1, 260)]",2.5367982284746646,pf32
