assembly_id	contig_id	resolved_call
GCF_040790735.1_ASM4079073v1_genomic	NZ_CP161061.1 Borreliella burgdorferi strain Bb16-183 plasmid cp32-4, complete sequence	cp32-2
GCF_040790735.1_ASM4079073v1_genomic	NZ_CP161062.1 Borreliella burgdorferi strain Bb16-183 plasmid lp28-7, complete sequence	lp28-7
GCF_040790735.1_ASM4079073v1_genomic	NZ_CP161063.1 Borreliella burgdorferi strain Bb16-183 plasmid lp28-6, complete sequence	lp28-6
GCF_040790735.1_ASM4079073v1_genomic	NZ_CP161064.1 Borreliella burgdorferi strain Bb16-183 plasmid lp28-4, complete sequence	lp28-4
GCF_040790735.1_ASM4079073v1_genomic	NZ_CP161065.1 Borreliella burgdorferi strain Bb16-183 plasmid lp28-3, complete sequence	lp28-3
GCF_040790735.1_ASM4079073v1_genomic	NZ_CP161066.1 Borreliella burgdorferi strain Bb16-183 plasmid lp28-5, complete sequence	lp28-5
GCF_040790735.1_ASM4079073v1_genomic	NZ_CP161067.1 Borreliella burgdorferi strain Bb16-183 plasmid cp26, complete sequence	cp26
GCF_040790735.1_ASM4079073v1_genomic	NZ_CP161068.1 Borreliella burgdorferi strain Bb16-183 plasmid lp25, complete sequence	lp25
GCF_040790735.1_ASM4079073v1_genomic	NZ_CP161069.1 Borreliella burgdorferi strain Bb16-183 plasmid lp36, complete sequence	lp36
GCF_040790735.1_ASM4079073v1_genomic	NZ_CP161070.1 Borreliella burgdorferi strain Bb16-183 plasmid cp32-7, complete sequence	cp32-7
GCF_040790735.1_ASM4079073v1_genomic	NZ_CP161071.1 Borreliella burgdorferi strain Bb16-183 plasmid lp17, complete sequence	lp17
GCF_040790735.1_ASM4079073v1_genomic	NZ_CP161072.1 Borreliella burgdorferi strain Bb16-183 plasmid cp32-1, complete sequence	cp32-1
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161073.1 Borreliella burgdorferi strain Bb16-150 chromosome, complete genome	chromosome
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161074.1 Borreliella burgdorferi strain Bb16-150 plasmid lp54, complete sequence	lp54
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161075.1 Borreliella burgdorferi strain Bb16-150 plasmid lp38, complete sequence	lp38
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161076.1 Borreliella burgdorferi strain Bb16-150 plasmid lp28-3, complete sequence	lp28-3
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161077.1 Borreliella burgdorferi strain Bb16-150 plasmid lp36, complete sequence	lp36
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161078.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-9, complete sequence	cp32-9
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161079.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-10, complete sequence	cp32-10
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161080.1 Borreliella burgdorferi strain Bb16-150 plasmid lp28-4, complete sequence	lp28-4
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161081.1 Borreliella burgdorferi strain Bb16-150 plasmid lp28-2, complete sequence	lp28-2
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161082.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-5, complete sequence	cp32-1+5
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161083.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-12, complete sequence	cp32-12
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161084.1 Borreliella burgdorferi strain Bb16-150 plasmid cp26, complete sequence	cp26
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161085.1 Borreliella burgdorferi strain Bb16-150 plasmid lp25, complete sequence	lp25
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161086.1 Borreliella burgdorferi strain Bb16-150 plasmid lp28-1, complete sequence	lp28-1
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161087.1 Borreliella burgdorferi strain Bb16-150 plasmid lp17, complete sequence	lp17
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161088.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-7, complete sequence	cp32-7
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161089.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-4, complete sequence	cp32-4
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161090.1 Borreliella burgdorferi strain Bb16-150 plasmid cp9, complete sequence	cp9
GCF_040790755.1_ASM4079075v1_genomic	NZ_CP161091.1 Borreliella burgdorferi strain Bb16-134 chromosome, complete genome	chromosome
GCF_040790755.1_ASM4079075v1_genomic	NZ_CP161092.1 Borreliella burgdorferi strain Bb16-134 plasmid lp54, complete sequence	lp54
GCF_040790755.1_ASM4079075v1_genomic	NZ_CP161093.1 Borreliella burgdorferi strain Bb16-134 plasmid lp38, complete sequence	lp38
GCF_040790755.1_ASM4079075v1_genomic	NZ_CP161094.1 Borreliella burgdorferi strain Bb16-134 plasmid cp32-9, complete sequence	cp32-9
GCF_040790755.1_ASM4079075v1_genomic	NZ_CP161095.1 Borreliella burgdorferi strain Bb16-134 plasmid cp32-13, complete sequence	cp32-13
GCF_040790755.1_ASM4079075v1_genomic	NZ_CP161096.1 Borreliella burgdorferi strain Bb16-134 plasmid cp32-1, complete sequence	cp32-1
GCF_040790755.1_ASM4079075v1_genomic	NZ_CP161097.1 Borreliella burgdorferi strain Bb16-134 plasmid cp32-10, complete sequence	cp32-10
GCF_040790755.1_ASM4079075v1_genomic	NZ_CP161098.1 Borreliella burgdorferi strain Bb16-134 plasmid lp28-2, complete sequence	lp28-2
GCF_040790755.1_ASM4079075v1_genomic	NZ_CP161099.1 Borreliella burgdorferi strain Bb16-134 plasmid cp32-8, complete sequence	cp32-8
GCF_040790755.1_ASM4079075v1_genomic	NZ_CP161100.1 Borreliella burgdorferi strain Bb16-134 plasmid lp28-4, complete sequence	lp28-4
GCF_040790755.1_ASM4079075v1_genomic	NZ_CP161101.1 Borreliella burgdorferi strain Bb16-134 plasmid lp36, complete sequence	lp36
GCF_040790755.1_ASM4079075v1_genomic	NZ_CP161102.1 Borreliella burgdorferi strain Bb16-134 plasmid cp26, complete sequence	cp26
GCF_040790755.1_ASM4079075v1_genomic	NZ_CP161103.1 Borreliella burgdorferi strain Bb16-134 plasmid lp25, complete sequence	lp25
GCF_040790755.1_ASM4079075v1_genomic	NZ_CP161104.1 Borreliella burgdorferi strain Bb16-134 plasmid lp17, complete sequence	lp17
GCF_040790755.1_ASM4079075v1_genomic	NZ_CP161105.1 Borreliella burgdorferi strain Bb16-134 plasmid cp9, complete sequence	cp9-3
GCF_040790755.1_ASM4079075v1_genomic	NZ_CP161106.1 Borreliella burgdorferi strain Bb16-134 plasmid lp5, complete sequence	lp5
GCF_040790765.1_ASM4079076v1_genomic	NZ_CP161107.1 Borreliella burgdorferi strain Bb16-23-2 chromosome, complete genome	chromosome
GCF_040790765.1_ASM4079076v1_genomic	NZ_CP161108.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp54, complete sequence	lp54
GCF_040790765.1_ASM4079076v1_genomic	NZ_CP161109.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp32-6, complete sequence	cp32-6
GCF_040790765.1_ASM4079076v1_genomic	NZ_CP161110.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp32-13, complete sequence	cp32-13
GCF_040790765.1_ASM4079076v1_genomic	NZ_CP161111.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp32-1, complete sequence	cp32-1
GCF_040790765.1_ASM4079076v1_genomic	NZ_CP161112.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp38, complete sequence	lp38
GCF_040790765.1_ASM4079076v1_genomic	NZ_CP161113.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp32-9, complete sequence	cp32-9
GCF_040790765.1_ASM4079076v1_genomic	NZ_CP161114.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp32-10, complete sequence	cp32-10
GCF_040790765.1_ASM4079076v1_genomic	NZ_CP161115.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp32-4, complete sequence	cp32-4
GCF_040790765.1_ASM4079076v1_genomic	NZ_CP161116.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp28-6, complete sequence	lp28-6
GCF_040790765.1_ASM4079076v1_genomic	NZ_CP161117.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp28-3, complete sequence	lp28-3
GCF_040790765.1_ASM4079076v1_genomic	NZ_CP161118.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp28-4, complete sequence	lp28-4
GCF_040790765.1_ASM4079076v1_genomic	NZ_CP161119.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp26, complete sequence	cp26
GCF_040790765.1_ASM4079076v1_genomic	NZ_CP161120.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp28-8, complete sequence	lp28-8
GCF_040790765.1_ASM4079076v1_genomic	NZ_CP161121.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp36, complete sequence	lp36
GCF_040790765.1_ASM4079076v1_genomic	NZ_CP161122.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp25, complete sequence	lp25
GCF_040790765.1_ASM4079076v1_genomic	NZ_CP161123.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp17, complete sequence	lp17
GCF_040790765.1_ASM4079076v1_genomic	NZ_CP161124.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp9, complete sequence	cp9
GCF_040790765.1_ASM4079076v1_genomic	NZ_CP161125.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp5, complete sequence	chromosome
GCF_040790775.1_ASM4079077v1_genomic	NZ_CP161174.1 Borreliella burgdorferi strain P1286 chromosome, complete genome	chromosome
GCF_040790775.1_ASM4079077v1_genomic	NZ_CP161175.1 Borreliella burgdorferi strain P1286 plasmid lp54, complete sequence	lp54
GCF_040790775.1_ASM4079077v1_genomic	NZ_CP161176.1 Borreliella burgdorferi strain P1286 plasmid lp56, complete sequence	lp56
GCF_040790775.1_ASM4079077v1_genomic	NZ_CP161177.1 Borreliella burgdorferi strain P1286 plasmid lp38, complete sequence	lp38
GCF_040790775.1_ASM4079077v1_genomic	NZ_CP161178.1 Borreliella burgdorferi strain P1286 plasmid lp36, complete sequence	lp36
GCF_040790775.1_ASM4079077v1_genomic	NZ_CP161179.1 Borreliella burgdorferi strain P1286 plasmid cp32-8, complete sequence	cp32-8
GCF_040790775.1_ASM4079077v1_genomic	NZ_CP161180.1 Borreliella burgdorferi strain P1286 plasmid cp32-7, complete sequence	cp32-7
GCF_040790775.1_ASM4079077v1_genomic	NZ_CP161181.1 Borreliella burgdorferi strain P1286 plasmid cp32-9, complete sequence	cp32-9
GCF_040790775.1_ASM4079077v1_genomic	NZ_CP161182.1 Borreliella burgdorferi strain P1286 plasmid cp32-4, complete sequence	cp32-4
GCF_040790775.1_ASM4079077v1_genomic	NZ_CP161183.1 Borreliella burgdorferi strain P1286 plasmid cp32-3, complete sequence	cp32-3
GCF_040790775.1_ASM4079077v1_genomic	NZ_CP161184.1 Borreliella burgdorferi strain P1286 plasmid lp28-2, complete sequence	lp28-2
GCF_040790775.1_ASM4079077v1_genomic	NZ_CP161185.1 Borreliella burgdorferi strain P1286 plasmid cp26, complete sequence	cp26
GCF_040790775.1_ASM4079077v1_genomic	NZ_CP161186.1 Borreliella burgdorferi strain P1286 plasmid lp28-3, complete sequence	lp28-3
GCF_040790775.1_ASM4079077v1_genomic	NZ_CP161187.1 Borreliella burgdorferi strain P1286 plasmid lp28-4, complete sequence	lp28-4
GCF_040790775.1_ASM4079077v1_genomic	NZ_CP161188.1 Borreliella burgdorferi strain P1286 plasmid lp25, complete sequence	lp25
GCF_040790775.1_ASM4079077v1_genomic	NZ_CP161189.1 Borreliella burgdorferi strain P1286 plasmid lp21, complete sequence	lp21
GCF_040790775.1_ASM4079077v1_genomic	NZ_CP161190.1 Borreliella burgdorferi strain P1286 plasmid lp17, complete sequence	lp17
GCF_040790785.1_ASM4079078v1_genomic	NZ_CP161126.1 Borreliella burgdorferi strain Bb16-15-2 chromosome, complete genome	chromosome
GCF_040790785.1_ASM4079078v1_genomic	NZ_CP161127.1 Borreliella burgdorferi strain Bb16-15-2 plasmid lp54, complete sequence	lp54
GCF_040790785.1_ASM4079078v1_genomic	NZ_CP161128.1 Borreliella burgdorferi strain Bb16-15-2 plasmid cp32-7, complete sequence	cp32-7
GCF_040790785.1_ASM4079078v1_genomic	NZ_CP161129.1 Borreliella burgdorferi strain Bb16-15-2 plasmid cp32-6, complete sequence	cp32-6
GCF_040790785.1_ASM4079078v1_genomic	NZ_CP161130.1 Borreliella burgdorferi strain Bb16-15-2 plasmid cp32-1, complete sequence	cp32-1
GCF_040790785.1_ASM4079078v1_genomic	NZ_CP161131.1 Borreliella burgdorferi strain Bb16-15-2 plasmid cp32-4, complete sequence	cp32-6
GCF_040790785.1_ASM4079078v1_genomic	NZ_CP161132.1 Borreliella burgdorferi strain Bb16-15-2 plasmid cp32-10, complete sequence	cp32-10
GCF_040790785.1_ASM4079078v1_genomic	NZ_CP161133.1 Borreliella burgdorferi strain Bb16-15-2 plasmid cp32-5, complete sequence	cp32-1+5
GCF_040790785.1_ASM4079078v1_genomic	NZ_CP161134.1 Borreliella burgdorferi strain Bb16-15-2 plasmid lp28-6, complete sequence	lp28-6
GCF_040790785.1_ASM4079078v1_genomic	NZ_CP161135.1 Borreliella burgdorferi strain Bb16-15-2 plasmid lp28-3, complete sequence	lp28-3
GCF_040790785.1_ASM4079078v1_genomic	NZ_CP161136.1 Borreliella burgdorferi strain Bb16-15-2 plasmid lp28-4, complete sequence	lp28-4
GCF_040790785.1_ASM4079078v1_genomic	NZ_CP161137.1 Borreliella burgdorferi strain Bb16-15-2 plasmid lp28-8, complete sequence	lp28-8
GCF_040790785.1_ASM4079078v1_genomic	NZ_CP161138.1 Borreliella burgdorferi strain Bb16-15-2 plasmid cp26, complete sequence	cp26
GCF_040790785.1_ASM4079078v1_genomic	NZ_CP161139.1 Borreliella burgdorferi strain Bb16-15-2 plasmid lp36, complete sequence	lp36
GCF_040790785.1_ASM4079078v1_genomic	NZ_CP161140.1 Borreliella burgdorferi strain Bb16-15-2 plasmid lp25, complete sequence	lp25
GCF_040790785.1_ASM4079078v1_genomic	NZ_CP161141.1 Borreliella burgdorferi strain Bb16-15-2 plasmid lp56, complete sequence	lp56
GCF_040790785.1_ASM4079078v1_genomic	NZ_CP161142.1 Borreliella burgdorferi strain Bb16-15-2 plasmid lp17, complete sequence	lp17
GCF_040790785.1_ASM4079078v1_genomic	NZ_CP161143.1 Borreliella burgdorferi strain Bb16-15-2 plasmid cp9, complete sequence	cp9
GCF_040790795.1_ASM4079079v1_genomic	NZ_CP161158.1 Borreliella burgdorferi 297 chromosome, complete genome	chromosome
GCF_040790795.1_ASM4079079v1_genomic	NZ_CP161159.1 Borreliella burgdorferi 297 plasmid lp54, complete sequence	lp54
GCF_040790795.1_ASM4079079v1_genomic	NZ_CP161160.1 Borreliella burgdorferi 297 plasmid lp38, complete sequence	lp38
GCF_040790795.1_ASM4079079v1_genomic	NZ_CP161161.1 Borreliella burgdorferi 297 plasmid cp32-4, complete sequence	cp32-2
GCF_040790795.1_ASM4079079v1_genomic	NZ_CP161162.1 Borreliella burgdorferi 297 plasmid cp32-3, complete sequence	cp32-3
GCF_040790795.1_ASM4079079v1_genomic	NZ_CP161163.1 Borreliella burgdorferi 297 plasmid lp28-4, complete sequence	lp28-4
GCF_040790795.1_ASM4079079v1_genomic	NZ_CP161164.1 Borreliella burgdorferi 297 plasmid lp28-3, complete sequence	lp28-3
GCF_040790795.1_ASM4079079v1_genomic	NZ_CP161165.1 Borreliella burgdorferi 297 plasmid lp28-5, complete sequence	lp28-5
GCF_040790795.1_ASM4079079v1_genomic	NZ_CP161166.1 Borreliella burgdorferi 297 plasmid lp28-6, complete sequence	lp28-6
GCF_040790795.1_ASM4079079v1_genomic	NZ_CP161167.1 Borreliella burgdorferi 297 plasmid cp26, complete sequence	cp26
GCF_040790795.1_ASM4079079v1_genomic	NZ_CP161168.1 Borreliella burgdorferi 297 plasmid lp28-1, complete sequence	lp28-1
GCF_040790795.1_ASM4079079v1_genomic	NZ_CP161169.1 Borreliella burgdorferi 297 plasmid lp25, complete sequence	lp25
GCF_040790795.1_ASM4079079v1_genomic	NZ_CP161170.1 Borreliella burgdorferi 297 plasmid lp36, complete sequence	lp36
GCF_040790795.1_ASM4079079v1_genomic	NZ_CP161171.1 Borreliella burgdorferi 297 plasmid cp32-7, complete sequence	cp32-7
GCF_040790795.1_ASM4079079v1_genomic	NZ_CP161172.1 Borreliella burgdorferi 297 plasmid lp17, complete sequence	lp17
GCF_040790795.1_ASM4079079v1_genomic	NZ_CP161173.1 Borreliella burgdorferi 297 plasmid cp32-11, complete sequence	cp32-11
GCF_040790805.1_ASM4079080v1_genomic	NZ_CP161191.1 Borreliella burgdorferi strain B31 chromosome, complete genome	chromosome
GCF_040790805.1_ASM4079080v1_genomic	NZ_CP161192.1 Borreliella burgdorferi strain B31 plasmid lp54, complete sequence	lp54
GCF_040790805.1_ASM4079080v1_genomic	NZ_CP161193.1 Borreliella burgdorferi strain B31 plasmid lp36, complete sequence	lp36
GCF_040790805.1_ASM4079080v1_genomic	NZ_CP161194.1 Borreliella burgdorferi strain B31 plasmid cp32-5, complete sequence	cp32-1+5
GCF_040790805.1_ASM4079080v1_genomic	NZ_CP161195.1 Borreliella burgdorferi strain B31 plasmid cp32-4, complete sequence	cp32-4
GCF_040790805.1_ASM4079080v1_genomic	NZ_CP161196.1 Borreliella burgdorferi strain B31 plasmid lp28-1, complete sequence	lp28-1
GCF_040790805.1_ASM4079080v1_genomic	NZ_CP161197.1 Borreliella burgdorferi strain B31 plasmid lp28-2, complete sequence	lp28-2
GCF_040790805.1_ASM4079080v1_genomic	NZ_CP161198.1 Borreliella burgdorferi strain B31 plasmid lp28-3, complete sequence	lp28-3
GCF_040790805.1_ASM4079080v1_genomic	NZ_CP161199.1 Borreliella burgdorferi strain B31 plasmid cp26, complete sequence	cp26
GCF_040790805.1_ASM4079080v1_genomic	NZ_CP161200.1 Borreliella burgdorferi strain B31 plasmid lp17, complete sequence	lp17
GCF_040790805.1_ASM4079080v1_genomic	NZ_CP161201.1 Borreliella burgdorferi strain B31 plasmid cp32-3, complete sequence	cp32-3
GCF_040790805.1_ASM4079080v1_genomic	NZ_CP161202.1 Borreliella burgdorferi strain B31 plasmid cp32-9, complete sequence	cp32-9
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	NZ_CP161904.1 Borreliella burgdorferi strain PFhe_I chromosome, complete genome	chromosome
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	NZ_CP161905.1 Borreliella burgdorferi strain PFhe_I plasmid cp26, complete sequence	cp26
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	NZ_CP161906.1 Borreliella burgdorferi strain PFhe_I plasmid cp32-5, complete sequence	cp32-1+5
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	NZ_CP161907.1 Borreliella burgdorferi strain PFhe_I plasmid cp32-7, complete sequence	cp32-7
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	NZ_CP161908.1 Borreliella burgdorferi strain PFhe_I plasmid cp32-10, complete sequence	cp32-3+10
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	NZ_CP161909.1 Borreliella burgdorferi strain PFhe_I plasmid cp32-12, complete sequence	cp32-12
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	NZ_CP161910.1 Borreliella burgdorferi strain PFhe_I plasmid lp17, complete sequence	lp17
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	NZ_CP161911.1 Borreliella burgdorferi strain PFhe_I plasmid lp25, complete sequence	lp25
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	NZ_CP161912.1 Borreliella burgdorferi strain PFhe_I plasmid lp28-2, complete sequence	lp28-2
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	NZ_CP161913.1 Borreliella burgdorferi strain PFhe_I plasmid lp28-3	lp28-3
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	NZ_CP161914.1 Borreliella burgdorferi strain PFhe_I plasmid lp28-4, complete sequence	lp28-4
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	NZ_CP161915.1 Borreliella burgdorferi strain PFhe_I plasmid lp28-7	lp28-7
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	NZ_CP161916.1 Borreliella burgdorferi strain PFhe_I plasmid lp28-9, complete sequence	lp28-9
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	NZ_CP161917.1 Borreliella burgdorferi strain PFhe_I plasmid lp36, complete sequence	lp36
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	NZ_CP161918.1 Borreliella burgdorferi strain PFhe_I plasmid lp54, complete sequence	lp54
UCT109H	contig_1 [gcode=11] [topology=linear]	chromosome
UCT109H	contig_10 [gcode=11] [topology=linear]	cp32-5
UCT109H	contig_11 [gcode=11] [topology=linear]	cp32-9
UCT109H	contig_12 [gcode=11] [topology=linear]	cp32-4
UCT109H	contig_13 [gcode=11] [topology=linear]	cp32-3
UCT109H	contig_14 [gcode=11] [topology=linear]	cp32-6
UCT109H	contig_15 [gcode=11] [topology=linear]	lp28-3
UCT109H	contig_16 [gcode=11] [topology=linear]	cp26
UCT109H	contig_17 [gcode=11] [topology=linear]	lp17
UCT109H	contig_2 [gcode=11] [topology=linear]	lp28-2
UCT109H	contig_3 [gcode=11] [topology=linear]	lp54
UCT109H	contig_4 [gcode=11] [topology=linear]	lp56
UCT109H	contig_5 [gcode=11] [topology=linear]	lp38
UCT109H	contig_6 [gcode=11] [topology=linear]	lp36
UCT109H	contig_7 [gcode=11] [topology=linear]	lp28-1
UCT109H	contig_8 [gcode=11] [topology=linear]	lp25
UCT109H	contig_9 [gcode=11] [topology=linear]	cp32-7
UCT110H	contig_1 [gcode=11] [topology=linear]	chromosome
UCT110H	contig_10 [gcode=11] [topology=linear]	cp26
UCT110H	contig_11 [gcode=11] [topology=linear]	lp25
UCT110H	contig_12 [gcode=11] [topology=linear]	lp28-1
UCT110H	contig_13 [gcode=11] [topology=linear]	lp28-6
UCT110H	contig_14 [gcode=11] [topology=linear]	lp17
UCT110H	contig_15 [gcode=11] [topology=linear]	cp32-7
UCT110H	contig_16 [gcode=11] [topology=linear]	cp32-9
UCT110H	contig_17 [gcode=11] [topology=linear]	cp32-3
UCT110H	contig_18 [gcode=11] [topology=linear]	cp32-12
UCT110H	contig_19 [gcode=11] [topology=linear]	chromosome
UCT110H	contig_2 [gcode=11] [topology=linear]	lp54
UCT110H	contig_20 [gcode=11] [topology=linear]	cp32-8
UCT110H	contig_21 [gcode=11] [topology=linear]	cp32-1+5
UCT110H	contig_22 [gcode=11] [topology=linear]	cp32-8
UCT110H	contig_23 [gcode=11] [topology=linear]	cp32-5
UCT110H	contig_24 [gcode=11] [topology=linear]	cp32-5
UCT110H	contig_25 [gcode=11] [topology=linear]	cp32-3
UCT110H	contig_26 [gcode=11] [topology=linear]	cp32-5
UCT110H	contig_27 [gcode=11] [topology=linear]	lp36
UCT110H	contig_3 [gcode=11] [topology=linear]	lp28-3
UCT110H	contig_4 [gcode=11] [topology=linear]	cp32-6
UCT110H	contig_5 [gcode=11] [topology=linear]	cp32-2
UCT110H	contig_6 [gcode=11] [topology=linear]	cp32-11
UCT110H	contig_7 [gcode=11] [topology=linear]	lp38
UCT110H	contig_8 [gcode=11] [topology=linear]	lp28-4
UCT110H	contig_9 [gcode=11] [topology=linear]	lp28-5
UCT113H	contig_1 [gcode=11] [topology=linear]	chromosome
UCT113H	contig_10 [gcode=11] [topology=linear]	lp17
UCT113H	contig_11 [gcode=11] [topology=linear]	lp28-4
UCT113H	contig_12 [gcode=11] [topology=linear]	lp28-5
UCT113H	contig_13 [gcode=11] [topology=linear]	lp28-1
UCT113H	contig_14 [gcode=11] [topology=linear]	lp25
UCT113H	contig_15 [gcode=11] [topology=linear]	cp32-11
UCT113H	contig_16 [gcode=11] [topology=linear]	lp28-4
UCT113H	contig_17 [gcode=11] [topology=linear]	chromosome
UCT113H	contig_18 [gcode=11] [topology=linear]	cp32-12
UCT113H	contig_19 [gcode=11] [topology=linear]	lp25
UCT113H	contig_2 [gcode=11] [topology=linear]	lp54
UCT113H	contig_20 [gcode=11] [topology=linear]	lp28-1
UCT113H	contig_21 [gcode=11] [topology=linear]	cp32-9
UCT113H	contig_22 [gcode=11] [topology=linear]	lp25
UCT113H	contig_23 [gcode=11] [topology=linear]	chromosome
UCT113H	contig_24 [gcode=11] [topology=linear]	lp25
UCT113H	contig_3 [gcode=11] [topology=linear]	cp32-2
UCT113H	contig_4 [gcode=11] [topology=linear]	cp26
UCT113H	contig_5 [gcode=11] [topology=linear]	lp28-6
UCT113H	contig_6 [gcode=11] [topology=linear]	lp28-3
UCT113H	contig_7 [gcode=11] [topology=linear]	lp38
UCT113H	contig_8 [gcode=11] [topology=linear]	cp32-7
UCT113H	contig_9 [gcode=11] [topology=linear]	lp36
UCT124H	contig_1 [gcode=11] [topology=linear]	chromosome
UCT124H	contig_10 [gcode=11] [topology=linear]	lp28-2
UCT124H	contig_11 [gcode=11] [topology=linear]	cp32-6
UCT124H	contig_12 [gcode=11] [topology=linear]	lp28-3
UCT124H	contig_13 [gcode=11] [topology=linear]	cp32-7
UCT124H	contig_14 [gcode=11] [topology=linear]	cp26
UCT124H	contig_15 [gcode=11] [topology=linear]	lp28-5
UCT124H	contig_16 [gcode=11] [topology=linear]	lp28-4
UCT124H	contig_17 [gcode=11] [topology=linear]	lp25
UCT124H	contig_18 [gcode=11] [topology=linear]	lp28-6
UCT124H	contig_19 [gcode=11] [topology=linear]	cp32-9
UCT124H	contig_2 [gcode=11] [topology=linear]	lp54
UCT124H	contig_20 [gcode=11] [topology=linear]	lp17
UCT124H	contig_21 [gcode=11] [topology=linear]	chromosome
UCT124H	contig_22 [gcode=11] [topology=linear]	cp9
UCT124H	contig_23 [gcode=11] [topology=linear]	lp28-1
UCT124H	contig_24 [gcode=11] [topology=linear]	lp17
UCT124H	contig_25 [gcode=11] [topology=linear]	lp28-1
UCT124H	contig_3 [gcode=11] [topology=linear]	lp38
UCT124H	contig_4 [gcode=11] [topology=linear]	lp36
UCT124H	contig_5 [gcode=11] [topology=linear]	cp32-8
UCT124H	contig_6 [gcode=11] [topology=linear]	cp32-11
UCT124H	contig_7 [gcode=11] [topology=linear]	cp32-1
UCT124H	contig_8 [gcode=11] [topology=linear]	cp32-4
UCT124H	contig_9 [gcode=11] [topology=linear]	cp32-3
UCT29H	contig_1 [gcode=11] [topology=linear]	chromosome
UCT29H	contig_10 [gcode=11] [topology=linear]	cp32-9
UCT29H	contig_11 [gcode=11] [topology=linear]	cp32-3
UCT29H	contig_12 [gcode=11] [topology=linear]	cp32-4
UCT29H	contig_13 [gcode=11] [topology=linear]	lp28-2
UCT29H	contig_14 [gcode=11] [topology=linear]	cp32-6
UCT29H	contig_15 [gcode=11] [topology=linear]	chromosome
UCT29H	contig_16 [gcode=11] [topology=linear]	lp28-3
UCT29H	contig_17 [gcode=11] [topology=linear]	lp28-4
UCT29H	contig_18 [gcode=11] [topology=linear]	cp26
UCT29H	contig_19 [gcode=11] [topology=linear]	lp25
UCT29H	contig_2 [gcode=11] [topology=linear]	lp38
UCT29H	contig_20 [gcode=11] [topology=linear]	lp17
UCT29H	contig_21 [gcode=11] [topology=linear]	cp9
UCT29H	contig_22 [gcode=11] [topology=linear]	lp28-4
UCT29H	contig_3 [gcode=11] [topology=linear]	lp54
