assembly_id	contig_id	contig_len	old_call	new_call	category	resolved_call
UCT110H	contig_104 [gcode=11] [topology=linear]	120		unclassified	new_only	unclassified
UCT110H	contig_105 [gcode=11] [topology=linear]	120		unclassified	new_only	unclassified
UCT110H	contig_106 [gcode=11] [topology=linear]	119		unclassified	new_only	unclassified
UCT110H	contig_107 [gcode=11] [topology=linear]	115		unclassified	new_only	unclassified
UCT110H	contig_108 [gcode=11] [topology=linear]	112		unclassified	new_only	unclassified
UCT110H	contig_109 [gcode=11] [topology=linear]	112		unclassified	new_only	unclassified
UCT110H	contig_11 [gcode=11] [topology=linear]	24912	lp25	lp25	exact_match	lp25
UCT110H	contig_110 [gcode=11] [topology=linear]	111		unclassified	new_only	unclassified
UCT110H	contig_111 [gcode=11] [topology=linear]	111		unclassified	new_only	unclassified
UCT110H	contig_112 [gcode=11] [topology=linear]	106		unclassified	new_only	unclassified
UCT110H	contig_113 [gcode=11] [topology=linear]	104		unclassified	new_only	unclassified
UCT110H	contig_114 [gcode=11] [topology=linear]	102		unclassified	new_only	unclassified
UCT110H	contig_12 [gcode=11] [topology=linear]	24648	lp28-1	lp28-1	exact_match	lp28-1
UCT110H	contig_13 [gcode=11] [topology=linear]	24335	lp28-6	lp28-6	exact_match	lp28-6
UCT110H	contig_14 [gcode=11] [topology=linear]	21482	lp17	lp17*	annotation_suffix	lp17
UCT110H	contig_15 [gcode=11] [topology=linear]	21164	cp32-7	cp32-7	exact_match	cp32-7
UCT110H	contig_16 [gcode=11] [topology=linear]	21160	cp32-9	cp32-9	exact_match	cp32-9
UCT110H	contig_17 [gcode=11] [topology=linear]	7678	cp32-3	cp32-3	exact_match	cp32-3
UCT110H	contig_18 [gcode=11] [topology=linear]	6008	cp32-12	cp32-12	exact_match	cp32-12
UCT110H	contig_19 [gcode=11] [topology=linear]	4449	chromosome	lp21	manual_override	lp21
UCT110H	contig_2 [gcode=11] [topology=linear]	53776	lp54	lp54	exact_match	lp54
UCT110H	contig_20 [gcode=11] [topology=linear]	3015	cp32-8	cp32-8	exact_match	cp32-8
UCT110H	contig_21 [gcode=11] [topology=linear]	2758	cp32-1+5	cp32-1+5	exact_match	cp32-1+5
UCT110H	contig_22 [gcode=11] [topology=linear]	2042	cp32-8	cp32-8	exact_match	cp32-8
UCT110H	contig_23 [gcode=11] [topology=linear]	1616	cp32-5	cp32-5	exact_match	cp32-5
UCT110H	contig_24 [gcode=11] [topology=linear]	1304	cp32-5	cp32-5	exact_match	cp32-5
UCT110H	contig_25 [gcode=11] [topology=linear]	1111	cp32-3	cp32-3	exact_match	cp32-3
UCT110H	contig_26 [gcode=11] [topology=linear]	1036	cp32-5	cp32-12	same_family_tiebreak	cp32-5
UCT110H	contig_27 [gcode=11] [topology=linear]	1000	lp36	lp28-3	different	lp36
UCT110H	contig_28 [gcode=11] [topology=linear]	956		lp28-11	new_only	lp28-11
UCT110H	contig_29 [gcode=11] [topology=linear]	926		cp32-11	new_only	cp32-11
UCT110H	contig_3 [gcode=11] [topology=linear]	53600	lp28-3	lp28-3:::lp36	extra_annotation	lp28-3
UCT110H	contig_30 [gcode=11] [topology=linear]	833		cp32-7	new_only	cp32-7
UCT110H	contig_31 [gcode=11] [topology=linear]	805		cp32-7	new_only	cp32-7
UCT110H	contig_32 [gcode=11] [topology=linear]	796		cp32-5	new_only	cp32-5
UCT110H	contig_33 [gcode=11] [topology=linear]	753		lp28-6	new_only	lp28-6
UCT110H	contig_34 [gcode=11] [topology=linear]	749		cp32-3	new_only	cp32-3
UCT110H	contig_35 [gcode=11] [topology=linear]	740		cp32-8	new_only	cp32-8
UCT110H	contig_36 [gcode=11] [topology=linear]	710		cp32-5	new_only	cp32-5
UCT110H	contig_37 [gcode=11] [topology=linear]	705		cp32-5	new_only	cp32-5
UCT110H	contig_38 [gcode=11] [topology=linear]	675		cp32-3	new_only	cp32-3
UCT110H	contig_39 [gcode=11] [topology=linear]	604		cp32-3	new_only	cp32-3
UCT110H	contig_4 [gcode=11] [topology=linear]	30604	cp32-6	cp32-6	exact_match	cp32-6
UCT110H	contig_40 [gcode=11] [topology=linear]	596		cp32-5	new_only	cp32-5
UCT110H	contig_41 [gcode=11] [topology=linear]	593		cp32-3	new_only	cp32-3
UCT110H	contig_42 [gcode=11] [topology=linear]	587		cp32-9	new_only	cp32-9
UCT110H	contig_43 [gcode=11] [topology=linear]	500		cp32-8	new_only	cp32-8
UCT110H	contig_44 [gcode=11] [topology=linear]	489		cp32-12	new_only	cp32-12
UCT110H	contig_45 [gcode=11] [topology=linear]	463		cp32-11	new_only	cp32-11
UCT110H	contig_46 [gcode=11] [topology=linear]	450		cp32-2	new_only	cp32-2
UCT110H	contig_47 [gcode=11] [topology=linear]	448		cp32-12	new_only	cp32-12
UCT110H	contig_48 [gcode=11] [topology=linear]	427		cp32-8	new_only	cp32-8
UCT110H	contig_49 [gcode=11] [topology=linear]	424		cp32-8	new_only	cp32-8
UCT110H	contig_5 [gcode=11] [topology=linear]	30301	cp32-2	cp32-2	exact_match	cp32-2
UCT110H	contig_50 [gcode=11] [topology=linear]	424		cp32-3	new_only	cp32-3
UCT110H	contig_51 [gcode=11] [topology=linear]	420		cp32-3	new_only	cp32-3
UCT110H	contig_52 [gcode=11] [topology=linear]	416		lp28-1	new_only	lp28-1
UCT110H	contig_53 [gcode=11] [topology=linear]	413		cp32-11	new_only	cp32-11
UCT110H	contig_54 [gcode=11] [topology=linear]	410		cp32-5	new_only	cp32-5
UCT110H	contig_55 [gcode=11] [topology=linear]	408		cp32-5	new_only	cp32-5
UCT110H	contig_56 [gcode=11] [topology=linear]	398		cp32-11	new_only	cp32-11
UCT110H	contig_57 [gcode=11] [topology=linear]	389		chromosome	new_only	chromosome
UCT110H	contig_58 [gcode=11] [topology=linear]	387		lp28-1	new_only	lp28-1
UCT110H	contig_59 [gcode=11] [topology=linear]	385		cp32-5	new_only	cp32-5
UCT110H	contig_6 [gcode=11] [topology=linear]	30283	cp32-11	cp32-11	exact_match	cp32-11
UCT110H	contig_60 [gcode=11] [topology=linear]	347		cp32-5	new_only	cp32-5
UCT110H	contig_61 [gcode=11] [topology=linear]	347		cp32-12	new_only	cp32-12
UCT110H	contig_62 [gcode=11] [topology=linear]	333		cp32-11	new_only	cp32-11
UCT110H	contig_63 [gcode=11] [topology=linear]	331		lp28-6	new_only	lp28-6
UCT110H	contig_64 [gcode=11] [topology=linear]	317		cp32-9	new_only	cp32-9
UCT110H	contig_65 [gcode=11] [topology=linear]	315		cp32-8	new_only	cp32-8
UCT110H	contig_66 [gcode=11] [topology=linear]	303		cp32-3	new_only	cp32-3
UCT110H	contig_67 [gcode=11] [topology=linear]	302		cp32-6	new_only	cp32-6
UCT110H	contig_68 [gcode=11] [topology=linear]	262		cp32-12	new_only	cp32-12
UCT110H	contig_69 [gcode=11] [topology=linear]	260		cp32-6	new_only	cp32-6
UCT110H	contig_7 [gcode=11] [topology=linear]	30250	lp38	lp38	exact_match	lp38
UCT110H	contig_70 [gcode=11] [topology=linear]	249		chromosome	new_only	chromosome
UCT110H	contig_71 [gcode=11] [topology=linear]	247		cp32-10	new_only	cp32-10
UCT110H	contig_72 [gcode=11] [topology=linear]	240		lp28-6	new_only	lp28-6
UCT110H	contig_73 [gcode=11] [topology=linear]	235		lp38	new_only	lp38
UCT110H	contig_74 [gcode=11] [topology=linear]	221		cp32-7	new_only	cp32-7
UCT110H	contig_75 [gcode=11] [topology=linear]	216		cp32-6	new_only	cp32-6
UCT110H	contig_76 [gcode=11] [topology=linear]	215		cp32-11	new_only	cp32-11
UCT110H	contig_77 [gcode=11] [topology=linear]	211		lp28-3	new_only	lp28-3
UCT110H	contig_78 [gcode=11] [topology=linear]	210		cp32-8	new_only	cp32-8
UCT110H	contig_79 [gcode=11] [topology=linear]	206		cp32-8	new_only	cp32-8
UCT110H	contig_8 [gcode=11] [topology=linear]	28983	lp28-4	lp28-4	exact_match	lp28-4
UCT110H	contig_80 [gcode=11] [topology=linear]	188		unclassified	new_only	unclassified
UCT110H	contig_81 [gcode=11] [topology=linear]	187		unclassified	new_only	unclassified
UCT110H	contig_82 [gcode=11] [topology=linear]	187		unclassified	new_only	unclassified
UCT110H	contig_83 [gcode=11] [topology=linear]	183		unclassified	new_only	unclassified
UCT110H	contig_84 [gcode=11] [topology=linear]	176		unclassified	new_only	unclassified
UCT110H	contig_85 [gcode=11] [topology=linear]	166		unclassified	new_only	unclassified
UCT110H	contig_86 [gcode=11] [topology=linear]	165		unclassified	new_only	unclassified
UCT110H	contig_87 [gcode=11] [topology=linear]	165		unclassified	new_only	unclassified
UCT110H	contig_88 [gcode=11] [topology=linear]	161		unclassified	new_only	unclassified
UCT110H	contig_89 [gcode=11] [topology=linear]	161		unclassified	new_only	unclassified
UCT110H	contig_9 [gcode=11] [topology=linear]	27804	lp28-5	lp28-5	exact_match	lp28-5
UCT110H	contig_90 [gcode=11] [topology=linear]	158		unclassified	new_only	unclassified
UCT110H	contig_91 [gcode=11] [topology=linear]	157		unclassified	new_only	unclassified
UCT110H	contig_92 [gcode=11] [topology=linear]	155		unclassified	new_only	unclassified
UCT110H	contig_93 [gcode=11] [topology=linear]	150		unclassified	new_only	unclassified
UCT110H	contig_94 [gcode=11] [topology=linear]	146		unclassified	new_only	unclassified
UCT110H	contig_95 [gcode=11] [topology=linear]	138		unclassified	new_only	unclassified
UCT110H	contig_96 [gcode=11] [topology=linear]	132		unclassified	new_only	unclassified
UCT110H	contig_97 [gcode=11] [topology=linear]	130		unclassified	new_only	unclassified
UCT110H	contig_98 [gcode=11] [topology=linear]	129		unclassified	new_only	unclassified
UCT110H	contig_99 [gcode=11] [topology=linear]	129		unclassified	new_only	unclassified
UCT113H	contig_1 [gcode=11] [topology=linear]	905788	chromosome	chromosome	exact_match	chromosome
UCT113H	contig_10 [gcode=11] [topology=linear]	19970	lp17	lp17	exact_match	lp17
UCT113H	contig_100 [gcode=11] [topology=linear]	287		cp32-8	new_only	cp32-8
UCT113H	contig_101 [gcode=11] [topology=linear]	286		cp32-12	new_only	cp32-12
UCT113H	contig_102 [gcode=11] [topology=linear]	286		cp32-8	new_only	cp32-8
UCT113H	contig_103 [gcode=11] [topology=linear]	280		lp21	new_only	lp21
UCT113H	contig_104 [gcode=11] [topology=linear]	276		cp32-6	new_only	cp32-6
UCT113H	contig_105 [gcode=11] [topology=linear]	263		lp28-3	new_only	lp28-3
UCT113H	contig_106 [gcode=11] [topology=linear]	263		cp32-10	new_only	cp32-10
UCT113H	contig_107 [gcode=11] [topology=linear]	261		cp32-1	new_only	cp32-1
UCT113H	contig_108 [gcode=11] [topology=linear]	248		cp32-11	new_only	cp32-11
UCT113H	contig_109 [gcode=11] [topology=linear]	246		lp28-6	new_only	lp28-6
UCT113H	contig_11 [gcode=11] [topology=linear]	19792	lp28-4	lp28-4	exact_match	lp28-4
UCT113H	contig_110 [gcode=11] [topology=linear]	244		cp32-7	new_only	cp32-7
UCT113H	contig_111 [gcode=11] [topology=linear]	244		cp32-8	new_only	cp32-8
UCT113H	contig_112 [gcode=11] [topology=linear]	242		cp32-4	new_only	cp32-4
UCT113H	contig_113 [gcode=11] [topology=linear]	240		lp36	new_only	lp36
UCT113H	contig_114 [gcode=11] [topology=linear]	238		lp28-5	new_only	lp28-5
UCT113H	contig_115 [gcode=11] [topology=linear]	236		cp32-5	new_only	cp32-5
UCT113H	contig_116 [gcode=11] [topology=linear]	234		lp56	new_only	lp56
UCT113H	contig_117 [gcode=11] [topology=linear]	232		cp32-2	new_only	cp32-2
UCT113H	contig_118 [gcode=11] [topology=linear]	231		lp38	new_only	lp38
UCT113H	contig_119 [gcode=11] [topology=linear]	222		cp32-8	new_only	cp32-8
UCT113H	contig_12 [gcode=11] [topology=linear]	17358	lp28-5	lp28-5	exact_match	lp28-5
UCT113H	contig_120 [gcode=11] [topology=linear]	216		cp32-11	new_only	cp32-11
UCT113H	contig_121 [gcode=11] [topology=linear]	216		lp21-cp9	new_only	lp21-cp9
UCT113H	contig_122 [gcode=11] [topology=linear]	216		cp32-1	new_only	cp32-1
UCT113H	contig_123 [gcode=11] [topology=linear]	209		cp32-3	new_only	cp32-3
UCT113H	contig_124 [gcode=11] [topology=linear]	207		cp32-8	new_only	cp32-8
UCT113H	contig_125 [gcode=11] [topology=linear]	206		cp32-3	new_only	cp32-3
UCT113H	contig_126 [gcode=11] [topology=linear]	204		cp32-6	new_only	cp32-6
UCT113H	contig_127 [gcode=11] [topology=linear]	197		cp32-6	new_only	cp32-6
UCT113H	contig_128 [gcode=11] [topology=linear]	196		unclassified	new_only	unclassified
UCT113H	contig_129 [gcode=11] [topology=linear]	196		unclassified	new_only	unclassified
UCT113H	contig_13 [gcode=11] [topology=linear]	15131	lp28-1	lp28-1	exact_match	lp28-1
UCT113H	contig_130 [gcode=11] [topology=linear]	192		unclassified	new_only	unclassified
UCT113H	contig_131 [gcode=11] [topology=linear]	189		unclassified	new_only	unclassified
UCT113H	contig_132 [gcode=11] [topology=linear]	189		unclassified	new_only	unclassified
UCT113H	contig_133 [gcode=11] [topology=linear]	188		unclassified	new_only	unclassified
UCT113H	contig_134 [gcode=11] [topology=linear]	188		unclassified	new_only	unclassified
UCT113H	contig_135 [gcode=11] [topology=linear]	187		unclassified	new_only	unclassified
UCT113H	contig_136 [gcode=11] [topology=linear]	186		unclassified	new_only	unclassified
UCT113H	contig_137 [gcode=11] [topology=linear]	186		unclassified	new_only	unclassified
UCT113H	contig_138 [gcode=11] [topology=linear]	186		unclassified	new_only	unclassified
UCT113H	contig_139 [gcode=11] [topology=linear]	186		unclassified	new_only	unclassified
UCT113H	contig_14 [gcode=11] [topology=linear]	8973	lp25	lp25	exact_match	lp25
UCT113H	contig_140 [gcode=11] [topology=linear]	184		unclassified	new_only	unclassified
UCT113H	contig_141 [gcode=11] [topology=linear]	183		unclassified	new_only	unclassified
UCT113H	contig_142 [gcode=11] [topology=linear]	182		unclassified	new_only	unclassified
UCT113H	contig_143 [gcode=11] [topology=linear]	180		unclassified	new_only	unclassified
UCT113H	contig_144 [gcode=11] [topology=linear]	178		unclassified	new_only	unclassified
UCT113H	contig_145 [gcode=11] [topology=linear]	175		unclassified	new_only	unclassified
UCT113H	contig_146 [gcode=11] [topology=linear]	171		unclassified	new_only	unclassified
UCT113H	contig_147 [gcode=11] [topology=linear]	170		unclassified	new_only	unclassified
UCT113H	contig_148 [gcode=11] [topology=linear]	169		unclassified	new_only	unclassified
UCT113H	contig_149 [gcode=11] [topology=linear]	169		unclassified	new_only	unclassified
UCT113H	contig_15 [gcode=11] [topology=linear]	7513	cp32-11	cp32-11	exact_match	cp32-11
UCT113H	contig_150 [gcode=11] [topology=linear]	168		unclassified	new_only	unclassified
UCT113H	contig_151 [gcode=11] [topology=linear]	168		unclassified	new_only	unclassified
UCT113H	contig_152 [gcode=11] [topology=linear]	168		unclassified	new_only	unclassified
UCT113H	contig_153 [gcode=11] [topology=linear]	166		unclassified	new_only	unclassified
UCT113H	contig_154 [gcode=11] [topology=linear]	165		unclassified	new_only	unclassified
UCT113H	contig_155 [gcode=11] [topology=linear]	164		unclassified	new_only	unclassified
UCT113H	contig_156 [gcode=11] [topology=linear]	163		unclassified	new_only	unclassified
UCT113H	contig_157 [gcode=11] [topology=linear]	160		unclassified	new_only	unclassified
UCT113H	contig_158 [gcode=11] [topology=linear]	159		unclassified	new_only	unclassified
UCT113H	contig_159 [gcode=11] [topology=linear]	159		unclassified	new_only	unclassified
UCT113H	contig_16 [gcode=11] [topology=linear]	5735	lp28-4	lp28-4	exact_match	lp28-4
UCT113H	contig_160 [gcode=11] [topology=linear]	157		unclassified	new_only	unclassified
UCT113H	contig_161 [gcode=11] [topology=linear]	156		unclassified	new_only	unclassified
UCT113H	contig_162 [gcode=11] [topology=linear]	156		unclassified	new_only	unclassified
UCT113H	contig_163 [gcode=11] [topology=linear]	155		unclassified	new_only	unclassified
UCT113H	contig_164 [gcode=11] [topology=linear]	155		unclassified	new_only	unclassified
UCT113H	contig_165 [gcode=11] [topology=linear]	154		unclassified	new_only	unclassified
UCT113H	contig_166 [gcode=11] [topology=linear]	152		unclassified	new_only	unclassified
UCT113H	contig_167 [gcode=11] [topology=linear]	151		unclassified	new_only	unclassified
UCT113H	contig_168 [gcode=11] [topology=linear]	149		unclassified	new_only	unclassified
UCT113H	contig_169 [gcode=11] [topology=linear]	149		unclassified	new_only	unclassified
UCT113H	contig_17 [gcode=11] [topology=linear]	3168	chromosome	lp21-cp9	manual_override	chromosome
UCT113H	contig_170 [gcode=11] [topology=linear]	149		unclassified	new_only	unclassified
UCT113H	contig_171 [gcode=11] [topology=linear]	148		unclassified	new_only	unclassified
UCT113H	contig_172 [gcode=11] [topology=linear]	147		unclassified	new_only	unclassified
UCT113H	contig_173 [gcode=11] [topology=linear]	146		unclassified	new_only	unclassified
UCT113H	contig_174 [gcode=11] [topology=linear]	145		unclassified	new_only	unclassified
UCT113H	contig_175 [gcode=11] [topology=linear]	145		unclassified	new_only	unclassified
UCT113H	contig_176 [gcode=11] [topology=linear]	143		unclassified	new_only	unclassified
UCT113H	contig_177 [gcode=11] [topology=linear]	143		unclassified	new_only	unclassified
UCT113H	contig_178 [gcode=11] [topology=linear]	140		unclassified	new_only	unclassified
UCT113H	contig_179 [gcode=11] [topology=linear]	140		unclassified	new_only	unclassified
UCT113H	contig_18 [gcode=11] [topology=linear]	1930	cp32-12	cp32-12	exact_match	cp32-12
UCT113H	contig_180 [gcode=11] [topology=linear]	140		unclassified	new_only	unclassified
UCT113H	contig_181 [gcode=11] [topology=linear]	140		unclassified	new_only	unclassified
UCT113H	contig_182 [gcode=11] [topology=linear]	140		unclassified	new_only	unclassified
UCT113H	contig_183 [gcode=11] [topology=linear]	139		unclassified	new_only	unclassified
UCT113H	contig_184 [gcode=11] [topology=linear]	138		unclassified	new_only	unclassified
UCT113H	contig_185 [gcode=11] [topology=linear]	137		unclassified	new_only	unclassified
UCT113H	contig_186 [gcode=11] [topology=linear]	135		unclassified	new_only	unclassified
UCT113H	contig_187 [gcode=11] [topology=linear]	135		unclassified	new_only	unclassified
UCT113H	contig_188 [gcode=11] [topology=linear]	135		unclassified	new_only	unclassified
UCT113H	contig_189 [gcode=11] [topology=linear]	135		unclassified	new_only	unclassified
UCT113H	contig_19 [gcode=11] [topology=linear]	1691	lp25	lp25	exact_match	lp25
UCT113H	contig_190 [gcode=11] [topology=linear]	133		unclassified	new_only	unclassified
UCT113H	contig_191 [gcode=11] [topology=linear]	132		unclassified	new_only	unclassified
UCT113H	contig_192 [gcode=11] [topology=linear]	132		unclassified	new_only	unclassified
UCT113H	contig_193 [gcode=11] [topology=linear]	131		unclassified	new_only	unclassified
UCT113H	contig_194 [gcode=11] [topology=linear]	131		unclassified	new_only	unclassified
UCT113H	contig_195 [gcode=11] [topology=linear]	131		unclassified	new_only	unclassified
UCT113H	contig_196 [gcode=11] [topology=linear]	130		unclassified	new_only	unclassified
UCT113H	contig_197 [gcode=11] [topology=linear]	130		unclassified	new_only	unclassified
UCT113H	contig_198 [gcode=11] [topology=linear]	129		unclassified	new_only	unclassified
UCT113H	contig_199 [gcode=11] [topology=linear]	129		unclassified	new_only	unclassified
UCT113H	contig_2 [gcode=11] [topology=linear]	55500	lp54	lp54	exact_match	lp54
UCT113H	contig_20 [gcode=11] [topology=linear]	1378	lp28-1	lp28-1	exact_match	lp28-1
UCT113H	contig_200 [gcode=11] [topology=linear]	128		unclassified	new_only	unclassified
UCT113H	contig_201 [gcode=11] [topology=linear]	128		unclassified	new_only	unclassified
UCT113H	contig_202 [gcode=11] [topology=linear]	128		unclassified	new_only	unclassified
UCT113H	contig_203 [gcode=11] [topology=linear]	127		unclassified	new_only	unclassified
UCT113H	contig_204 [gcode=11] [topology=linear]	127		unclassified	new_only	unclassified
UCT113H	contig_205 [gcode=11] [topology=linear]	127		unclassified	new_only	unclassified
UCT113H	contig_206 [gcode=11] [topology=linear]	127		unclassified	new_only	unclassified
UCT113H	contig_207 [gcode=11] [topology=linear]	127		unclassified	new_only	unclassified
UCT113H	contig_208 [gcode=11] [topology=linear]	127		unclassified	new_only	unclassified
UCT113H	contig_209 [gcode=11] [topology=linear]	126		unclassified	new_only	unclassified
UCT113H	contig_21 [gcode=11] [topology=linear]	1171	cp32-9	cp32-9	exact_match	cp32-9
UCT113H	contig_210 [gcode=11] [topology=linear]	126		unclassified	new_only	unclassified
UCT113H	contig_211 [gcode=11] [topology=linear]	125		unclassified	new_only	unclassified
UCT113H	contig_212 [gcode=11] [topology=linear]	123		unclassified	new_only	unclassified
UCT113H	contig_213 [gcode=11] [topology=linear]	123		unclassified	new_only	unclassified
UCT113H	contig_214 [gcode=11] [topology=linear]	122		unclassified	new_only	unclassified
UCT113H	contig_215 [gcode=11] [topology=linear]	122		unclassified	new_only	unclassified
UCT113H	contig_216 [gcode=11] [topology=linear]	122		unclassified	new_only	unclassified
UCT113H	contig_217 [gcode=11] [topology=linear]	121		unclassified	new_only	unclassified
UCT113H	contig_218 [gcode=11] [topology=linear]	121		unclassified	new_only	unclassified
UCT113H	contig_219 [gcode=11] [topology=linear]	120		unclassified	new_only	unclassified
UCT113H	contig_22 [gcode=11] [topology=linear]	1146	lp25	lp25	exact_match	lp25
UCT113H	contig_220 [gcode=11] [topology=linear]	120		unclassified	new_only	unclassified
UCT113H	contig_221 [gcode=11] [topology=linear]	118		unclassified	new_only	unclassified
UCT113H	contig_222 [gcode=11] [topology=linear]	118		unclassified	new_only	unclassified
UCT113H	contig_223 [gcode=11] [topology=linear]	118		unclassified	new_only	unclassified
UCT113H	contig_224 [gcode=11] [topology=linear]	116		unclassified	new_only	unclassified
UCT113H	contig_225 [gcode=11] [topology=linear]	116		unclassified	new_only	unclassified
UCT113H	contig_226 [gcode=11] [topology=linear]	116		unclassified	new_only	unclassified
UCT113H	contig_227 [gcode=11] [topology=linear]	115		unclassified	new_only	unclassified
UCT113H	contig_228 [gcode=11] [topology=linear]	115		unclassified	new_only	unclassified
UCT113H	contig_229 [gcode=11] [topology=linear]	114		unclassified	new_only	unclassified
UCT113H	contig_23 [gcode=11] [topology=linear]	1107	chromosome	chromosome	exact_match	chromosome
UCT113H	contig_230 [gcode=11] [topology=linear]	113		unclassified	new_only	unclassified
UCT113H	contig_231 [gcode=11] [topology=linear]	113		unclassified	new_only	unclassified
UCT113H	contig_232 [gcode=11] [topology=linear]	113		unclassified	new_only	unclassified
UCT113H	contig_233 [gcode=11] [topology=linear]	113		unclassified	new_only	unclassified
UCT113H	contig_234 [gcode=11] [topology=linear]	112		unclassified	new_only	unclassified
UCT113H	contig_235 [gcode=11] [topology=linear]	112		unclassified	new_only	unclassified
UCT113H	contig_236 [gcode=11] [topology=linear]	112		unclassified	new_only	unclassified
UCT113H	contig_237 [gcode=11] [topology=linear]	111		unclassified	new_only	unclassified
UCT113H	contig_238 [gcode=11] [topology=linear]	111		unclassified	new_only	unclassified
UCT113H	contig_239 [gcode=11] [topology=linear]	110		unclassified	new_only	unclassified
UCT113H	contig_24 [gcode=11] [topology=linear]	1054	lp25	lp25	exact_match	lp25
UCT113H	contig_240 [gcode=11] [topology=linear]	110		unclassified	new_only	unclassified
UCT113H	contig_241 [gcode=11] [topology=linear]	109		unclassified	new_only	unclassified
UCT113H	contig_242 [gcode=11] [topology=linear]	109		unclassified	new_only	unclassified
UCT113H	contig_243 [gcode=11] [topology=linear]	108		unclassified	new_only	unclassified
UCT113H	contig_244 [gcode=11] [topology=linear]	108		unclassified	new_only	unclassified
UCT113H	contig_245 [gcode=11] [topology=linear]	107		unclassified	new_only	unclassified
UCT113H	contig_246 [gcode=11] [topology=linear]	107		unclassified	new_only	unclassified
UCT113H	contig_247 [gcode=11] [topology=linear]	104		unclassified	new_only	unclassified
UCT113H	contig_248 [gcode=11] [topology=linear]	104		unclassified	new_only	unclassified
UCT113H	contig_249 [gcode=11] [topology=linear]	103		unclassified	new_only	unclassified
UCT113H	contig_25 [gcode=11] [topology=linear]	970		lp36	new_only	lp36
UCT113H	contig_250 [gcode=11] [topology=linear]	102		unclassified	new_only	unclassified
UCT113H	contig_251 [gcode=11] [topology=linear]	102		unclassified	new_only	unclassified
UCT113H	contig_252 [gcode=11] [topology=linear]	102		unclassified	new_only	unclassified
UCT113H	contig_253 [gcode=11] [topology=linear]	101		unclassified	new_only	unclassified
UCT113H	contig_26 [gcode=11] [topology=linear]	912		cp32-6	new_only	cp32-6
UCT113H	contig_27 [gcode=11] [topology=linear]	907		cp32-1	new_only	cp32-1
UCT113H	contig_28 [gcode=11] [topology=linear]	887		chromosome	new_only	chromosome
UCT113H	contig_29 [gcode=11] [topology=linear]	886		lp28-5	new_only	lp28-5
UCT113H	contig_3 [gcode=11] [topology=linear]	30301	cp32-2	cp32-2	exact_match	cp32-2
UCT113H	contig_30 [gcode=11] [topology=linear]	858		lp28-1	new_only	lp28-1
UCT113H	contig_31 [gcode=11] [topology=linear]	825		cp32-8	new_only	cp32-8
UCT113H	contig_32 [gcode=11] [topology=linear]	823		cp32-11	new_only	cp32-11
UCT113H	contig_33 [gcode=11] [topology=linear]	802		cp32-12	new_only	cp32-12
UCT113H	contig_34 [gcode=11] [topology=linear]	753		lp25	new_only	lp25
UCT113H	contig_35 [gcode=11] [topology=linear]	752		lp38	new_only	lp38
UCT113H	contig_36 [gcode=11] [topology=linear]	748		lp25	new_only	lp25
UCT113H	contig_37 [gcode=11] [topology=linear]	735		cp32-3	new_only	cp32-3
UCT113H	contig_38 [gcode=11] [topology=linear]	722		cp32-8	new_only	cp32-8
UCT113H	contig_39 [gcode=11] [topology=linear]	722		cp32-4	new_only	cp32-4
UCT113H	contig_4 [gcode=11] [topology=linear]	26521	cp26	cp26	exact_match	cp26
UCT113H	contig_40 [gcode=11] [topology=linear]	678		cp32-12	new_only	cp32-12
UCT113H	contig_41 [gcode=11] [topology=linear]	645		cp32-9	new_only	cp32-9
UCT113H	contig_42 [gcode=11] [topology=linear]	625		cp32-1	new_only	cp32-1
UCT113H	contig_43 [gcode=11] [topology=linear]	619		chromosome	new_only	chromosome
UCT113H	contig_44 [gcode=11] [topology=linear]	608		cp32-5+1	new_only	cp32-5+1
UCT113H	contig_45 [gcode=11] [topology=linear]	598		lp28-4	new_only	lp28-4
UCT113H	contig_46 [gcode=11] [topology=linear]	596		cp32-12	new_only	cp32-12
UCT113H	contig_47 [gcode=11] [topology=linear]	591		cp32-8	new_only	cp32-8
UCT113H	contig_48 [gcode=11] [topology=linear]	581		cp32-9	new_only	cp32-9
UCT113H	contig_49 [gcode=11] [topology=linear]	578		cp32-9	new_only	cp32-9
UCT113H	contig_5 [gcode=11] [topology=linear]	25054	lp28-6	lp28-6	exact_match	lp28-6
UCT113H	contig_50 [gcode=11] [topology=linear]	577		cp32-12	new_only	cp32-12
UCT113H	contig_51 [gcode=11] [topology=linear]	551		lp28-5	new_only	lp28-5
UCT113H	contig_52 [gcode=11] [topology=linear]	544		cp32-3	new_only	cp32-3
UCT113H	contig_53 [gcode=11] [topology=linear]	540		cp32-4	new_only	cp32-4
UCT113H	contig_54 [gcode=11] [topology=linear]	520		cp32-9	new_only	cp32-9
UCT113H	contig_55 [gcode=11] [topology=linear]	520		cp32-11	new_only	cp32-11
UCT113H	contig_56 [gcode=11] [topology=linear]	518		lp56	new_only	lp56
UCT113H	contig_57 [gcode=11] [topology=linear]	516		chromosome	new_only	chromosome
UCT113H	contig_58 [gcode=11] [topology=linear]	513		lp25	new_only	lp25
UCT113H	contig_59 [gcode=11] [topology=linear]	512		cp32-5-1	new_only	cp32-5-1
UCT113H	contig_6 [gcode=11] [topology=linear]	24972	lp28-3	lp28-3	exact_match	lp28-3
