assembly_id	contig_id	contig_len	old_call	new_call	plasmid_name_pf32	plasmid_name_wp	resolved_call	override_call	category	action	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	overall_percent_identity_wp	query_coverage_percent_wp	ref_length_wp	ref_covered_length_wp	wp_ref_cov_pct
UNY1083P	contig_2 [gcode=11] [topology=linear]	56357	lp25	lp28-4:::lp25	lp28-4	lp28-4	lp25		extra_annotation	REVIEW - primary differs from 10.2	100	1.3290274500062105	749	97.43097433678577	55.83157371755062	30096	30095	100
URI88H	contig_3 [gcode=11] [topology=linear]	54954	lp28-1	lp28-1:::lp28-7	lp28-1	lp28-7	lp28-1		extra_annotation	KEEP	100	1.3847945554463734	761	98.65892393	56.68195217818539	29993	29720	99.1
UCT110H	contig_3 [gcode=11] [topology=linear]	53600	lp28-3	lp28-3:::lp36	lp28-3	lp28-3	lp28-3		extra_annotation	KEEP	100	1.4029850746268655	752	98.09979159004536	57.832089552238806	28768	28295	98.4
URI88H	contig_5 [gcode=11] [topology=linear]	53592	lp28-3	lp28-3:::lp36	lp28-3	lp28-3	lp28-3		extra_annotation	KEEP	100	1.4031945066427824	752	97.45842294992578	58.51246454694731	28797	28170	97.8
UCT30H	contig_4 [gcode=11] [topology=linear]	53480	lp28-6	lp28-6:::lp28-5	lp28-6	lp28-5	lp28-6		extra_annotation	KEEP	100	1.406133133881825	752	99.75899624696446	51.49401645474944	27673	27672	100
URI47H	contig_4 [gcode=11] [topology=linear]	52987	lp25	lp25:::lp28-4	lp28-4	lp28-4	lp25		extra_annotation	KEEP	100	1.4135542680280069	749	98.20111798287346	55.124841942363226	29501	27705	93.9
UCT32H	contig_3 [gcode=11] [topology=linear]	52605	lp28-3	lp28-3:::lp36	lp28-3	lp28-3	lp28-3		extra_annotation	KEEP	100	1.4295219085638249	752	98.04002149653842	57.03450242372398	28768	27300	94.9
URI46H	contig_4 [gcode=11] [topology=linear]	52605	lp28-3	lp28-3:::lp36	lp28-3	lp28-3	lp28-3		extra_annotation	KEEP	100	1.4295219085638249	752	98.04002149653842	57.03450242372398	28768	27300	94.9
UCT30H	contig_5 [gcode=11] [topology=linear]	52259	lp28-1	lp28-1:::lp28-5	lp28-1	lp28-5	lp28-1		extra_annotation	KEEP	100	1.4562084999712968	761	98.00979017764806	50.687919784152015	27342	25999	95.1
ESI26H	contig_3 [gcode=11] [topology=linear]	51152	lp28-9	lp28-9:::lp28-7	lp28-9	lp28-9	lp28-9		extra_annotation	KEEP	100	1.487722865186112	761	97.98556124825338	83.35744447919924	28200	28199	100
URI93H	contig_3 [gcode=11] [topology=linear]	50256	lp17	lp17:::lp28-3	lp28-3	lp28-3	lp17		extra_annotation	KEEP	100	1.496338745622413	752	99.52567222102442	61.94882203120026	28601	28491	99.6
UCT35H	contig_4 [gcode=11] [topology=linear]	50141	lp28-1	lp28-1:::lp36	lp28-1	lp36	lp28-1		extra_annotation	KEEP	100	1.487804391615644	746	97.49596962920587	68.89172533455655	28234	27383	97
ESI403H	contig_3 [gcode=11] [topology=linear]	50015	lp17	lp17:::lp28-3	lp28-3	lp28-3	lp17		extra_annotation	KEEP	100	1.5035489353194045	752	99.43845080488718	56.07517744676597	28601	27535	96.3
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	"NZ_CP161908.1 Borreliella burgdorferi strain PFhe_I plasmid cp32-10, complete sequence"	47043	cp32-3+10	cp32-3+10:::cp32-6	cp32-3+10	cp32-3+10	cp32-3+10		extra_annotation	KEEP	100	1.598537508237145	752	93.18536500780304	91.60342665	48168	43988	91.3
URI48H	contig_3 [gcode=11] [topology=linear]	46901	lp28-4	lp28-4:::lp28-8	lp28-4	lp28-4	lp28-4		extra_annotation	KEEP	100	1.5969808746082177	749	96.88138	61.610626639090846	29501	27841	94.4
UCT35H	contig_5 [gcode=11] [topology=linear]	45523	cp32-1	cp32-1:::cp32-6	cp32-6	cp32-9	cp32-1		extra_annotation	KEEP	100	1.638732069503328	746	95.27907859764588	86.36293741625113	30606	27864	91
UCT92H	contig_3 [gcode=11] [topology=linear]	42605	lp25	lp25:::lp17	lp17	lp25	lp25		extra_annotation	KEEP	100	1.7016782067832414	725	98.75633031315672	58.35700035207135	24910	24857	99.8
UNY1083P	contig_4 [gcode=11] [topology=linear]	38215	lp28-3	lp28-3:::lp28-5	lp28-3	lp28-3	lp28-3		extra_annotation	KEEP	100	1.9678136857255009	752	99.56692651	74.42103885908674	28797	28440	98.8
UNY1128P	contig_7 [gcode=11] [topology=linear]	32904	lp28-5	lp36:::lp28-5	lp36	lp36	lp28-5		extra_annotation	REVIEW - primary differs from 10.2	100	2.212496960855823	728	98.18499646669396	72.36202285436421	23638	23036	97.5
URI89H	contig_5 [gcode=11] [topology=linear]	32382	lp56	cp32-6:::lp56	cp32-6	cp32-6	lp56	cp32-6	extra_annotation	REVIEW - primary differs from 10.2	100	2.3037489963560005	746	98.16778500156452	88.76845160891853	29838	28331	94.9
GCF_040790755.1_ASM4079075v1_genomic	"NZ_CP161105.1 Borreliella burgdorferi strain Bb16-134 plasmid cp9, complete sequence"	8831	cp9-3	cp9		cp9	cp9-3		same_family_tiebreak	KEEP				96.07219889	99.54705016419432	8696	8646	99.4
URI36H	contig_21 [gcode=11] [topology=linear]	8728	cp9	cp9-3		cp9-3	cp9		same_family_tiebreak	KEEP				93.21329639889196	98.56782768102656	8706	8581	98.6
UCT35H	contig_14 [gcode=11] [topology=linear]	8693	cp9	cp9-3		cp9-3	cp9		same_family_tiebreak	KEEP				94.08895598652886	98.38950880018406	8706	8566	98.4
UNY203P	contig_9 [gcode=11] [topology=linear]	8693	cp9	cp9-3		cp9-3	cp9		same_family_tiebreak	KEEP				94.18352188321334	99.97699298285976	8706	8704	100
UNY1083P	contig_25 [gcode=11] [topology=linear]	4043	cp32-8	cp32-6		cp32-6	cp32-8		same_family_tiebreak	KEEP				99.97526589	99.97526589	30804	4042	13.1
URI88H	contig_21 [gcode=11] [topology=linear]	3168	lp28-11	lp28-1		lp28-1	lp28-11		same_family_tiebreak	KEEP				99.90530303030305	99.96843434343434	22481	3167	14.1
UNY1128P	contig_23 [gcode=11] [topology=linear]	3040	cp32-9	cp32-5-1		cp32-5-1	cp32-9		same_family_tiebreak	KEEP				97.40437158469946	99.96710526315788	56632	5107	9
ESI403H	contig_19 [gcode=11] [topology=linear]	2179	cp32-11	cp32-8		cp32-8	cp32-11		same_family_tiebreak	KEEP				99.58696649839376	99.95410738871044	31085	2178	7
URI117H	contig_28 [gcode=11] [topology=linear]	2104	lp28-5	lp28-6		lp28-6	lp28-5		same_family_tiebreak	KEEP				94.37559580552907	99.61977186311786	26981	1040	3.9
URI56H	contig_37 [gcode=11] [topology=linear]	1768	cp32-8	cp32-10		cp32-10	cp32-8		same_family_tiebreak	KEEP				99.94343891402715	99.94343891402715	29756	1767	5.9
URI118H	contig_20 [gcode=11] [topology=linear]	1669	cp32-5	cp32-12		cp32-12	cp32-5		same_family_tiebreak	KEEP				99.88016776512882	99.94008388	30796	1668	5.4
URI86H	contig_18 [gcode=11] [topology=linear]	1465	cp32-12	cp32-9		cp32-9	cp32-12		same_family_tiebreak	KEEP				95.12855209742897	99.93174061433449	21173	1467	6.9
URI118H	contig_22 [gcode=11] [topology=linear]	1291	cp32-5	cp32-11		cp32-11	cp32-5		same_family_tiebreak	KEEP				100	99.92254066615028	30287	1290	4.3
UCT30H	contig_21 [gcode=11] [topology=linear]	1145	cp32-5	cp32-12		cp32-12	cp32-5		same_family_tiebreak	KEEP				99.82532751091703	99.91266375545852	30796	1144	3.7
UCT32H	contig_24 [gcode=11] [topology=linear]	1145	cp32-5	cp32-12		cp32-12	cp32-5		same_family_tiebreak	KEEP				99.82532751091703	99.91266375545852	30796	1144	3.7
URI44H	contig_22 [gcode=11] [topology=linear]	1111	cp32-8	cp32-6		cp32-6	cp32-8		same_family_tiebreak	KEEP				100	99.909991	30293	1110	3.7
UCT32H	contig_25 [gcode=11] [topology=linear]	1106	cp32-8	cp32-5		cp32-5	cp32-8		same_family_tiebreak	KEEP				100	99.90958408679928	30637	1105	3.6
UCT30H	contig_22 [gcode=11] [topology=linear]	1102	cp32-8	cp32-6		cp32-6	cp32-8		same_family_tiebreak	KEEP				100	99.9092559	30642	1101	3.6
UCT110H	contig_26 [gcode=11] [topology=linear]	1036	cp32-5	cp32-12		cp32-12	cp32-5		same_family_tiebreak	KEEP				100	99.9034749	30796	1035	3.4
URI46H	contig_26 [gcode=11] [topology=linear]	1036	cp32-5	cp32-12		cp32-12	cp32-5		same_family_tiebreak	KEEP				99.80694981	99.9034749	30796	1035	3.4
URI40H	contig_26 [gcode=11] [topology=linear]	1002	cp32-12	cp32-2		cp32-2	cp32-12		same_family_tiebreak	KEEP				90.01122334455668	87.82435129740519	30302	886	2.9
URI42H	contig_25 [gcode=11] [topology=linear]	1002	cp32-12	cp32-2		cp32-2	cp32-12		same_family_tiebreak	KEEP				90.01122334455668	87.82435129740519	30302	886	2.9
