assembly_id	contig_id	contig_len	old_call	new_call	resolved_call	override_call	category	action	plasmid_name_pf32	overall_percent_identity_pf32	query_coverage_percent_pf32	query_covered_length_pf32	plasmid_name_wp	overall_percent_identity_wp	query_coverage_percent_wp	ref_length_wp	ref_covered_length_wp	wp_ref_cov_pct
UCT30H	contig_2 [gcode=11] [topology=linear]	57651	lp25	lp28-4:::lp25	lp25		extra_annotation	REVIEW - primary differs from 10.2	lp28-4	100.0	1.2991968916410817	749.0	lp25	98.88847509095598	53.32604811711852	24910.0	24909.0	100.0
GCF_002151485.1_ASM215148v1_genomic	NZ_CP019918.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-5-1, complete sequence	56632	cp32-1+5	cp32-1+5:::cp32-1	cp32-1+5		extra_annotation	KEEP	cp32-1	100.0	1.3013843763243396	737.0	cp32-5+1	98.47019534287936	99.99823421387202	61418.0	61417.0	100.0
ESI361H	contig_2 [gcode=11] [topology=linear]	56559	lp36	lp36:::lp28-4	lp36		extra_annotation	KEEP	lp36	100.0	1.287151470146219	728.0	lp28-4	97.45266997924398	48.927668452412526	29501.0	27753.0	94.1
URI102H	contig_2 [gcode=11] [topology=linear]	56558	lp28-2	lp28-2:::lp28-4	lp28-2		extra_annotation	KEEP	lp28-2	100.0	1.3508257010502491	764.0	lp28-2	99.97009171872922	53.20202270235864	29936.0	29864.0	99.8
UCT109H	contig_2 [gcode=11] [topology=linear]	56477	lp28-2	lp28-2:::lp28-4	lp28-2		extra_annotation	KEEP	lp28-2	100.0	1.3527630716929016	764.0	lp28-2	99.97008973080756	53.27478442551835	29936.0	29862.0	99.8
ESI425H	contig_4 [gcode=11] [topology=linear]	56468	lp36	lp36:::lp28-4	lp36		extra_annotation	KEEP	lp36	100.0	1.2892257561804916	728.0	lp36	98.60461718293396	45.68959410639654	36936.0	23784.0	64.4
UNY1128P	contig_4 [gcode=11] [topology=linear]	56412	lp25	lp28-4:::lp25	lp25		extra_annotation	REVIEW - primary differs from 10.2	lp28-4	100.0	1.3277316882932708	749.0	lp28-4	97.5063139704905	55.87463660214139	30096.0	30095.0	100.0
UNY1083P	contig_2 [gcode=11] [topology=linear]	56357	lp25	lp28-4:::lp25	lp25		extra_annotation	REVIEW - primary differs from 10.2	lp28-4	100.0	1.3290274500062105	749.0	lp28-4	97.43097433678577	55.83157371755062	30096.0	30095.0	100.0
URI88H	contig_3 [gcode=11] [topology=linear]	54954	lp28-1	lp28-1:::lp28-7	lp28-1		extra_annotation	KEEP	lp28-1	100.0	1.3847945554463734	761.0	lp28-7	98.6589239308287	56.68195217818539	29993.0	29720.0	99.1
UCT110H	contig_3 [gcode=11] [topology=linear]	53600	lp28-3	lp28-3:::lp36	lp28-3		extra_annotation	KEEP	lp28-3	100.0	1.4029850746268655	752.0	lp28-3	98.09979159004536	57.832089552238806	28768.0	28295.0	98.4
URI88H	contig_5 [gcode=11] [topology=linear]	53592	lp28-3	lp28-3:::lp36	lp28-3		extra_annotation	KEEP	lp28-3	100.0	1.4031945066427824	752.0	lp28-3	97.45842294992578	58.51246454694731	28797.0	28170.0	97.8
UCT30H	contig_4 [gcode=11] [topology=linear]	53480	lp28-6	lp28-6:::lp28-5	lp28-6		extra_annotation	KEEP	lp28-6	100.0	1.406133133881825	752.0	lp28-5	99.75899624696446	51.49401645474944	27673.0	27672.0	100.0
URI47H	contig_4 [gcode=11] [topology=linear]	52987	lp25	lp25:::lp28-4	lp25		extra_annotation	KEEP	lp28-4	100.0	1.4135542680280069	749.0	lp28-4	98.20111798287346	55.124841942363226	29501.0	27705.0	93.9
UCT32H	contig_3 [gcode=11] [topology=linear]	52605	lp28-3	lp28-3:::lp36	lp28-3		extra_annotation	KEEP	lp28-3	100.0	1.4295219085638249	752.0	lp28-3	98.04002149653842	57.03450242372398	28768.0	27300.0	94.9
URI46H	contig_4 [gcode=11] [topology=linear]	52605	lp28-3	lp28-3:::lp36	lp28-3		extra_annotation	KEEP	lp28-3	100.0	1.4295219085638249	752.0	lp28-3	98.04002149653842	57.03450242372398	28768.0	27300.0	94.9
UCT30H	contig_5 [gcode=11] [topology=linear]	52259	lp28-1	lp28-1:::lp28-5	lp28-1		extra_annotation	KEEP	lp28-1	100.0	1.4562084999712968	761.0	lp28-5	98.00979017764806	50.687919784152015	27342.0	25999.0	95.1
ESI26H	contig_3 [gcode=11] [topology=linear]	51152	lp28-9	lp28-9:::lp28-7	lp28-9		extra_annotation	KEEP	lp28-9	100.0	1.487722865186112	761.0	lp28-9	97.98556124825338	83.35744447919924	28200.0	28199.0	100.0
URI93H	contig_3 [gcode=11] [topology=linear]	50256	lp17	lp17:::lp28-3	lp17		extra_annotation	KEEP	lp28-3	100.0	1.496338745622413	752.0	lp28-3	99.52567222102442	61.94882203120026	28601.0	28491.0	99.6
UCT35H	contig_4 [gcode=11] [topology=linear]	50141	lp28-1	lp28-1:::lp36	lp28-1		extra_annotation	KEEP	lp28-1	100.0	1.487804391615644	746.0	lp36	97.49596962920587	68.89172533455655	28234.0	27383.0	97.0
ESI403H	contig_3 [gcode=11] [topology=linear]	50015	lp17	lp17:::lp28-3	lp17		extra_annotation	KEEP	lp28-3	100.0	1.5035489353194045	752.0	lp28-3	99.43845080488718	56.07517744676597	28601.0	27535.0	96.3
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	NZ_CP161908.1 Borreliella burgdorferi strain PFhe_I plasmid cp32-10, complete sequence	47043	cp32-3+10	cp32-3+10:::cp32-6	cp32-3+10		extra_annotation	KEEP	cp32-3+10	100.0	1.598537508237145	752.0	cp32-3+10	93.18536500780304	91.6034266522118	48168.0	43988.0	91.3
URI48H	contig_3 [gcode=11] [topology=linear]	46901	lp28-4	lp28-4:::lp28-8	lp28-4		extra_annotation	KEEP	lp28-4	100.0	1.5969808746082177	749.0	lp28-4	96.8813800041424	61.610626639090846	29501.0	27841.0	94.4
UCT35H	contig_5 [gcode=11] [topology=linear]	45523	cp32-1	cp32-1:::cp32-6	cp32-1		extra_annotation	KEEP	cp32-6	100.0	1.638732069503328	746.0	cp32-9	95.27907859764588	86.36293741625113	30606.0	27864.0	91.0
UCT92H	contig_3 [gcode=11] [topology=linear]	42605	lp25	lp25:::lp17	lp25		extra_annotation	KEEP	lp17	100.0	1.7016782067832414	725.0	lp25	98.75633031315672	58.35700035207135	24910.0	24857.0	99.8
UNY1083P	contig_4 [gcode=11] [topology=linear]	38215	lp28-3	lp28-3:::lp28-5	lp28-3		extra_annotation	KEEP	lp28-3	100.0	1.9678136857255009	752.0	lp28-3	99.5669265107602	74.42103885908674	28797.0	28440.0	98.8
UNY1128P	contig_7 [gcode=11] [topology=linear]	32904	lp28-5	lp36:::lp28-5	lp28-5		extra_annotation	REVIEW - primary differs from 10.2	lp36	100.0	2.212496960855823	728.0	lp36	98.18499646669396	72.36202285436421	23638.0	23036.0	97.5
URI89H	contig_5 [gcode=11] [topology=linear]	32382	lp56	cp32-6:::lp56	lp56		extra_annotation	REVIEW - primary differs from 10.2	cp32-6	100.0	2.3037489963560005	746.0	cp32-6	98.16778500156452	88.76845160891853	29838.0	28331.0	94.9
GCF_040790755.1_ASM4079075v1_genomic	NZ_CP161105.1 Borreliella burgdorferi strain Bb16-134 plasmid cp9, complete sequence	8831	cp9-3	cp9	cp9-3		same_family_tiebreak	KEEP					cp9	96.0721988875014	99.54705016419432	8696.0	8646.0	99.4
URI36H	contig_21 [gcode=11] [topology=linear]	8728	cp9	cp9-3	cp9		same_family_tiebreak	KEEP					cp9-3	93.21329639889196	98.56782768102656	8706.0	8581.0	98.6
UCT35H	contig_14 [gcode=11] [topology=linear]	8693	cp9	cp9-3	cp9		same_family_tiebreak	KEEP					cp9-3	94.08895598652886	98.38950880018406	8706.0	8566.0	98.4
UNY203P	contig_9 [gcode=11] [topology=linear]	8693	cp9	cp9-3	cp9		same_family_tiebreak	KEEP					cp9-3	94.18352188321334	99.97699298285976	8706.0	8704.0	100.0
UNY1083P	contig_25 [gcode=11] [topology=linear]	4043	cp32-8	cp32-6	cp32-8		same_family_tiebreak	KEEP					cp32-6	99.9752658916646	99.9752658916646	30804.0	4042.0	13.1
URI88H	contig_21 [gcode=11] [topology=linear]	3168	lp28-11	lp28-1	lp28-11		same_family_tiebreak	KEEP					lp28-1	99.90530303030305	99.96843434343434	22481.0	3167.0	14.1
UNY1128P	contig_23 [gcode=11] [topology=linear]	3040	cp32-9	cp32-5-1	cp32-9		same_family_tiebreak	KEEP					cp32-5-1	97.40437158469946	99.96710526315788	56632.0	5107.0	9.0
ESI403H	contig_19 [gcode=11] [topology=linear]	2179	cp32-11	cp32-8	cp32-11		same_family_tiebreak	KEEP					cp32-8	99.58696649839376	99.95410738871044	31085.0	2178.0	7.0
URI117H	contig_28 [gcode=11] [topology=linear]	2104	lp28-5	lp28-6	lp28-5		same_family_tiebreak	KEEP					lp28-6	94.37559580552907	99.61977186311786	26981.0	1040.0	3.9
URI56H	contig_37 [gcode=11] [topology=linear]	1768	cp32-8	cp32-10	cp32-8		same_family_tiebreak	KEEP					cp32-10	99.94343891402715	99.94343891402715	29756.0	1767.0	5.9
URI118H	contig_20 [gcode=11] [topology=linear]	1669	cp32-5	cp32-12	cp32-5		same_family_tiebreak	KEEP					cp32-12	99.88016776512882	99.9400838825644	30796.0	1668.0	5.4
URI86H	contig_18 [gcode=11] [topology=linear]	1465	cp32-12	cp32-9	cp32-12		same_family_tiebreak	KEEP					cp32-9	95.12855209742897	99.93174061433449	21173.0	1467.0	6.9
URI118H	contig_22 [gcode=11] [topology=linear]	1291	cp32-5	cp32-11	cp32-5		same_family_tiebreak	KEEP					cp32-11	100.0	99.92254066615028	30287.0	1290.0	4.3
UCT30H	contig_21 [gcode=11] [topology=linear]	1145	cp32-5	cp32-12	cp32-5		same_family_tiebreak	KEEP					cp32-12	99.82532751091703	99.91266375545852	30796.0	1144.0	3.7
UCT32H	contig_24 [gcode=11] [topology=linear]	1145	cp32-5	cp32-12	cp32-5		same_family_tiebreak	KEEP					cp32-12	99.82532751091703	99.91266375545852	30796.0	1144.0	3.7
URI44H	contig_22 [gcode=11] [topology=linear]	1111	cp32-8	cp32-6	cp32-8		same_family_tiebreak	KEEP					cp32-6	100.0	99.9099909990999	30293.0	1110.0	3.7
UCT32H	contig_25 [gcode=11] [topology=linear]	1106	cp32-8	cp32-5	cp32-8		same_family_tiebreak	KEEP					cp32-5	100.0	99.90958408679928	30637.0	1105.0	3.6
UCT30H	contig_22 [gcode=11] [topology=linear]	1102	cp32-8	cp32-6	cp32-8		same_family_tiebreak	KEEP					cp32-6	100.0	99.9092558983666	30642.0	1101.0	3.6
UCT110H	contig_26 [gcode=11] [topology=linear]	1036	cp32-5	cp32-12	cp32-5		same_family_tiebreak	KEEP					cp32-12	100.0	99.9034749034749	30796.0	1035.0	3.4
URI46H	contig_26 [gcode=11] [topology=linear]	1036	cp32-5	cp32-12	cp32-5		same_family_tiebreak	KEEP					cp32-12	99.8069498069498	99.9034749034749	30796.0	1035.0	3.4
URI40H	contig_26 [gcode=11] [topology=linear]	1002	cp32-12	cp32-2	cp32-12		same_family_tiebreak	KEEP					cp32-2	90.01122334455668	87.82435129740519	30302.0	886.0	2.9
URI42H	contig_25 [gcode=11] [topology=linear]	1002	cp32-12	cp32-2	cp32-12		same_family_tiebreak	KEEP					cp32-2	90.01122334455668	87.82435129740519	30302.0	886.0	2.9
