assembly_id	contig_id	resolved_call
UCT113H	contig_246 [gcode=11] [topology=linear]	unclassified
UCT113H	contig_247 [gcode=11] [topology=linear]	unclassified
UCT113H	contig_248 [gcode=11] [topology=linear]	unclassified
UCT113H	contig_249 [gcode=11] [topology=linear]	unclassified
UCT113H	contig_25 [gcode=11] [topology=linear]	lp36
UCT113H	contig_250 [gcode=11] [topology=linear]	unclassified
UCT113H	contig_251 [gcode=11] [topology=linear]	unclassified
UCT113H	contig_252 [gcode=11] [topology=linear]	unclassified
UCT113H	contig_253 [gcode=11] [topology=linear]	unclassified
UCT113H	contig_26 [gcode=11] [topology=linear]	cp32-6
UCT113H	contig_27 [gcode=11] [topology=linear]	cp32-1
UCT113H	contig_28 [gcode=11] [topology=linear]	chromosome
UCT113H	contig_29 [gcode=11] [topology=linear]	lp28-5
UCT113H	contig_3 [gcode=11] [topology=linear]	cp32-2
UCT113H	contig_30 [gcode=11] [topology=linear]	lp28-1
UCT113H	contig_31 [gcode=11] [topology=linear]	cp32-8
UCT113H	contig_32 [gcode=11] [topology=linear]	cp32-11
UCT113H	contig_33 [gcode=11] [topology=linear]	cp32-12
UCT113H	contig_34 [gcode=11] [topology=linear]	lp25
UCT113H	contig_35 [gcode=11] [topology=linear]	lp38
UCT113H	contig_36 [gcode=11] [topology=linear]	lp25
UCT113H	contig_37 [gcode=11] [topology=linear]	cp32-3
UCT113H	contig_38 [gcode=11] [topology=linear]	cp32-8
UCT113H	contig_39 [gcode=11] [topology=linear]	cp32-4
UCT113H	contig_4 [gcode=11] [topology=linear]	cp26
UCT113H	contig_40 [gcode=11] [topology=linear]	cp32-12
UCT113H	contig_41 [gcode=11] [topology=linear]	cp32-9
UCT113H	contig_42 [gcode=11] [topology=linear]	cp32-1
UCT113H	contig_43 [gcode=11] [topology=linear]	chromosome
UCT113H	contig_44 [gcode=11] [topology=linear]	cp32-5+1
UCT113H	contig_45 [gcode=11] [topology=linear]	lp28-4
UCT113H	contig_46 [gcode=11] [topology=linear]	cp32-12
UCT113H	contig_47 [gcode=11] [topology=linear]	cp32-8
UCT113H	contig_48 [gcode=11] [topology=linear]	cp32-9
UCT113H	contig_49 [gcode=11] [topology=linear]	cp32-9
UCT113H	contig_5 [gcode=11] [topology=linear]	lp28-6
UCT113H	contig_50 [gcode=11] [topology=linear]	cp32-12
UCT113H	contig_51 [gcode=11] [topology=linear]	lp28-5
UCT113H	contig_52 [gcode=11] [topology=linear]	cp32-3
UCT113H	contig_53 [gcode=11] [topology=linear]	cp32-4
UCT113H	contig_54 [gcode=11] [topology=linear]	cp32-9
UCT113H	contig_55 [gcode=11] [topology=linear]	cp32-11
UCT113H	contig_56 [gcode=11] [topology=linear]	lp56
UCT113H	contig_57 [gcode=11] [topology=linear]	chromosome
UCT113H	contig_58 [gcode=11] [topology=linear]	lp25
UCT113H	contig_59 [gcode=11] [topology=linear]	cp32-5-1
UCT113H	contig_6 [gcode=11] [topology=linear]	lp28-3
UCT113H	contig_60 [gcode=11] [topology=linear]	lp25
UCT113H	contig_61 [gcode=11] [topology=linear]	cp32-3
UCT113H	contig_62 [gcode=11] [topology=linear]	lp5
UCT113H	contig_63 [gcode=11] [topology=linear]	lp28-3
UCT113H	contig_64 [gcode=11] [topology=linear]	lp28-4
UCT113H	contig_65 [gcode=11] [topology=linear]	lp28-5
UCT113H	contig_66 [gcode=11] [topology=linear]	cp32-10
UCT113H	contig_67 [gcode=11] [topology=linear]	cp32-11
UCT113H	contig_68 [gcode=11] [topology=linear]	lp38
UCT113H	contig_69 [gcode=11] [topology=linear]	lp28-1
UCT113H	contig_7 [gcode=11] [topology=linear]	lp38
UCT113H	contig_70 [gcode=11] [topology=linear]	cp32-11
UCT113H	contig_71 [gcode=11] [topology=linear]	cp32-3
UCT113H	contig_72 [gcode=11] [topology=linear]	lp36
UCT113H	contig_73 [gcode=11] [topology=linear]	lp28-6
UCT113H	contig_74 [gcode=11] [topology=linear]	lp28-1
UCT113H	contig_75 [gcode=11] [topology=linear]	cp32-7
UCT113H	contig_76 [gcode=11] [topology=linear]	cp32-11
UCT113H	contig_77 [gcode=11] [topology=linear]	lp28-5
UCT113H	contig_78 [gcode=11] [topology=linear]	cp32-6
UCT113H	contig_79 [gcode=11] [topology=linear]	lp38
UCT113H	contig_8 [gcode=11] [topology=linear]	cp32-7
UCT113H	contig_80 [gcode=11] [topology=linear]	cp32-8
UCT113H	contig_81 [gcode=11] [topology=linear]	cp32-8
UCT113H	contig_82 [gcode=11] [topology=linear]	lp28-3
UCT113H	contig_83 [gcode=11] [topology=linear]	cp32-8
UCT113H	contig_84 [gcode=11] [topology=linear]	cp32-8
UCT113H	contig_85 [gcode=11] [topology=linear]	cp32-3
UCT113H	contig_86 [gcode=11] [topology=linear]	cp32-12
UCT113H	contig_87 [gcode=11] [topology=linear]	cp32-9
UCT113H	contig_88 [gcode=11] [topology=linear]	cp32-1
UCT113H	contig_89 [gcode=11] [topology=linear]	cp32-8
UCT113H	contig_9 [gcode=11] [topology=linear]	lp36
UCT113H	contig_90 [gcode=11] [topology=linear]	cp32-12
UCT113H	contig_91 [gcode=11] [topology=linear]	lp28-5
UCT113H	contig_92 [gcode=11] [topology=linear]	cp32-12
UCT113H	contig_93 [gcode=11] [topology=linear]	lp28-3
UCT113H	contig_94 [gcode=11] [topology=linear]	lp25
UCT113H	contig_95 [gcode=11] [topology=linear]	cp32-1
UCT113H	contig_96 [gcode=11] [topology=linear]	cp32-1
UCT113H	contig_97 [gcode=11] [topology=linear]	lp28-3
UCT113H	contig_98 [gcode=11] [topology=linear]	lp28-3
UCT113H	contig_99 [gcode=11] [topology=linear]	lp56
UCT124H	contig_1 [gcode=11] [topology=linear]	chromosome
UCT124H	contig_10 [gcode=11] [topology=linear]	lp28-2
UCT124H	contig_11 [gcode=11] [topology=linear]	cp32-6
UCT124H	contig_12 [gcode=11] [topology=linear]	lp28-3
UCT124H	contig_13 [gcode=11] [topology=linear]	cp32-7
UCT124H	contig_14 [gcode=11] [topology=linear]	cp26
UCT124H	contig_15 [gcode=11] [topology=linear]	lp28-5
UCT124H	contig_16 [gcode=11] [topology=linear]	lp28-4
UCT124H	contig_17 [gcode=11] [topology=linear]	lp25
UCT124H	contig_18 [gcode=11] [topology=linear]	lp28-6
UCT124H	contig_19 [gcode=11] [topology=linear]	cp32-9
UCT124H	contig_2 [gcode=11] [topology=linear]	lp54
UCT124H	contig_20 [gcode=11] [topology=linear]	lp17
UCT124H	contig_21 [gcode=11] [topology=linear]	chromosome
UCT124H	contig_22 [gcode=11] [topology=linear]	cp9
UCT124H	contig_23 [gcode=11] [topology=linear]	lp28-1
UCT124H	contig_24 [gcode=11] [topology=linear]	lp17
UCT124H	contig_25 [gcode=11] [topology=linear]	lp28-1
UCT124H	contig_26 [gcode=11] [topology=linear]	lp28-6
UCT124H	contig_27 [gcode=11] [topology=linear]	lp28-6
UCT124H	contig_28 [gcode=11] [topology=linear]	lp36
UCT124H	contig_29 [gcode=11] [topology=linear]	lp28-6
UCT124H	contig_3 [gcode=11] [topology=linear]	lp38
UCT124H	contig_30 [gcode=11] [topology=linear]	lp28-6
UCT124H	contig_31 [gcode=11] [topology=linear]	lp28-11
UCT124H	contig_32 [gcode=11] [topology=linear]	lp28-5
UCT124H	contig_33 [gcode=11] [topology=linear]	lp28-3
UCT124H	contig_34 [gcode=11] [topology=linear]	lp28-1
UCT124H	contig_35 [gcode=11] [topology=linear]	lp28-6
UCT124H	contig_36 [gcode=11] [topology=linear]	lp28-1
UCT124H	contig_37 [gcode=11] [topology=linear]	lp28-6
UCT124H	contig_38 [gcode=11] [topology=linear]	lp36
UCT124H	contig_39 [gcode=11] [topology=linear]	lp28-6
UCT124H	contig_4 [gcode=11] [topology=linear]	lp36
UCT124H	contig_40 [gcode=11] [topology=linear]	lp28-1
UCT124H	contig_41 [gcode=11] [topology=linear]	unclassified
UCT124H	contig_42 [gcode=11] [topology=linear]	unclassified
UCT124H	contig_43 [gcode=11] [topology=linear]	unclassified
UCT124H	contig_44 [gcode=11] [topology=linear]	unclassified
UCT124H	contig_45 [gcode=11] [topology=linear]	unclassified
UCT124H	contig_46 [gcode=11] [topology=linear]	unclassified
UCT124H	contig_47 [gcode=11] [topology=linear]	unclassified
UCT124H	contig_48 [gcode=11] [topology=linear]	unclassified
UCT124H	contig_49 [gcode=11] [topology=linear]	unclassified
UCT124H	contig_5 [gcode=11] [topology=linear]	cp32-8
UCT124H	contig_50 [gcode=11] [topology=linear]	unclassified
UCT124H	contig_6 [gcode=11] [topology=linear]	cp32-11
UCT124H	contig_7 [gcode=11] [topology=linear]	cp32-1
UCT124H	contig_8 [gcode=11] [topology=linear]	cp32-4
UCT124H	contig_9 [gcode=11] [topology=linear]	cp32-3
UCT29H	contig_1 [gcode=11] [topology=linear]	chromosome
UCT29H	contig_10 [gcode=11] [topology=linear]	cp32-9
UCT29H	contig_11 [gcode=11] [topology=linear]	cp32-3
UCT29H	contig_12 [gcode=11] [topology=linear]	cp32-4
UCT29H	contig_13 [gcode=11] [topology=linear]	lp28-2
UCT29H	contig_14 [gcode=11] [topology=linear]	cp32-6
UCT29H	contig_15 [gcode=11] [topology=linear]	chromosome
UCT29H	contig_16 [gcode=11] [topology=linear]	lp28-3
UCT29H	contig_17 [gcode=11] [topology=linear]	lp28-4
UCT29H	contig_18 [gcode=11] [topology=linear]	cp26
UCT29H	contig_19 [gcode=11] [topology=linear]	lp25
UCT29H	contig_2 [gcode=11] [topology=linear]	lp38
UCT29H	contig_20 [gcode=11] [topology=linear]	lp17
UCT29H	contig_21 [gcode=11] [topology=linear]	cp9
UCT29H	contig_22 [gcode=11] [topology=linear]	lp28-4
UCT29H	contig_23 [gcode=11] [topology=linear]	lp56
UCT29H	contig_24 [gcode=11] [topology=linear]	unclassified
UCT29H	contig_3 [gcode=11] [topology=linear]	lp54
UCT29H	contig_4 [gcode=11] [topology=linear]	lp56
UCT29H	contig_5 [gcode=11] [topology=linear]	lp28-1
UCT29H	contig_6 [gcode=11] [topology=linear]	cp32-7
UCT29H	contig_7 [gcode=11] [topology=linear]	cp32-1
UCT29H	contig_8 [gcode=11] [topology=linear]	cp32-11
UCT29H	contig_9 [gcode=11] [topology=linear]	cp32-1+5
UCT30H	contig_1 [gcode=11] [topology=linear]	chromosome
UCT30H	contig_10 [gcode=11] [topology=linear]	cp32-3
UCT30H	contig_11 [gcode=11] [topology=linear]	cp26
UCT30H	contig_12 [gcode=11] [topology=linear]	lp28-3
UCT30H	contig_13 [gcode=11] [topology=linear]	lp36
UCT30H	contig_14 [gcode=11] [topology=linear]	lp17
UCT30H	contig_15 [gcode=11] [topology=linear]	cp32-7
UCT30H	contig_16 [gcode=11] [topology=linear]	cp32-9
UCT30H	contig_17 [gcode=11] [topology=linear]	cp32-1+5
UCT30H	contig_18 [gcode=11] [topology=linear]	cp32-11
UCT30H	contig_19 [gcode=11] [topology=linear]	cp32-12
UCT30H	contig_2 [gcode=11] [topology=linear]	lp25
UCT30H	contig_20 [gcode=11] [topology=linear]	chromosome
UCT30H	contig_21 [gcode=11] [topology=linear]	cp32-5
UCT30H	contig_22 [gcode=11] [topology=linear]	cp32-8
UCT30H	contig_23 [gcode=11] [topology=linear]	lp28-4
UCT30H	contig_24 [gcode=11] [topology=linear]	lp28-3
UCT30H	contig_25 [gcode=11] [topology=linear]	cp32-5
UCT30H	contig_26 [gcode=11] [topology=linear]	lp38
UCT30H	contig_27 [gcode=11] [topology=linear]	cp32-8
UCT30H	contig_28 [gcode=11] [topology=linear]	lp28-3
UCT30H	contig_29 [gcode=11] [topology=linear]	cp32-11
UCT30H	contig_3 [gcode=11] [topology=linear]	lp54
UCT30H	contig_30 [gcode=11] [topology=linear]	cp32-3
UCT30H	contig_31 [gcode=11] [topology=linear]	cp32-7
UCT30H	contig_32 [gcode=11] [topology=linear]	cp32-5
UCT30H	contig_33 [gcode=11] [topology=linear]	cp32-9
UCT30H	contig_34 [gcode=11] [topology=linear]	cp32-5
UCT30H	contig_35 [gcode=11] [topology=linear]	cp32-11
UCT30H	contig_36 [gcode=11] [topology=linear]	cp32-11
UCT30H	contig_37 [gcode=11] [topology=linear]	cp32-5
UCT30H	contig_38 [gcode=11] [topology=linear]	cp32-8
UCT30H	contig_39 [gcode=11] [topology=linear]	cp32-6
UCT30H	contig_4 [gcode=11] [topology=linear]	lp28-6
UCT30H	contig_40 [gcode=11] [topology=linear]	cp32-3
UCT30H	contig_41 [gcode=11] [topology=linear]	lp38
UCT30H	contig_42 [gcode=11] [topology=linear]	cp32-5
UCT30H	contig_43 [gcode=11] [topology=linear]	cp32-11
UCT30H	contig_44 [gcode=11] [topology=linear]	cp32-3
UCT30H	contig_45 [gcode=11] [topology=linear]	cp32-11
UCT30H	contig_46 [gcode=11] [topology=linear]	lp38
UCT30H	contig_47 [gcode=11] [topology=linear]	cp32-3
UCT30H	contig_48 [gcode=11] [topology=linear]	cp32-6
UCT30H	contig_49 [gcode=11] [topology=linear]	cp32-11
UCT30H	contig_5 [gcode=11] [topology=linear]	lp28-1
UCT30H	contig_50 [gcode=11] [topology=linear]	lp28-3
UCT30H	contig_51 [gcode=11] [topology=linear]	lp28-5
UCT30H	contig_52 [gcode=11] [topology=linear]	cp32-3
UCT30H	contig_53 [gcode=11] [topology=linear]	cp32-12
UCT30H	contig_54 [gcode=11] [topology=linear]	cp32-12
UCT30H	contig_55 [gcode=11] [topology=linear]	lp28-3
UCT30H	contig_56 [gcode=11] [topology=linear]	cp32-6
UCT30H	contig_57 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_58 [gcode=11] [topology=linear]	cp32-3
UCT30H	contig_59 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_6 [gcode=11] [topology=linear]	chromosome
UCT30H	contig_60 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_61 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_62 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_63 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_64 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_65 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_66 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_67 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_68 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_69 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_7 [gcode=11] [topology=linear]	lp38
UCT30H	contig_70 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_71 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_72 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_73 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_74 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_75 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_76 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_77 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_78 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_79 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_8 [gcode=11] [topology=linear]	cp32-6
UCT30H	contig_80 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_81 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_82 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_83 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_84 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_85 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_86 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_87 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_88 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_89 [gcode=11] [topology=linear]	unclassified
UCT30H	contig_9 [gcode=11] [topology=linear]	cp32-2
UCT31H	contig_1 [gcode=11] [topology=linear]	chromosome
UCT31H	contig_10 [gcode=11] [topology=linear]	cp32-1+5
UCT31H	contig_11 [gcode=11] [topology=linear]	cp32-9
UCT31H	contig_12 [gcode=11] [topology=linear]	chromosome
UCT31H	contig_13 [gcode=11] [topology=linear]	cp32-4
UCT31H	contig_14 [gcode=11] [topology=linear]	cp32-3
UCT31H	contig_15 [gcode=11] [topology=linear]	cp32-6
UCT31H	contig_16 [gcode=11] [topology=linear]	lp28-2
UCT31H	contig_17 [gcode=11] [topology=linear]	lp28-3
UCT31H	contig_18 [gcode=11] [topology=linear]	cp26
UCT31H	contig_19 [gcode=11] [topology=linear]	lp28-4
UCT31H	contig_2 [gcode=11] [topology=linear]	lp54
UCT31H	contig_20 [gcode=11] [topology=linear]	lp17
UCT31H	contig_21 [gcode=11] [topology=linear]	cp9
UCT31H	contig_22 [gcode=11] [topology=linear]	lp36
UCT31H	contig_23 [gcode=11] [topology=linear]	lp36
UCT31H	contig_24 [gcode=11] [topology=linear]	lp56
UCT31H	contig_25 [gcode=11] [topology=linear]	lp36
UCT31H	contig_26 [gcode=11] [topology=linear]	lp56
UCT31H	contig_27 [gcode=11] [topology=linear]	unclassified
UCT31H	contig_28 [gcode=11] [topology=linear]	unclassified
UCT31H	contig_29 [gcode=11] [topology=linear]	unclassified
UCT31H	contig_3 [gcode=11] [topology=linear]	lp56
UCT31H	contig_30 [gcode=11] [topology=linear]	unclassified
UCT31H	contig_31 [gcode=11] [topology=linear]	unclassified
UCT31H	contig_32 [gcode=11] [topology=linear]	unclassified
UCT31H	contig_4 [gcode=11] [topology=linear]	lp36
UCT31H	contig_5 [gcode=11] [topology=linear]	lp28-1
UCT31H	contig_6 [gcode=11] [topology=linear]	lp25
UCT31H	contig_7 [gcode=11] [topology=linear]	cp32-7
UCT31H	contig_8 [gcode=11] [topology=linear]	cp32-1
UCT31H	contig_9 [gcode=11] [topology=linear]	cp32-11
UCT32H	contig_1 [gcode=11] [topology=linear]	chromosome
UCT32H	contig_10 [gcode=11] [topology=linear]	cp32-11
UCT32H	contig_11 [gcode=11] [topology=linear]	cp32-3
UCT32H	contig_12 [gcode=11] [topology=linear]	lp38
UCT32H	contig_13 [gcode=11] [topology=linear]	lp28-4
UCT32H	contig_14 [gcode=11] [topology=linear]	cp26
UCT32H	contig_15 [gcode=11] [topology=linear]	lp28-1
UCT32H	contig_16 [gcode=11] [topology=linear]	lp25
UCT32H	contig_17 [gcode=11] [topology=linear]	lp28-6
UCT32H	contig_18 [gcode=11] [topology=linear]	lp17
UCT32H	contig_19 [gcode=11] [topology=linear]	cp32-9
UCT32H	contig_2 [gcode=11] [topology=linear]	lp54
UCT32H	contig_20 [gcode=11] [topology=linear]	cp32-7
UCT32H	contig_21 [gcode=11] [topology=linear]	lp28-5
UCT32H	contig_22 [gcode=11] [topology=linear]	cp32-7
UCT32H	contig_23 [gcode=11] [topology=linear]	cp32-7
UCT32H	contig_24 [gcode=11] [topology=linear]	cp32-5
UCT32H	contig_25 [gcode=11] [topology=linear]	cp32-8
UCT32H	contig_26 [gcode=11] [topology=linear]	lp28-4
UCT32H	contig_27 [gcode=11] [topology=linear]	lp28-3
UCT32H	contig_28 [gcode=11] [topology=linear]	lp28-11
UCT32H	contig_29 [gcode=11] [topology=linear]	cp32-7
UCT32H	contig_3 [gcode=11] [topology=linear]	lp28-3
UCT32H	contig_30 [gcode=11] [topology=linear]	cp32-7
UCT32H	contig_31 [gcode=11] [topology=linear]	cp32-7
UCT32H	contig_32 [gcode=11] [topology=linear]	cp32-7
UCT32H	contig_33 [gcode=11] [topology=linear]	lp36
UCT32H	contig_34 [gcode=11] [topology=linear]	cp32-7
UCT32H	contig_35 [gcode=11] [topology=linear]	cp32-5+1
UCT32H	contig_36 [gcode=11] [topology=linear]	cp32-7
UCT32H	contig_37 [gcode=11] [topology=linear]	cp32-3
UCT32H	contig_38 [gcode=11] [topology=linear]	lp28-1
UCT32H	contig_39 [gcode=11] [topology=linear]	cp32-3
UCT32H	contig_4 [gcode=11] [topology=linear]	lp28-5
UCT32H	contig_40 [gcode=11] [topology=linear]	lp28-1
UCT32H	contig_41 [gcode=11] [topology=linear]	lp36
UCT32H	contig_42 [gcode=11] [topology=linear]	cp32-7
UCT32H	contig_43 [gcode=11] [topology=linear]	cp32-7
UCT32H	contig_44 [gcode=11] [topology=linear]	cp32-7
UCT32H	contig_45 [gcode=11] [topology=linear]	cp32-7
UCT32H	contig_46 [gcode=11] [topology=linear]	lp28-6
UCT32H	contig_47 [gcode=11] [topology=linear]	cp32-4
UCT32H	contig_48 [gcode=11] [topology=linear]	lp28-4
UCT32H	contig_49 [gcode=11] [topology=linear]	cp32-8
UCT32H	contig_5 [gcode=11] [topology=linear]	cp32-8
UCT32H	contig_50 [gcode=11] [topology=linear]	lp36
UCT32H	contig_51 [gcode=11] [topology=linear]	cp32-7
UCT32H	contig_52 [gcode=11] [topology=linear]	unclassified
UCT32H	contig_53 [gcode=11] [topology=linear]	unclassified
UCT32H	contig_54 [gcode=11] [topology=linear]	unclassified
UCT32H	contig_55 [gcode=11] [topology=linear]	unclassified
UCT32H	contig_56 [gcode=11] [topology=linear]	unclassified
UCT32H	contig_57 [gcode=11] [topology=linear]	unclassified
UCT32H	contig_6 [gcode=11] [topology=linear]	cp32-12
UCT32H	contig_7 [gcode=11] [topology=linear]	cp32-1+5
UCT32H	contig_8 [gcode=11] [topology=linear]	cp32-6
UCT32H	contig_9 [gcode=11] [topology=linear]	cp32-2
UCT35H	contig_1 [gcode=11] [topology=linear]	chromosome
UCT35H	contig_10 [gcode=11] [topology=linear]	lp32-3
UCT35H	contig_11 [gcode=11] [topology=linear]	lp17
UCT35H	contig_12 [gcode=11] [topology=linear]	cp32-5
UCT35H	contig_13 [gcode=11] [topology=linear]	lp5
UCT35H	contig_14 [gcode=11] [topology=linear]	cp9
UCT35H	contig_15 [gcode=11] [topology=linear]	cp32-10
UCT35H	contig_16 [gcode=11] [topology=linear]	cp32-7
UCT35H	contig_17 [gcode=11] [topology=linear]	unclassified
UCT35H	contig_18 [gcode=11] [topology=linear]	cp32-4
UCT35H	contig_19 [gcode=11] [topology=linear]	unclassified
UCT35H	contig_2 [gcode=11] [topology=linear]	lp28-3
UCT35H	contig_20 [gcode=11] [topology=linear]	cp32-7
UCT35H	contig_21 [gcode=11] [topology=linear]	cp32-12
UCT35H	contig_22 [gcode=11] [topology=linear]	cp32-11
UCT35H	contig_23 [gcode=11] [topology=linear]	lp36
UCT35H	contig_24 [gcode=11] [topology=linear]	lp36
UCT35H	contig_25 [gcode=11] [topology=linear]	unclassified
UCT35H	contig_26 [gcode=11] [topology=linear]	lp28-3
UCT35H	contig_27 [gcode=11] [topology=linear]	unclassified
UCT35H	contig_28 [gcode=11] [topology=linear]	unclassified
UCT35H	contig_29 [gcode=11] [topology=linear]	lp25
UCT35H	contig_3 [gcode=11] [topology=linear]	lp54
UCT35H	contig_30 [gcode=11] [topology=linear]	unclassified
UCT35H	contig_31 [gcode=11] [topology=linear]	unclassified
UCT35H	contig_32 [gcode=11] [topology=linear]	unclassified
UCT35H	contig_33 [gcode=11] [topology=linear]	unclassified
UCT35H	contig_4 [gcode=11] [topology=linear]	lp28-1
UCT35H	contig_5 [gcode=11] [topology=linear]	cp32-1
UCT35H	contig_6 [gcode=11] [topology=linear]	cp32-13
UCT35H	contig_7 [gcode=11] [topology=linear]	cp32-12
UCT35H	contig_8 [gcode=11] [topology=linear]	lp38
UCT35H	contig_9 [gcode=11] [topology=linear]	cp26
UCT50H	contig_1 [gcode=11] [topology=linear]	chromosome
UCT50H	contig_10 [gcode=11] [topology=linear]	lp17
UCT50H	contig_11 [gcode=11] [topology=linear]	cp32-4
UCT50H	contig_12 [gcode=11] [topology=linear]	cp32-9
UCT50H	contig_13 [gcode=11] [topology=linear]	cp32-10
UCT50H	contig_14 [gcode=11] [topology=linear]	cp9
UCT50H	contig_15 [gcode=11] [topology=linear]	cp32-7
UCT50H	contig_16 [gcode=11] [topology=linear]	cp32-11
UCT50H	contig_17 [gcode=11] [topology=linear]	cp32-13
UCT50H	contig_18 [gcode=11] [topology=linear]	lp36
UCT50H	contig_19 [gcode=11] [topology=linear]	cp32-4
UCT50H	contig_2 [gcode=11] [topology=linear]	lp28-2
UCT50H	contig_20 [gcode=11] [topology=linear]	cp32-9
UCT50H	contig_21 [gcode=11] [topology=linear]	cp32-7
UCT50H	contig_22 [gcode=11] [topology=linear]	cp32-10
UCT50H	contig_23 [gcode=11] [topology=linear]	cp32-1+5
UCT50H	contig_24 [gcode=11] [topology=linear]	cp32-7
UCT50H	contig_25 [gcode=11] [topology=linear]	cp32-11
UCT50H	contig_26 [gcode=11] [topology=linear]	cp32-9
UCT50H	contig_27 [gcode=11] [topology=linear]	cp32-9
UCT50H	contig_28 [gcode=11] [topology=linear]	cp32-7
UCT50H	contig_29 [gcode=11] [topology=linear]	cp32-4
UCT50H	contig_3 [gcode=11] [topology=linear]	lp54
UCT50H	contig_30 [gcode=11] [topology=linear]	cp32-10
UCT50H	contig_31 [gcode=11] [topology=linear]	cp32-9
UCT50H	contig_32 [gcode=11] [topology=linear]	cp32-9
UCT50H	contig_33 [gcode=11] [topology=linear]	cp32-3
UCT50H	contig_34 [gcode=11] [topology=linear]	cp32-7
UCT50H	contig_35 [gcode=11] [topology=linear]	cp32-7
UCT50H	contig_36 [gcode=11] [topology=linear]	cp32-10
UCT50H	contig_37 [gcode=11] [topology=linear]	cp32-3
UCT50H	contig_38 [gcode=11] [topology=linear]	cp32-6
UCT50H	contig_39 [gcode=11] [topology=linear]	cp32-9
UCT50H	contig_4 [gcode=11] [topology=linear]	lp38
UCT50H	contig_40 [gcode=11] [topology=linear]	cp32-10
UCT50H	contig_41 [gcode=11] [topology=linear]	cp32-9
UCT50H	contig_42 [gcode=11] [topology=linear]	cp32-4
UCT50H	contig_43 [gcode=11] [topology=linear]	cp32-10
UCT50H	contig_44 [gcode=11] [topology=linear]	cp32-5
UCT50H	contig_45 [gcode=11] [topology=linear]	cp32-9
UCT50H	contig_46 [gcode=11] [topology=linear]	cp32-8
UCT50H	contig_47 [gcode=11] [topology=linear]	unclassified
UCT50H	contig_48 [gcode=11] [topology=linear]	cp32-7
UCT50H	contig_49 [gcode=11] [topology=linear]	cp32-9
UCT50H	contig_5 [gcode=11] [topology=linear]	lp36
UCT50H	contig_50 [gcode=11] [topology=linear]	cp32-10
UCT50H	contig_51 [gcode=11] [topology=linear]	cp32-7
UCT50H	contig_52 [gcode=11] [topology=linear]	cp32-5
UCT50H	contig_53 [gcode=11] [topology=linear]	cp32-7
UCT50H	contig_54 [gcode=11] [topology=linear]	cp32-6
UCT50H	contig_55 [gcode=11] [topology=linear]	cp32-10
UCT50H	contig_56 [gcode=11] [topology=linear]	cp32-9
UCT50H	contig_57 [gcode=11] [topology=linear]	cp32-4
UCT50H	contig_58 [gcode=11] [topology=linear]	cp32-2
UCT50H	contig_59 [gcode=11] [topology=linear]	cp32-9
UCT50H	contig_6 [gcode=11] [topology=linear]	cp32-12
UCT50H	contig_60 [gcode=11] [topology=linear]	cp32-2
UCT50H	contig_61 [gcode=11] [topology=linear]	cp32-5
UCT50H	contig_62 [gcode=11] [topology=linear]	cp32-4
UCT50H	contig_63 [gcode=11] [topology=linear]	unclassified
UCT50H	contig_64 [gcode=11] [topology=linear]	cp32-7
UCT50H	contig_65 [gcode=11] [topology=linear]	unclassified
UCT50H	contig_66 [gcode=11] [topology=linear]	unclassified
UCT50H	contig_67 [gcode=11] [topology=linear]	unclassified
UCT50H	contig_68 [gcode=11] [topology=linear]	unclassified
UCT50H	contig_69 [gcode=11] [topology=linear]	unclassified
UCT50H	contig_7 [gcode=11] [topology=linear]	cp32-1+5
UCT50H	contig_70 [gcode=11] [topology=linear]	unclassified
UCT50H	contig_71 [gcode=11] [topology=linear]	unclassified
