ID	group	gene	old_locus_tag	percent_ident	alignment_length	E-score
group_795	group_795	BB_RS02695	BB_0537	100.000	645	0.0
group_886	group_886	BB_RS02700	BB_0538	99.749	399	0.0
ybhL	ybhL	BB_RS02705	BB_0539	100.000	699	0.0
fusA_1	fusA_1	BB_RS02710	BB_0540	99.424	2082	0.0
prs	prs	BB_RS02730	BB_0544	99.918	1221	0.0
fucK	fucK	BB_RS02735	BB_0545	99.341	1365	0.0
coaE	coaE	BB_RS02745	BB_0547	99.838	618	0.0
polA	polA	BB_RS02750	BB_0548	99.817	2727	0.0
group_675	group_675	BB_RS02755	BB_0549	100.000	399	0.0
group_677	group_677	BB_RS02760	BB_0550	100.000	438	0.0
ligA	ligA	BB_RS02770	BB_0552	99.597	1983	0.0
group_678	group_678	BB_RS02775	BB_0553	99.732	1494	0.0
group_681	group_681	BB_RS02790	BB_0556	100.000	870	0.0
group_682	group_682	BB_RS02795	BB_0557	100.000	261	2.58e-134
ptsI	ptsI	BB_RS02800	BB_0558	99.942	1722	0.0
group_683	group_683	BB_RS02805	BB_0559	100.000	570	0.0
htpG	htpG	BB_RS02810	BB_0560	99.946	1851	0.0
gndA	gndA	BB_RS02815	BB_0561	99.928	1395	0.0
group_686	group_686	BB_RS02820	BB_0562	99.632	543	0.0
group_684	group_684	BB_RS02825	BB_0563	100.000	519	0.0
group_685	group_685	BB_RS02830	BB_0564	99.505	606	0.0
cheW_2	cheW_2	BB_RS02835	BB_0565	100.000	543	0.0
group_687	group_687	BB_RS02840	BB_0566	99.679	312	2.73e-160
cheA	cheA	BB_RS02845	BB_0567	99.720	2145	0.0
cheB_3	cheB_3	BB_RS02850	BB_0568	99.741	1158	0.0
group_689	group_689	BB_RS02855	BB_0569	99.887	1773	0.0
group_1877	group_1877	BB_RS02860	BB_0570	100.000	375	0.0
arnC	arnC	BB_RS02875	BB_0572	98.310	1065	0.0
lptB_2	lptB_2	BB_RS02880	BB_0573	99.876	807	0.0
group_1652	group_1652	BB_RS02885	BB_0574	99.765	852	0.0
group_1653	group_1653	BB_RS02890	BB_0575	100.000	1602	0.0
group_1655	group_1655	BB_RS02900	BB_0577	100.000	588	0.0
group_1878	group_1878	BB_RS02905	BB_0578	100.000	1170	0.0
group_1879	group_1879	BB_RS02915	BB_0580	99.827	579	0.0
group_1657	group_1657	BB_RS02920	BB_0581	99.806	2061	0.0
group_1658	group_1658	BB_RS02925	BB_0582	99.366	789	0.0
group_1659	group_1659	BB_RS02930	BB_0583	99.704	1350	0.0
group_1660	group_1660	BB_RS02935	BB_0584	99.925	1335	0.0
group_1661	group_1661	BB_RS02940	BB_0585	99.705	1356	0.0
group_1662	group_1662	BB_RS02945	BB_0586	100.000	1044	0.0
group_1663	group_1663	BB_RS02950	BB_0587	99.365	2205	0.0
mtnN_2	mtnN_2	BB_RS02955	BB_0588	99.248	798	0.0
group_1664	group_1664	BB_RS02960	BB_0589	99.811	1056	0.0
rsmA	rsmA	BB_RS02965	BB_0590	99.882	846	0.0
group_1656	group_1656	BB_RS02970	BB_0591	99.121	1251	0.0
group_1903	group_1903	BB_RS02975	BB_0592	99.860	714	0.0
group_1880	group_1880	BB_RS02980	BB_0593	99.587	1938	0.0
group_1881	group_1881	BB_RS02985	BB_0594	99.204	1758	0.0
group_1904	group_1904	BB_RS02990	BB_0595	99.203	627	0.0
group_1665	group_1665	BB_RS02995	BB_0596	99.814	2148	0.0
group_1882	group_1882	BB_RS03000	BB_0597	99.683	2208	0.0
group_1883	group_1883	BB_RS03005	BB_0598	98.680	909	0.0
group_1884	group_1884	BB_RS03010	BB_0599	98.614	1443	0.0
group_1885	group_1885	BB_RS03015	BB_0600	99.294	1557	0.0
glyA	glyA	BB_RS03020	BB_0601	99.841	1254	0.0
djlA	djlA	BB_RS03025	BB_0602	99.867	753	0.0
group_1666	group_1666	BB_RS03035	BB_0604	99.800	1503	0.0
group_1667	group_1667	BB_RS03040	BB_0605	99.754	1218	0.0
group_1668	group_1668	BB_RS03045	BB_0606	99.797	492	0.0
pcrA_2	pcrA_2	BB_RS03050	BB_0607	99.899	1978	0.0
pepD	pepD	BB_RS03055	BB_0608	99.022	1431	0.0
group_1669	group_1669	BB_RS03080	BB_0610	99.927	1365	0.0
group_1670	group_1670	BB_RS03085	BB_0611	100.000	585	0.0
group_1671	group_1671	BB_RS03090	BB_0612	99.923	1293	0.0
lon	lon	BB_RS03095	BB_0613	99.958	2391	0.0
group_1887	group_1887	BB_RS07740	BB_0614	100.000	153	6.05e-76
group_1672	group_1672	BB_RS03100	BB_0615	100.000	627	0.0
group_1675	group_1675	BB_RS03120	BB_0618	100.000	465	0.0
group_1676	group_1676	BB_RS03125	BB_0619	100.000	963	0.0
group_1677	group_1677	BB_RS03130	BB_0620	99.812	1596	0.0
group_1678	group_1678	BB_RS03140	BB_0621	100.000	555	0.0
group_1679	group_1679	BB_RS03145	BB_0622	99.672	1218	0.0
group_1680	group_1680	BB_RS03150	BB_0623	99.467	3378	0.0
group_1681	group_1681	BB_RS03155	BB_0624	99.896	963	0.0
group_1682	group_1682	BB_RS03160	BB_0625	99.857	2094	0.0
group_1683	group_1683	BB_RS03175	BB_0627	99.686	1272	0.0
group_1684	group_1684	BB_RS03180	BB_0628	100.000	726	0.0
group_1685	group_1685	BB_RS03185	BB_0629	100.000	1872	0.0
group_1686	group_1686	BB_RS03190	BB_0630	99.459	924	0.0
group_1687	group_1687	BB_RS03195	BB_0631	99.683	315	6.48e-162
group_1688	group_1688	BB_RS03205	BB_0632	99.782	1833	0.0
recB	recB	BB_RS03210	BB_0633	99.430	3510	0.0
group_1689	group_1689	BB_RS03215	BB_0634	99.753	3241	0.0
group_1690	group_1690	BB_RS03220	BB_0635	99.862	1446	0.0
group_1691	group_1691	BB_RS03230	BB_0637	99.777	1344	0.0
group_1692	group_1692	BB_RS03235	BB_0638	99.567	1387	0.0
group_1693	group_1693	BB_RS03240	BB_0639	98.854	1047	0.0
group_1694	group_1694	BB_RS03245	BB_0640	99.621	792	0.0
group_1695	group_1695	BB_RS03250	BB_0641	99.876	804	0.0
potA	potA	BB_RS03255	BB_0642	99.904	1044	0.0
group_1696	group_1696	BB_RS03260	BB_0643	99.881	840	0.0
group_1697	group_1697	BB_RS03265	BB_0644	100.000	699	0.0
ptsG_2	ptsG_2	BB_RS03270	BB_0645	99.676	1545	0.0
group_1698	group_1698	BB_RS03275	BB_0646	99.797	984	0.0
group_1699	group_1699	BB_RS03280	BB_0647	100.000	531	0.0
group_1700	group_1700	BB_RS03285	BB_0648	98.638	1689	0.0
group_1701	group_1701	BB_RS03295	BB_0650	99.663	297	3.60e-152
group_1702	group_1702	BB_RS03300	BB_0651	99.327	297	4.38e-151
group_1703	group_1703	BB_RS03305	BB_0652	99.773	1761	0.0
group_1704	group_1704	BB_RS03310	BB_0653	99.889	900	0.0
group_1705	group_1705	BB_RS03315	BB_0654	99.650	1143	0.0
cbpA	cbpA	BB_RS03320	BB_0655	99.759	831	0.0
group_1706	group_1706	BB_RS03325	BB_0656	99.647	1134	0.0
group_1707	group_1707	BB_RS03330	BB_0657	99.563	687	0.0
group_1708	group_1708	BB_RS03335	BB_0658	100.000	747	0.0
group_1709	group_1709	BB_RS03340	BB_0659	99.872	1566	0.0
group_1710	group_1710	BB_RS03345	BB_0660	100.000	873	0.0
group_1711	group_1711	BB_RS03350	BB_0661	99.720	357	0.0
group_1712	group_1712	BB_RS03355	BB_0662	99.757	411	0.0
group_1713	group_1713	BB_RS03360	BB_0663	99.556	450	0.0
group_1714	group_1714	BB_RS03365	BB_0664	99.253	669	0.0
group_1715	group_1715	BB_RS03370	BB_0665	99.479	960	0.0
group_1716	group_1716	BB_RS03375	BB_0666	98.999	999	0.0
group_1717	group_1717	BB_RS03380	BB_0667	99.819	552	0.0
group_1718	group_1718	BB_RS03385	BB_0668	99.708	1026	0.0
group_1720	group_1720	BB_RS03395	BB_0670	99.572	1401	0.0
group_1721	group_1721	BB_RS03400	BB_0671	100.000	486	0.0
group_1722	group_1722	BB_RS03405	BB_0672	100.000	441	0.0
group_1723	group_1723	BB_RS03410	BB_0673	99.806	516	0.0
group_1724	group_1724	BB_RS03415	BB_0674	99.904	1047	0.0
group_1725	group_1725	BB_RS03420	BB_0675	99.884	864	0.0
mupP	mupP	BB_RS03425	BB_0676	99.397	663	0.0
mglA_2	mglA_2	BB_RS03430	BB_0677	99.876	1611	0.0
group_1726	group_1726	BB_RS03435	BB_0678	100.000	1152	0.0
group_1727	group_1727	BB_RS03440	BB_0679	100.000	927	0.0
group_1728	group_1728	BB_RS03445	BB_0680	99.735	2262	0.0
group_1729	group_1729	BB_RS03450	BB_0681	99.947	1902	0.0
group_1730	group_1730	BB_RS03455	BB_0682	99.625	1068	0.0
group_1731	group_1731	BB_RS03460	BB_0683	99.673	1224	0.0
group_1734	group_1734	BB_RS03475	BB_0686	99.681	939	0.0
group_1735	group_1735	BB_RS03480	BB_0687	100.000	954	0.0
group_1736	group_1736	BB_RS03485	BB_0688	99.776	894	0.0
group_1737	group_1737	BB_RS03495	BB_0689	98.291	468	0.0
group_1738	group_1738	BB_RS03500	BB_0690	99.814	537	0.0
fusA_2	fusA_2	BB_RS03505	BB_0691	99.950	2010	0.0
group_1739	group_1739	BB_RS03510	BB_0693	99.835	1209	0.0
ffh	ffh	BB_RS03515	BB_0694	99.326	1335	0.0
group_1740	group_1740	BB_RS03520	BB_0695	100.000	261	2.58e-134
group_1741	group_1741	BB_RS03525	BB_0696	100.000	249	8.02e-128
group_1742	group_1742	BB_RS03530	BB_0697	99.401	501	0.0
group_1743	group_1743	BB_RS03535	BB_0698	99.167	720	0.0
group_1746	group_1746	BB_RS03550	BB_0702	100.000	492	0.0
group_1747	group_1747	BB_RS03555	BB_0703	99.454	183	1.64e-90
group_1748	group_1748	BB_RS03560	BB_0704	100.000	243	1.41e-124
group_1749	group_1749	BB_RS03565	BB_0705	99.593	738	0.0
group_1750	group_1750	BB_RS03570	BB_0706	99.270	1233	0.0
group_1751	group_1751	BB_RS03575	BB_0707	99.662	1773	0.0
group_1752	group_1752	BB_RS03580	BB_0708	100.000	324	2.04e-168
group_1753	group_1753	BB_RS03595	BB_0709	99.322	1032	0.0
group_1754	group_1754	BB_RS03600	BB_0710	99.663	1782	0.0
rpoD	rpoD	BB_RS03605	BB_0712	99.947	1896	0.0
group_1755	group_1755	BB_RS03610	BB_0713	99.868	759	0.0
group_1756	group_1756	BB_RS03620	BB_0714	99.897	969	0.0
group_1757	group_1757	BB_RS03625	BB_0715	99.810	1050	0.0
group_1758	group_1758	BB_RS03630	BB_0716	99.764	846	0.0
group_1759	group_1759	BB_RS03635	BB_0717	99.793	483	0.0
group_1760	group_1760	BB_RS03640	BB_0718	99.556	1800	0.0
group_1762	group_1762	BB_RS03650	BB_0720	99.656	1746	0.0
group_1763	group_1763	BB_RS03655	BB_0721	99.524	630	0.0
group_1764	group_1764	BB_RS03660	BB_0722	100.000	1446	0.0
group_1766	group_1766	BB_RS03670	BB_0724	99.849	1323	0.0
group_1767	group_1767	BB_RS03675	BB_0725	100.000	783	0.0
group_1768	group_1768	BB_RS03680	BB_0726	99.897	972	0.0
group_1769	group_1769	BB_RS03685	BB_0727	99.777	1344	0.0
group_1770	group_1770	BB_RS03695	BB_0729	99.425	1392	0.0
group_1772	group_1772	BB_RS03705	BB_0731	100.000	402	0.0
group_1773	group_1773	BB_RS03715	BB_0733	99.873	786	0.0
group_1774	group_1774	BB_RS03725	BB_0735	99.240	789	0.0
group_1775	group_1775	BB_RS03730	BB_0737	99.697	990	0.0
group_1776	group_1776	BB_RS03735	BB_0738	99.962	2628	0.0
group_1777	group_1777	BB_RS03740	BB_0739	99.660	588	0.0
mnmC_1	mnmC_1	BB_RS03745	BB_0740	99.853	678	0.0
group_1778	group_1778	BB_RS03750	BB_0741	100.000	273	8.29e-141
group_1780	group_1780	BB_RS03760	BB_0743	99.117	1698	0.0
group_1782	group_1782	BB_RS03785	BB_0746	100.000	861	0.0
group_1783	group_1783	BB_RS03790	BB_0747	99.694	981	0.0
group_1784	group_1784	BB_RS03795	BB_0748	99.346	459	0.0
group_1786	group_1786	BB_RS03805	BB_0751	100.000	1014	0.0
group_1787	group_1787	BB_RS03810	BB_0752	99.735	1509	0.0
group_1788	group_1788	BB_RS03815	BB_0753	99.592	735	0.0
group_1789	group_1789	BB_RS03820	BB_0754	100.000	930	0.0
rnz	rnz	BB_RS03825	BB_0755	99.792	960	0.0
mnmC_2	mnmC_2	BB_RS03830	BB_0756	99.719	1068	0.0
group_1790	group_1790	BB_RS03835	BB_0757	100.000	597	0.0
group_1791	group_1791	BB_RS03840	BB_0758	99.848	660	0.0
group_1792	group_1792	BB_RS03850	BB_0759	100.000	858	0.0
group_1793	group_1793	BB_RS03855	BB_0760	99.697	330	4.90e-170
group_1794	group_1794	BB_RS03860	BB_0761	99.887	888	0.0
group_1795	group_1795	BB_RS03870	BB_0764	99.565	1149	0.0
group_1796	group_1796	BB_RS03875	BB_0765	99.904	1047	0.0
group_1797	group_1797	BB_RS03880	BB_0766	99.796	489	0.0
group_1798	group_1798	BB_RS03885	BB_0767	99.725	1092	0.0
group_1799	group_1799	BB_RS03890	BB_0768	100.000	795	0.0
group_1800	group_1800	BB_RS03895	BB_0769	99.616	1041	0.0
group_1801	group_1801	BB_RS03900	BB_0770	100.000	882	0.0
rpoS	rpoS	BB_RS03905	BB_0771	99.750	801	0.0
group_1802	group_1802	BB_RS03910	BB_0771a	97.273	330	2.90e-160
group_1803	group_1803	BB_RS03915	BB_0772	99.901	1008	0.0
group_1804	group_1804	BB_RS03920	BB_0773	99.770	435	0.0
group_1805	group_1805	BB_RS03925	BB_0774	100.000	798	0.0
group_1806	group_1806	BB_RS03930	BB_0775	99.411	849	0.0
group_1807	group_1807	BB_RS03935	BB_0776	99.822	561	0.0
group_1808	group_1808	BB_RS03940	BB_0777	99.812	531	0.0
group_1809	group_1809	BB_RS03945	BB_0778	100.000	312	6.42e-162
group_1810	group_1810	BB_RS03950	BB_0779	100.000	321	8.61e-167
group_1811	group_1811	BB_RS03955	BB_0780	100.000	246	3.36e-126
group_1812	group_1812	BB_RS03960	BB_0781	100.000	987	0.0
group_1813	group_1813	BB_RS03965	BB_0782	99.485	582	0.0
group_1814	group_1814	BB_RS03970	BB_0783	99.578	1185	0.0
group_1815	group_1815	BB_RS03975	BB_0784	100.000	351	0.0
group_1816	group_1816	BB_RS03980	BB_0785	100.000	294	3.56e-152
group_1817	group_1817	BB_RS03990	BB_0786	99.636	549	0.0
group_1818	group_1818	BB_RS03995	BB_0787	99.824	567	0.0
group_1819	group_1819	BB_RS04000	BB_0788	100.000	1323	0.0
group_1820	group_1820	BB_RS04005	BB_0789	99.896	1920	0.0
group_1822	group_1822	BB_RS04015	BB_0791	99.909	1104	0.0
group_1823	group_1823	BB_RS04020	BB_0792	99.840	624	0.0
group_1826	group_1826	BB_RS04035	BB_0795	99.716	2466	0.0
group_1827	group_1827	BB_RS04040	BB_0796	99.813	534	0.0
group_1828	group_1828	BB_RS04045	BB_0797	99.884	2589	0.0
group_1829	group_1829	BB_RS04050	BB_0798	100.000	618	0.0
group_1831	group_1831	BB_RS04060	BB_0800	100.000	1449	0.0
group_1835	group_1835	BB_RS04080	BB_0804	100.000	267	1.46e-137
pnp	pnp	BB_RS04085	BB_0805	99.862	2169	0.0
group_1836	group_1836	BB_RS04090	BB_0806	99.606	1521	0.0
group_1837	group_1837	BB_RS04095	BB_0807	99.767	1290	0.0
group_1838	group_1838	BB_RS04100	BB_0808	100.000	1068	0.0
tgt	tgt	BB_RS04105	BB_0809	99.734	1128	0.0
murJ	murJ	BB_RS04110	BB_0810	99.737	1521	0.0
group_1839	group_1839	BB_RS04115	BB_0811	99.574	1410	0.0
group_1840	group_1840	BB_RS04120	BB_0812	99.829	1173	0.0
group_1841	group_1841	BB_RS04130	BB_0814	99.551	1335	0.0
group_1842	group_1842	BB_RS04135	BB_0815	99.367	948	0.0
group_1843	group_1843	BB_RS04140	BB_0816	100.000	948	0.0
group_1844	group_1844	BB_RS04145	BB_0817	99.147	1407	0.0
group_1846	group_1846	BB_RS04155	BB_0819	99.816	543	0.0
group_1847	group_1847	BB_RS04160	BB_0820	99.005	201	3.74e-99
miaA	miaA	BB_RS04165	BB_0821	99.783	921	0.0
group_1848	group_1848	BB_RS04170	BB_0823	100.000	372	0.0
group_1849	group_1849	BB_RS04175	BB_0824	99.634	546	0.0
group_1850	group_1850	BB_RS04180	BB_0825	99.488	781	0.0
group_1851	group_1851	BB_RS04185	BB_0826	99.612	516	0.0
group_1852	group_1852	BB_RS04190	BB_0827	99.919	2472	0.0
group_1853	group_1853	BB_RS04195	BB_0828	99.921	2547	0.0
group_1854	group_1854	BB_RS04200	BB_0829	99.919	1242	0.0
group_1855	group_1855	BB_RS04205	BB_0830	99.930	2847	0.0
group_1857	group_1857	BB_RS04220	BB_0833	99.648	3129	0.0
group_1858	group_1858	BB_RS04225	BB_0834	99.730	2220	0.0
group_1860	group_1860	BB_RS04235	BB_0836	99.153	2007	0.0
group_1861	group_1861	BB_RS04245	BB_0838	99.070	3441	0.0
group_1863	group_1863	BB_RS04255	BB_0839	100.000	600	0.0
group_1864	group_1864	BB_RS04260	BB_0840	99.938	1617	0.0
argF	argF	BB_RS04270	BB_0842	99.898	984	0.0
group_1866	group_1866	BB_RS04275	BB_0843	99.789	1425	0.0
group_486	group_486	BB_RS05655	BB_D13	98.165	327	6.75e-162
group_488	group_488	BB_RS05650	BB_D11	96.541	954	0.0
group_489	group_489	BB_RS05645	BB_D10	98.446	579	0.0
group_490	group_490	BB_RS05640	BB_D09	98.975	683	0.0
group_275	group_275	BB_RS05630	BB_D05a	100.000	456	0.0
group_863	group_863	BB_RS07275	BB_N33	100.000	561	0.0
soj_5~~~soj_2	soj_5~~~soj_2	BB_RS07270	BB_N32	99.868	756	0.0
group_462	group_462	BB_RS07260	BB_N30	99.909	1101	0.0
group_1426	group_1426	BB_RS07255	BB_N29	100.000	348	0.0
group_493	group_493	BB_RS06390	BB_R25	100.000	183	3.85e-92
group_494	group_494	BB_RS06660	BB_M36	98.122	426	0.0
group_878	group_878	BB_RS06005	BB_P33	100.000	558	0.0
group_1409	group_1409	BB_RS06000	BB_P32	99.460	741	0.0
group_495	group_495	BB_RS06210	BB_S34	96.296	567	0.0
group_500	group_500	BB_RS07225	BB_N23	100.000	204	1.73e-103
group_1591	group_1591	BB_RS05075	BB_I31	78.571	504	8.21e-119
group_458	group_458	BB_RS07415	BB_Q03	87.701	187	1.16e-62
group_463	group_463	BB_RS05455	BB_C06%2CBBC06	81.679	131	4.17e-30
group_412	group_412	BB_RS04520	BB_G06	80.996	1084	0.0
group_413	group_413	BB_RS04525	BB_G07	88.482	573	0.0
soj_3	soj_3	BB_RS04530	BB_G08	90.885	768	0.0
group_758	group_758	BB_RS04540	BB_G10	81.325	166	1.59e-39
group_797	group_797	BB_RS04485	BB_E31	73.984	123	3.22e-16
group_442	group_442	BB_RS07705	BB_Q80	68.519	324	9.39e-39
group_977	group_977	BB_RS07415	BB_Q03	79.558	543	3.75e-136
group_1015	group_1015	BB_RS04440	BB_E17	80.571	525	2.99e-137
group_388	group_388	BB_RS05775	BB_F23	85.091	550	1.45e-179
group_396	group_396	BB_RS05785	BB_F25	84.574	564	2.62e-176
group_957	group_957	BB_RS04965	BB_K48	99.885	867	0.0
group_1398	group_1398	BB_RS04945	BB_K42	100.000	219	1.35e-111
group_1533	group_1533	BB_RS04935	BB_K40	87.118	621	0.0
group_906	group_906	BB_RS04930	BB_K39	99.206	378	0.0
group_503	group_503	BB_RS04925	BB_K0058	100.000	177	6.69e-89
group_1024	group_1024	BB_RS04920	BB_K37	99.823	564	0.0
group_504	group_504	BB_RS04905	BB_K54	99.510	204	7.35e-102
group_505	group_505	BB_RS04900	BB_K24	100.000	612	0.0
group_507	group_507	BB_RS04895	BB_K23	99.784	927	0.0
group_821	group_821	BB_RS04890	BB_K22	100.000	540	0.0
soj_4	soj_4	BB_RS04885	BB_K21	99.867	750	0.0
group_1455	group_1455	BB_RS04880	BB_K19	99.843	636	0.0
ade	ade	BB_RS04875	BB_K17	99.757	1647	0.0
group_509	group_509	BB_RS04850	BB_K09	100.000	210	1.33e-106
group_1458	group_1458	BB_RS04845	BB_K07	99.867	753	0.0
group_510	group_510	BB_RS04840	BB_K02a	100.000	189	2.21e-95
group_1028	group_1028	BB_RS04840	BB_K02a	100.000	405	0.0
soj_5	soj_5	BB_RS06640	BB_M32	99.733	750	0.0
group_891	group_891	BB_RS06645	BB_M33	99.827	579	0.0
group_196	group_196	BB_RS06765	BB_O16	82.696	549	4.32e-161
group_226	group_226	BB_RS06550	BB_M14	84.649	228	1.15e-68
group_227	group_227	BB_RS06330	BB_R13	84.270	445	2.10e-138
group_420	group_420	BB_RS06745	BB_O12	87.589	419	2.76e-149
group_230	group_230	BB_RS07490	BB_Q18	83.735	1119	0.0
group_233	group_233	BB_RS06530	BB_M10	86.292	569	0.0
group_237	group_237	BB_RS06515	BB_M07	86.784	454	2.12e-157
group_239	group_239	BB_RS06295	BB_R06	88.272	955	0.0
group_241	group_241	BB_RS07130	BB_N05	82.435	575	5.56e-166
group_346	group_346	BB_RS06495	BB_M03	84.201	557	1.11e-174
group_656	group_656	BB_RS06670	BB_M38	69.509	774	1.51e-92
group_242	group_242	BB_RS06445	BB_R37	83.333	426	4.95e-127
group_249	group_249	BB_RS06015	BB_P35	83.068	1317	0.0
group_311	group_311	BB_RS07280	BB_N34	79.287	449	1.06e-112
group_329	group_329	BB_RS07600	BB_Q41	90.374	561	0.0
group_332	group_332	BB_RS07595	BB_Q40	90.344	756	0.0
group_359	group_359	BB_RS04520	BB_G06	79.242	1055	0.0
group_218	group_218	BB_RS06610	BB_M26	85.032	314	6.96e-99
group_207	group_207	BB_RS05965	BB_P25	87.798	336	5.35e-119
group_430	group_430	BB_RS04370	BB_H28	96.958	756	0.0
group_511	group_511	BB_RS04865	BB_K13	90.625	160	4.82e-59
group_824	group_824	BB_RS05100	BB_I40	100.000	258	1.22e-132
group_1034	group_1034	BB_RS05075	BB_I31	99.596	495	0.0
group_512	group_512	BB_RS05070	BB_I29	99.850	666	0.0
group_1571	group_1571	BB_RS05060	BB_I26	99.661	1179	0.0
group_513	group_513	BB_RS05055	BB_I22	99.825	573	0.0
group_514	group_514	BB_RS05050	BB_I21	99.469	753	0.0
group_516	group_516	BB_RS05045	BB_I20	99.820	555	0.0
group_519	group_519	BB_RS07835	BB_I15	98.551	276	5.30e-137
group_520	group_520	BB_RS05025	BB_I12	100.000	219	1.35e-111
mtnN_4	mtnN_4	BB_RS05010	BB_I06	99.755	816	0.0
group_523	group_523	BB_RS07335	BB_U04	96.371	248	8.57e-115
group_1103	group_1103	BB_RS05620	BB_D04	91.045	335	4.38e-133
group_1401	group_1401	BB_RS05610	BB_D01	75.733	375	2.36e-69
group_1486	group_1486	BB_RS04665	BB_G34	83.399	765	0.0
guaB	guaB	BB_RS05555	BB_B17	99.177	1215	0.0
oppA_5~~~oppA_2~~~oppA_4	oppA_5~~~oppA_2~~~oppA_4	BB_RS05550	BB_B16	99.372	1593	0.0
group_1609	group_1609	BB_RS05545	BB_B14	100.000	498	0.0
group_1605	group_1605	BB_RS05540	BB_B13	99.454	549	0.0
group_1610	group_1610	BB_RS05535	BB_B12	100.000	762	0.0
group_1603	group_1603	BB_RS05520	BB_B09	99.518	1038	0.0
group_1602	group_1602	BB_RS05510	BB_B07	99.909	1098	0.0
lacF	lacF	BB_RS05500	BB_B05	100.000	348	0.0
celB~~~gmuC~~~licC~~~lacE	celB~~~gmuC~~~licC~~~lacE	BB_RS05495	BB_B04	100.000	1323	0.0
resT~~~resT_1	resT~~~resT_1	BB_RS05490	BB_B03	99.926	1350	0.0
glcB~~~ptsG_3	glcB~~~ptsG_3	BB_RS05605	BB_B29	99.570	1629	0.0
group_1604	group_1604	BB_RS05590	BB_B26	98.994	696	0.0
group_1611	group_1611	BB_RS05580	BB_B24	99.606	507	0.0
pbuG~~~adeP~~~adeQ_1~~~adeP_1	pbuG~~~adeP~~~adeQ_1~~~adeP_1	BB_RS05570	BB_B22	92.257	1356	0.0
group_42	group_42	BB_RS06015	BB_P35	88.997	1336	0.0
group_1373	group_1373	BB_RS07060	BB_L34	80.783	562	3.65e-149
group_900	group_900	BB_RS07055	BB_L32	83.806	741	0.0
group_102	group_102	BB_RS06810	BB_O25	99.702	336	2.76e-173
group_1451	group_1451	BB_RS06805	BB_O24	99.440	357	0.0
group_525	group_525	BB_RS06145	BB_S19	100.000	333	2.74e-173
group_1308	group_1308	BB_RS06750	BB_O13	100.000	456	0.0
group_526	group_526	BB_RS06745	BB_O12	100.000	429	0.0
group_459	group_459	BB_RS06740	BB_O11	98.473	1113	0.0
group_16	group_16	BB_RS06520	BB_M08	98.177	384	0.0
group_1889	group_1889	BB_RS06075	BB_S05	99.475	381	0.0
group_150	group_150	BB_RS06565	BB_M17	98.843	951	0.0
group_246	group_246	BB_RS06995	BB_L20	95.548	876	0.0
group_1537	group_1537	BB_RS04555	BB_G13	97.368	798	0.0
group_1371	group_1371	BB_RS06220	BB_S36	77.495	471	4.74e-103
group_1029	group_1029	BB_RS06215	BB_S35	70.889	742	6.63e-97
group_528	group_528	BB_RS04625	BB_G26	74.128	344	1.67e-56
group_240	group_240	BB_RS04620	BB_G25	83.463	387	1.12e-115
group_529	group_529	BB_RS04500	BB_G01	69.775	890	2.98e-108
group_280	group_280	BB_RS06880	BB_O40	79.784	1113	0.0
group_184	group_184	BB_RS06875	BB_O39	89.177	693	0.0
group_466	group_466	BB_RS07305	BB_N39	73.928	583	8.11e-104
group_1464	group_1464	BB_RS04550	BB_G12	96.270	429	0.0
group_530	group_530	BB_RS04650	BB_G31	70.574	401	3.22e-49
group_1042	group_1042	BB_RS04645	BB_G30	68.243	296	8.61e-23
group_531	group_531	BB_RS06095	BB_S09	100.000	189	2.21e-95
thyX_1~~~thyX	thyX_1~~~thyX	BB_RS05430	BB_A76	99.624	798	0.0
group_1043	group_1043	BB_RS05425	BB_A74	99.612	774	0.0
group_532	group_532	BB_RS05420	BB_A73	99.439	891	0.0
group_1318	group_1318	BB_RS05405	BB_A70	98.305	708	0.0
group_534	group_534	BB_RS05400	BB_A69	99.874	792	0.0
group_537	group_537	BB_RS05385	BB_A65	99.764	849	0.0
group_539	group_539	BB_RS05380	BB_A64	99.780	909	0.0
group_540	group_540	BB_RS05375	BB_A62	100.000	207	4.13e-105
group_542	group_542	BB_RS05370	BB_A61	100.000	624	0.0
group_545	group_545	BB_RS05350	BB_A56	99.649	570	0.0
group_548	group_548	BB_RS05345	BB_A55	99.892	930	0.0
group_549	group_549	BB_RS05335	BB_A53	100.000	276	1.97e-142
group_551	group_551	BB_RS05330	BB_A52	99.054	846	0.0
group_554	group_554	BB_RS05325	BB_A51	99.291	564	0.0
group_555	group_555	BB_RS05320	BB_A50	97.965	1425	0.0
group_556	group_556	BB_RS05315	BB_A49	99.543	219	5.72e-110
group_558	group_558	BB_RS05310	BB_A48	100.000	489	0.0
group_560	group_560	BB_RS05305	BB_A47	100.000	423	0.0
group_562	group_562	BB_RS05300	BB_A46	99.627	1071	0.0
group_564	group_564	BB_RS05295	BB_A45	100.000	540	0.0
group_565	group_565	BB_RS05290	BB_A44	100.000	318	3.62e-165
group_566	group_566	BB_RS05285	BB_A43	99.733	375	0.0
group_567	group_567	BB_RS05280	BB_A42	100.000	453	0.0
group_569	group_569	BB_RS05275	BB_A41	99.782	918	0.0
group_570	group_570	BB_RS05270	BB_A40	99.672	609	0.0
group_572	group_572	BB_RS05265	BB_A39	99.830	588	0.0
